,Unnamed: 0,created_at,temp,hum,p25,p10
259765,260046,2019-12-28 09:04:52,21.4,65.4,69.3,134.2
259766,260047,2019-12-28 09:04:56,21.4,65.4,69.1,133.60001
259773,260054,2019-12-28 09:05:25,21.4,65.6,71.0,142.2
259774,260055,2019-12-28 09:05:29,21.4,65.6,71.5,149.60001
259775,260056,2019-12-28 09:05:34,21.4,65.7,71.8,150.8
259776,260057,2019-12-28 09:05:38,21.4,65.6,71.4,151.8
259777,260058,2019-12-28 09:05:42,21.4,65.6,70.2,149.2
259778,260059,2019-12-28 09:05:46,21.4,65.6,69.7,144.89999
259779,260060,2019-12-28 09:05:50,21.4,65.6,68.3,141.60001
259780,260061,2019-12-28 09:05:54,21.4,65.7,68.3,135.8
259800,260081,2019-12-28 09:07:18,21.5,65.9,69.8,133.39999
259801,260082,2019-12-28 09:07:22,21.5,65.8,70.9,142.3
259802,260083,2019-12-28 09:07:26,21.5,65.8,71.2,150.2
259803,260084,2019-12-28 09:07:30,21.5,65.7,71.0,159.5
259804,260085,2019-12-28 09:07:35,21.5,65.7,71.8,167.60001
259805,260086,2019-12-28 09:07:39,21.5,65.7,71.9,171.0
259806,260087,2019-12-28 09:07:43,21.5,65.7,72.0,173.0
259807,260088,2019-12-28 09:07:47,21.5,65.7,71.9,174.10001
259808,260089,2019-12-28 09:07:51,21.5,65.7,72.5,176.8
259809,260090,2019-12-28 09:07:55,21.5,65.7,71.3,170.10001
259810,260091,2019-12-28 09:07:59,21.5,65.7,71.9,165.39999
259811,260092,2019-12-28 09:08:04,21.5,65.6,70.9,152.10001
259812,260093,2019-12-28 09:08:08,21.5,65.5,69.9,146.39999
259813,260094,2019-12-28 09:08:12,21.5,65.4,69.6,139.39999
259837,260118,2019-12-28 09:09:52,21.6,65.2,70.3,141.7
259838,260119,2019-12-28 09:09:56,21.6,65.3,69.3,141.2
259839,260120,2019-12-28 09:10:00,21.6,65.3,68.9,143.39999
259840,260121,2019-12-28 09:10:04,21.6,65.3,69.4,140.60001
259842,260123,2019-12-28 09:10:13,21.6,65.2,69.4,142.2
259844,260125,2019-12-28 09:10:21,21.6,65.2,69.7,144.89999
259847,260128,2019-12-28 09:10:33,21.6,65.2,69.9,140.39999
259849,260130,2019-12-28 09:10:42,21.6,65.3,69.7,139.5
259850,260131,2019-12-28 09:10:46,21.6,65.3,70.1,144.3
259851,260132,2019-12-28 09:10:50,21.6,65.3,69.8,147.89999
259853,260134,2019-12-28 09:10:58,21.6,65.3,69.1,146.3
259857,260138,2019-12-28 09:11:15,21.6,65.2,70.2,137.60001
260384,260665,2019-12-28 09:47:51,22.7,64.3,73.8,131.3
260465,260746,2019-12-28 09:53:31,23.0,63.9,74.9,145.39999
260467,260748,2019-12-28 09:53:40,23.0,63.7,75.2,151.0
260469,260750,2019-12-28 09:53:48,23.0,63.6,75.7,147.7
260471,260752,2019-12-28 09:53:56,23.0,63.7,75.7,147.60001
260473,260754,2019-12-28 09:54:05,23.1,63.8,76.8,143.0
260475,260756,2019-12-28 09:54:13,23.0,63.7,75.9,138.89999
260476,260757,2019-12-28 09:54:17,23.0,63.6,75.7,138.3
260570,260851,2019-12-28 10:00:51,23.2,63.3,75.5,139.10001
260601,260882,2019-12-28 10:03:00,23.1,63.6,74.2,145.2
260602,260883,2019-12-28 10:03:04,23.2,63.7,75.8,153.0
260603,260884,2019-12-28 10:03:08,23.2,63.6,78.0,174.2
260604,260885,2019-12-28 10:03:12,23.2,63.7,78.7,176.39999
260605,260886,2019-12-28 10:03:17,23.2,63.7,78.8,171.39999
260606,260887,2019-12-28 10:03:21,23.2,63.7,79.7,184.0
260607,260888,2019-12-28 10:03:25,23.2,63.6,80.6,186.0
260608,260889,2019-12-28 10:03:29,23.2,63.6,80.0,175.39999
260609,260890,2019-12-28 10:03:33,23.2,63.6,80.1,173.2
260610,260891,2019-12-28 10:03:37,23.2,63.6,79.2,158.5
260611,260892,2019-12-28 10:03:42,23.2,63.6,78.4,147.7
260612,260893,2019-12-28 10:03:46,23.2,63.6,77.9,145.5
260616,260897,2019-12-28 10:04:02,23.2,63.6,77.2,147.60001
260620,260901,2019-12-28 10:04:19,23.2,63.6,77.9,158.3
260621,260902,2019-12-28 10:04:23,23.2,63.6,78.6,162.39999
260623,260904,2019-12-28 10:04:31,23.2,63.6,76.2,140.0
267892,268173,2019-12-28 18:29:23,24.1,70.2,126.2,156.10001
267893,268174,2019-12-28 18:29:27,24.2,70.3,127.8,160.2
267894,268175,2019-12-28 18:29:31,24.2,70.4,128.39999,160.39999
267895,268176,2019-12-28 18:29:36,24.2,70.2,126.4,159.60001
267999,268280,2019-12-28 18:36:49,24.2,70.4,104.4,181.10001
268000,268281,2019-12-28 18:36:53,24.3,70.5,104.0,186.0
268001,268282,2019-12-28 18:36:57,24.3,70.5,104.0,185.7
268002,268283,2019-12-28 18:37:01,24.2,70.4,103.0,185.3
268003,268284,2019-12-28 18:37:05,24.2,70.5,103.1,187.0
268004,268285,2019-12-28 18:37:09,24.3,70.5,102.4,184.8
268005,268286,2019-12-28 18:37:13,24.2,70.5,100.8,181.0
268006,268287,2019-12-28 18:37:18,24.2,70.5,101.5,183.3
268007,268288,2019-12-28 18:37:22,24.2,70.5,101.0,179.10001
268008,268289,2019-12-28 18:37:26,24.2,70.5,101.5,180.7
268009,268290,2019-12-28 18:37:30,24.2,70.5,100.9,174.3
268010,268291,2019-12-28 18:37:34,24.2,70.5,100.9,170.39999
268157,268438,2019-12-28 18:47:46,24.1,71.2,102.7,177.8
268158,268439,2019-12-28 18:47:50,24.1,71.2,103.9,181.0
268159,268440,2019-12-28 18:47:55,24.1,71.2,105.3,184.2
268160,268441,2019-12-28 18:47:59,24.1,71.2,105.9,183.39999
268307,268588,2019-12-28 18:58:10,24.1,71.3,102.4,173.8
268309,268590,2019-12-28 18:58:19,24.1,71.2,102.8,177.5
268310,268591,2019-12-28 18:58:23,24.1,71.3,102.4,173.89999
268479,268760,2019-12-28 19:10:10,23.9,72.4,101.9,172.2
268480,268761,2019-12-28 19:10:14,23.9,72.4,102.2,176.7
268481,268762,2019-12-28 19:10:18,23.9,72.4,103.0,182.60001
268482,268763,2019-12-28 19:10:22,23.9,72.4,103.6,195.10001
268483,268764,2019-12-28 19:10:26,23.9,72.4,104.4,197.39999
268484,268765,2019-12-28 19:10:30,23.9,72.4,104.7,203.39999
268485,268766,2019-12-28 19:10:35,23.9,72.4,103.4,207.3
268486,268767,2019-12-28 19:10:39,23.8,72.3,104.2,203.7
268487,268768,2019-12-28 19:10:43,23.9,72.4,103.8,199.8
268488,268769,2019-12-28 19:10:47,23.8,72.3,104.0,195.39999
268489,268770,2019-12-28 19:10:51,23.8,72.4,102.8,189.0
268490,268771,2019-12-28 19:10:55,23.8,72.4,102.5,189.39999
268491,268772,2019-12-28 19:11:00,23.9,72.4,101.3,181.2
268492,268773,2019-12-28 19:11:04,23.8,72.2,102.0,175.5
268493,268774,2019-12-28 19:11:08,23.9,72.4,101.2,172.39999
269100,269381,2019-12-28 19:53:40,23.4,75.7,110.2,194.3
269101,269382,2019-12-28 19:53:44,23.4,75.9,111.2,199.10001
269102,269383,2019-12-28 19:53:48,23.4,75.9,111.2,202.3
269103,269384,2019-12-28 19:53:52,23.4,75.8,110.8,199.60001
270923,271204,2019-12-28 22:00:24,21.8,70.1,93.6,164.7
270924,271205,2019-12-28 22:00:29,21.8,70.1,94.0,170.60001
270944,271225,2019-12-28 22:01:52,21.9,69.7,93.8,159.8
279426,279707,2019-12-29 07:51:33,18.6,76.1,80.7,137.0
279457,279738,2019-12-29 07:53:42,18.6,76.5,81.5,141.89999
279486,279767,2019-12-29 07:55:42,18.7,76.4,80.1,140.8
279750,280031,2019-12-29 08:14:01,19.1,82.0,92.6,155.39999
279791,280072,2019-12-29 08:16:52,19.0,82.9,93.0,155.2
279861,280142,2019-12-29 08:21:44,19.1,84.2,98.1,163.60001
279862,280143,2019-12-29 08:21:48,19.2,84.3,99.0,168.7
279863,280144,2019-12-29 08:21:53,19.1,84.3,99.0,166.5
279864,280145,2019-12-29 08:21:57,19.1,84.3,98.8,166.3
279865,280146,2019-12-29 08:22:01,19.2,84.3,98.1,166.7
279866,280147,2019-12-29 08:22:05,19.1,84.3,98.7,164.8
279883,280164,2019-12-29 08:23:16,19.3,84.4,98.4,167.2
279884,280165,2019-12-29 08:23:20,19.2,84.4,98.8,170.0
279885,280166,2019-12-29 08:23:24,19.2,84.5,98.2,169.3
279886,280167,2019-12-29 08:23:28,19.2,84.7,97.8,166.60001
279888,280169,2019-12-29 08:23:36,19.2,85.0,95.8,163.5
279893,280174,2019-12-29 08:23:57,19.1,85.1,95.9,164.0
279934,280215,2019-12-29 08:26:48,19.2,85.7,98.4,164.39999
279935,280216,2019-12-29 08:26:52,19.1,85.7,97.7,164.2
279968,280249,2019-12-29 08:29:10,19.1,86.0,94.9,159.8
280033,280314,2019-12-29 08:33:41,19.3,86.0,96.5,162.10001
280132,280413,2019-12-29 08:40:33,19.4,87.3,97.9,163.3
280140,280421,2019-12-29 08:41:06,19.4,87.5,102.1,174.3
280142,280423,2019-12-29 08:41:15,19.4,87.5,101.6,175.5
280143,280424,2019-12-29 08:41:19,19.4,87.5,100.7,173.10001
280145,280426,2019-12-29 08:41:27,19.4,87.5,100.6,170.10001
280146,280427,2019-12-29 08:41:31,19.4,87.5,99.3,165.8
280219,280500,2019-12-29 08:46:35,19.7,87.2,102.3,169.10001
280220,280501,2019-12-29 08:46:39,19.7,87.2,101.9,168.89999
280344,280625,2019-12-29 08:55:18,20.1,85.8,102.2,171.0
280356,280637,2019-12-29 08:56:08,20.0,85.9,100.0,166.60001
280364,280645,2019-12-29 08:56:41,20.0,85.9,99.2,165.60001
280437,280718,2019-12-29 09:01:45,20.1,85.9,104.2,167.2
280440,280721,2019-12-29 09:01:57,20.1,86.1,102.5,170.8
280442,280723,2019-12-29 09:02:06,20.0,86.1,101.9,170.3
280517,280798,2019-12-29 09:07:28,20.1,86.1,105.3,176.89999
280519,280800,2019-12-29 09:07:36,20.0,86.3,104.8,177.60001
280520,280801,2019-12-29 09:07:40,20.1,86.4,105.0,180.3
280521,280802,2019-12-29 09:07:45,20.0,86.4,104.5,181.60001
280522,280803,2019-12-29 09:07:49,20.1,86.5,104.7,177.8
280523,280804,2019-12-29 09:07:53,20.1,86.6,104.8,180.0
280526,280807,2019-12-29 09:08:05,20.1,86.7,105.5,177.60001
280527,280808,2019-12-29 09:08:09,20.0,86.8,105.5,177.60001
280528,280809,2019-12-29 09:08:14,20.0,86.8,105.2,176.7
280532,280813,2019-12-29 09:08:30,20.1,86.9,104.8,178.7
280533,280814,2019-12-29 09:08:34,20.1,87.0,104.0,176.7
280556,280837,2019-12-29 09:10:11,20.1,87.1,103.3,173.8
280568,280849,2019-12-29 09:11:01,20.2,86.9,106.3,183.3
280569,280850,2019-12-29 09:11:05,20.2,86.9,106.7,181.89999
280627,280908,2019-12-29 09:15:07,20.3,87.0,105.8,176.7
280668,280949,2019-12-29 09:17:57,20.2,87.8,109.9,187.39999
280681,280962,2019-12-29 09:18:51,20.1,88.0,111.8,187.60001
280703,280984,2019-12-29 09:20:23,20.0,88.6,108.5,185.89999
280708,280989,2019-12-29 09:20:44,20.0,88.8,107.9,185.89999
280871,281152,2019-12-29 09:32:05,20.3,89.6,110.8,188.5
280916,281197,2019-12-29 09:35:12,20.2,90.0,108.9,187.8
281022,281303,2019-12-29 09:42:33,20.7,88.6,111.9,190.10001
281023,281304,2019-12-29 09:42:38,20.7,88.6,111.7,191.10001
281024,281305,2019-12-29 09:42:42,20.7,88.6,112.2,195.3
281042,281323,2019-12-29 09:43:57,20.8,88.3,112.8,190.8
281056,281337,2019-12-29 09:44:55,20.9,88.2,114.8,193.7
281057,281338,2019-12-29 09:45:07,20.9,88.1,114.8,194.3
281059,281340,2019-12-29 09:45:16,20.8,88.0,115.0,195.60001
281063,281344,2019-12-29 09:45:32,20.8,87.9,115.0,199.0
281066,281347,2019-12-29 09:45:45,20.8,88.2,116.7,201.39999
281067,281348,2019-12-29 09:45:49,20.8,88.2,117.3,201.0
281068,281349,2019-12-29 09:45:53,20.8,88.2,117.4,200.5
281070,281351,2019-12-29 09:46:01,20.8,88.3,116.2,199.2
281072,281353,2019-12-29 09:46:10,20.8,88.3,116.3,199.39999
281073,281354,2019-12-29 09:46:14,20.8,88.3,115.8,197.39999
281074,281355,2019-12-29 09:46:18,20.8,88.3,116.0,198.10001
281076,281357,2019-12-29 09:46:26,20.8,88.3,116.1,195.60001
281077,281358,2019-12-29 09:46:30,20.8,88.3,115.9,193.10001
281078,281359,2019-12-29 09:46:34,20.8,88.3,115.4,191.2
281079,281360,2019-12-29 09:46:38,20.8,88.3,115.7,191.39999
281080,281361,2019-12-29 09:46:43,20.8,88.2,115.7,189.39999
281087,281368,2019-12-29 09:47:12,20.8,88.3,115.0,195.39999
281089,281370,2019-12-29 09:47:20,20.8,88.2,115.6,197.0
281090,281371,2019-12-29 09:47:24,20.8,88.3,116.4,203.3
281091,281372,2019-12-29 09:47:28,20.8,88.2,116.0,201.3
281093,281374,2019-12-29 09:47:37,20.8,88.2,114.6,199.0
281096,281377,2019-12-29 09:47:49,20.8,88.2,113.4,193.5
281121,281402,2019-12-29 09:49:33,20.9,87.7,115.6,193.8
281122,281403,2019-12-29 09:49:37,20.9,87.7,115.6,193.8
281133,281414,2019-12-29 09:50:23,20.9,87.8,114.9,187.10001
281135,281416,2019-12-29 09:50:32,21.0,87.9,115.1,186.2
281167,281448,2019-12-29 09:52:45,20.9,88.4,112.6,197.3
281168,281449,2019-12-29 09:52:49,20.9,88.3,112.7,198.0
281169,281450,2019-12-29 09:52:53,20.9,88.3,112.9,197.89999
281181,281462,2019-12-29 09:53:43,20.9,88.5,114.3,191.8
281252,281533,2019-12-29 09:58:38,21.1,87.9,116.0,193.2
281300,281581,2019-12-29 10:01:58,21.3,87.6,112.0,191.8
281302,281583,2019-12-29 10:02:07,21.2,87.6,112.8,190.7
284844,285125,2019-12-29 14:08:54,30.9,45.7,71.3,133.89999
284846,285127,2019-12-29 14:09:02,31.0,45.5,71.8,136.10001
284847,285128,2019-12-29 14:09:06,31.1,45.4,71.5,136.7
284848,285129,2019-12-29 14:09:10,31.1,45.4,71.9,132.89999
288495,288776,2019-12-29 18:24:46,24.6,61.4,79.0,140.60001
288496,288777,2019-12-29 18:24:50,24.6,61.4,79.3,139.0
288501,288782,2019-12-29 18:25:10,24.5,61.3,79.8,141.39999
288504,288785,2019-12-29 18:25:23,24.5,61.2,79.1,140.10001
288505,288786,2019-12-29 18:25:27,24.5,61.2,78.6,139.2
288507,288788,2019-12-29 18:25:35,24.5,61.2,77.6,139.0
288508,288789,2019-12-29 18:25:40,24.5,61.2,77.5,137.3
288552,288833,2019-12-29 18:28:45,24.5,61.4,79.1,149.3
288553,288834,2019-12-29 18:28:49,24.6,61.4,78.7,156.0
288554,288835,2019-12-29 18:28:53,24.6,61.4,79.6,169.3
288555,288836,2019-12-29 18:28:57,24.5,61.3,79.7,173.8
288556,288837,2019-12-29 18:29:02,24.6,61.5,79.8,179.8
288557,288838,2019-12-29 18:29:06,24.6,61.5,79.5,176.5
288558,288839,2019-12-29 18:29:10,24.6,61.5,78.4,178.0
288559,288840,2019-12-29 18:29:14,24.6,61.4,79.8,180.89999
288560,288841,2019-12-29 18:29:18,24.6,61.3,80.7,176.2
288561,288842,2019-12-29 18:29:22,24.6,61.2,81.4,177.10001
288562,288843,2019-12-29 18:29:26,24.6,61.2,80.7,171.2
288563,288844,2019-12-29 18:29:31,24.6,61.2,81.2,172.10001
288564,288845,2019-12-29 18:29:35,24.6,61.2,81.4,173.8
288565,288846,2019-12-29 18:29:39,24.6,61.3,81.9,169.89999
288566,288847,2019-12-29 18:29:43,24.5,61.2,81.2,163.2
288567,288848,2019-12-29 18:29:47,24.6,61.3,80.4,162.39999
288568,288849,2019-12-29 18:29:51,24.6,61.4,80.1,156.8
288569,288850,2019-12-29 18:29:56,24.6,61.5,79.4,152.10001
288570,288851,2019-12-29 18:30:00,24.6,61.7,79.1,143.2
288571,288852,2019-12-29 18:30:04,24.7,61.8,78.4,139.39999
288577,288858,2019-12-29 18:30:29,24.6,61.7,78.0,134.10001
288578,288859,2019-12-29 18:30:33,24.6,61.7,78.7,138.2
288579,288860,2019-12-29 18:30:37,24.6,61.8,78.1,138.2
288625,288906,2019-12-29 18:33:49,24.5,61.2,80.3,140.3
288626,288907,2019-12-29 18:33:53,24.5,61.2,80.7,144.8
288666,288947,2019-12-29 18:36:42,24.6,61.5,81.4,145.7
288667,288948,2019-12-29 18:36:46,24.6,61.4,82.6,158.60001
288668,288949,2019-12-29 18:36:50,24.6,61.4,83.0,168.2
288669,288950,2019-12-29 18:36:54,24.6,61.4,83.4,174.7
288670,288951,2019-12-29 18:36:59,24.6,61.4,82.7,179.0
288671,288952,2019-12-29 18:37:03,24.6,61.4,82.6,179.39999
288672,288953,2019-12-29 18:37:07,24.6,61.4,82.3,181.7
288673,288954,2019-12-29 18:37:11,24.6,61.4,81.1,178.60001
288674,288955,2019-12-29 18:37:15,24.6,61.3,80.3,175.5
288675,288956,2019-12-29 18:37:19,24.6,61.4,80.6,166.3
288676,288957,2019-12-29 18:37:24,24.6,61.4,80.5,163.8
288677,288958,2019-12-29 18:37:28,24.6,61.4,80.4,158.5
288678,288959,2019-12-29 18:37:32,24.6,61.4,79.7,155.89999
288679,288960,2019-12-29 18:37:36,24.6,61.5,79.4,154.10001
288680,288961,2019-12-29 18:37:40,24.6,61.4,78.7,149.7
288681,288962,2019-12-29 18:37:44,24.6,61.4,79.4,149.89999
288682,288963,2019-12-29 18:37:49,24.6,61.4,79.3,150.5
288683,288964,2019-12-29 18:37:53,24.6,61.4,79.4,146.10001
288684,288965,2019-12-29 18:37:57,24.6,61.4,80.1,145.39999
288685,288966,2019-12-29 18:38:01,24.6,61.4,80.5,143.39999
288686,288967,2019-12-29 18:38:06,24.6,61.4,81.5,142.0
288687,288968,2019-12-29 18:38:10,24.6,61.4,82.5,145.7
288722,289003,2019-12-29 18:40:36,24.5,62.0,84.1,152.60001
288723,289004,2019-12-29 18:40:40,24.6,62.1,84.2,164.10001
288724,289005,2019-12-29 18:40:45,24.6,62.1,84.5,166.89999
288725,289006,2019-12-29 18:40:49,24.6,62.1,84.8,164.2
288726,289007,2019-12-29 18:40:53,24.6,62.2,84.8,167.0
288727,289008,2019-12-29 18:40:57,24.5,62.1,85.9,168.8
288728,289009,2019-12-29 18:41:01,24.6,62.1,86.4,167.10001
288729,289010,2019-12-29 18:41:05,24.6,62.2,85.5,166.5
288733,289014,2019-12-29 18:41:22,24.6,62.3,84.8,164.10001
288734,289015,2019-12-29 18:41:26,24.6,62.3,83.6,160.60001
288735,289016,2019-12-29 18:41:30,24.6,62.3,83.5,162.7
288736,289017,2019-12-29 18:41:34,24.6,62.3,82.5,160.10001
288737,289018,2019-12-29 18:41:39,24.6,62.2,84.4,162.3
288738,289019,2019-12-29 18:41:43,24.6,62.2,83.3,151.3
298736,299017,2019-12-30 06:17:09,18.7,92.2,120.4,191.5
298888,299169,2019-12-30 06:27:44,18.7,92.9,118.6,189.2
298889,299170,2019-12-30 06:27:48,18.7,92.9,119.2,191.10001
298890,299171,2019-12-30 06:27:52,18.7,92.9,119.4,191.60001
298995,299276,2019-12-30 06:35:10,18.4,93.8,123.3,192.89999
299273,299554,2019-12-30 06:54:30,18.4,93.8,124.4,192.89999
299291,299572,2019-12-30 06:55:45,18.4,93.9,122.2,193.7
299292,299573,2019-12-30 06:55:49,18.4,93.9,121.4,192.5
299293,299574,2019-12-30 06:55:53,18.4,93.9,121.7,195.2
299294,299575,2019-12-30 06:55:58,18.4,93.9,123.0,194.10001
299295,299576,2019-12-30 06:56:02,18.3,93.9,122.8,193.60001
299296,299577,2019-12-30 06:56:06,18.3,93.9,122.3,195.10001
299297,299578,2019-12-30 06:56:10,18.4,93.9,122.2,193.0
299328,299609,2019-12-30 06:58:19,18.4,93.9,121.1,190.39999
299330,299611,2019-12-30 06:58:27,18.4,93.9,121.7,192.60001
299347,299628,2019-12-30 06:59:38,18.3,94.0,120.2,192.89999
362691,362972,2020-01-02 08:31:25,21.8,94.0,37.1,87.5
362692,362973,2020-01-02 08:31:29,21.8,94.0,38.6,105.4
362693,362974,2020-01-02 08:31:33,21.8,94.0,40.8,130.5
362694,362975,2020-01-02 08:31:37,21.9,94.0,42.0,149.3
362695,362976,2020-01-02 08:31:41,21.9,94.0,43.0,159.7
362696,362977,2020-01-02 08:31:45,21.9,94.0,42.8,156.60001
362697,362978,2020-01-02 08:31:50,21.9,94.0,41.0,141.7
362698,362979,2020-01-02 08:31:54,21.9,94.0,40.2,132.89999
362699,362980,2020-01-02 08:31:58,21.9,94.0,38.5,119.1
362700,362981,2020-01-02 08:32:02,21.9,94.0,36.5,102.1
362701,362982,2020-01-02 08:32:06,21.9,93.9,35.4,87.3
366867,367148,2020-01-02 13:21:43,30.5,58.7,21.3,51.2
366869,367150,2020-01-02 13:21:51,30.5,58.7,21.2,45.3
366872,367153,2020-01-02 13:22:04,30.6,58.8,21.2,45.0
366883,367164,2020-01-02 13:22:49,30.4,59.1,18.1,40.7
366884,367165,2020-01-02 13:22:53,30.3,59.2,18.6,45.6
366885,367166,2020-01-02 13:22:57,30.4,59.4,19.1,48.4
366886,367167,2020-01-02 13:23:02,30.4,59.5,19.1,51.6
366887,367168,2020-01-02 13:23:06,30.4,59.5,19.4,55.7
366888,367169,2020-01-02 13:23:10,30.4,59.5,19.4,60.2
366889,367170,2020-01-02 13:23:14,30.4,59.6,19.0,60.7
366890,367171,2020-01-02 13:23:18,30.4,59.6,19.0,56.1
366891,367172,2020-01-02 13:23:22,30.4,59.5,18.3,48.1
366892,367173,2020-01-02 13:23:27,30.4,59.6,18.0,48.0
366893,367174,2020-01-02 13:23:31,30.4,59.7,17.9,46.1
366894,367175,2020-01-02 13:23:35,30.4,59.6,17.2,41.8
366929,367210,2020-01-02 13:26:00,30.5,58.9,16.0,34.5
366930,367211,2020-01-02 13:26:05,30.5,58.9,15.7,33.2
367227,367508,2020-01-02 13:46:40,29.6,60.9,15.9,33.3
367228,367509,2020-01-02 13:46:44,29.6,60.7,16.0,35.2
367229,367510,2020-01-02 13:46:48,29.6,60.7,16.2,34.3
369481,369762,2020-01-02 16:23:21,25.8,91.7,38.0,79.6
369483,369764,2020-01-02 16:23:29,25.8,92.0,38.3,80.3
369521,369802,2020-01-02 16:26:08,25.6,94.0,37.8,79.5
390238,390519,2020-01-03 16:27:29,30.6,39.8,13.1,14.7
390239,390520,2020-01-03 16:27:34,30.6,39.7,13.1,15.0
390250,390531,2020-01-03 16:28:19,30.6,39.8,13.4,20.9
390251,390532,2020-01-03 16:28:24,30.6,39.9,13.0,19.4
390536,390817,2020-01-03 16:48:12,29.8,43.0,15.6,30.9
391192,391473,2020-01-03 17:33:50,28.2,47.3,17.8,38.3
391194,391475,2020-01-03 17:33:58,28.1,47.3,17.9,38.5
391207,391488,2020-01-03 17:34:53,28.2,47.4,17.3,38.6
391266,391547,2020-01-03 17:38:58,28.1,47.2,18.7,39.9
391269,391550,2020-01-03 17:39:11,28.1,47.2,18.4,37.2
391424,391705,2020-01-03 17:49:56,27.9,49.4,20.5,52.1
391425,391706,2020-01-03 17:50:00,27.9,49.4,20.4,52.8
391426,391707,2020-01-03 17:50:04,27.9,49.4,20.4,51.0
391427,391708,2020-01-03 17:50:08,27.9,49.4,20.5,55.4
391428,391709,2020-01-03 17:50:12,27.9,49.4,20.7,54.6
391433,391714,2020-01-03 17:50:33,27.9,49.5,20.6,44.3
391485,391766,2020-01-03 17:54:11,27.8,50.1,20.4,44.0
391486,391767,2020-01-03 17:54:15,27.8,50.1,20.7,45.1
391513,391794,2020-01-03 17:56:07,27.7,50.6,19.8,47.6
391519,391800,2020-01-03 17:56:32,27.7,50.6,20.8,49.5
391525,391806,2020-01-03 17:56:57,27.7,50.8,19.7,45.8
395445,395726,2020-01-03 22:29:57,24.1,91.5,94.7,111.2
395450,395731,2020-01-03 22:30:18,24.1,91.5,98.0,117.5
395451,395732,2020-01-03 22:30:22,24.0,91.5,97.4,116.8
395456,395737,2020-01-03 22:30:43,24.0,91.6,97.9,118.5
404304,404585,2020-01-04 08:46:03,23.2,91.6,93.7,167.89999
404305,404586,2020-01-04 08:46:07,23.2,91.6,92.9,173.0
404306,404587,2020-01-04 08:46:11,23.2,91.6,92.2,175.60001
404307,404588,2020-01-04 08:46:15,23.2,91.6,91.4,177.7
404308,404589,2020-01-04 08:46:20,23.2,91.6,91.3,176.89999
404309,404590,2020-01-04 08:46:24,23.1,91.6,91.8,176.10001
404310,404591,2020-01-04 08:46:28,23.2,91.6,91.9,174.39999
404311,404592,2020-01-04 08:46:32,23.2,91.6,92.3,175.5
404312,404593,2020-01-04 08:46:36,23.2,91.6,93.6,177.2
404313,404594,2020-01-04 08:46:40,23.2,91.6,93.1,179.3
404314,404595,2020-01-04 08:46:45,23.1,91.6,93.4,185.5
404315,404596,2020-01-04 08:46:49,23.2,91.6,92.6,181.7
404316,404597,2020-01-04 08:46:53,23.2,91.6,92.1,182.7
404317,404598,2020-01-04 08:46:57,23.2,91.6,92.0,181.5
404318,404599,2020-01-04 08:47:01,23.2,91.6,91.9,182.7
404319,404600,2020-01-04 08:47:05,23.2,91.6,90.8,177.2
404320,404601,2020-01-04 08:47:10,23.2,91.6,91.5,176.10001
404321,404602,2020-01-04 08:47:14,23.2,91.6,92.1,167.10001
411976,412257,2020-01-04 17:39:30,27.6,70.6,80.4,149.39999
411977,412258,2020-01-04 17:39:34,27.6,70.8,81.4,167.0
411978,412259,2020-01-04 17:39:38,27.6,71.0,82.0,177.10001
411979,412260,2020-01-04 17:39:42,27.5,70.9,82.8,186.89999
411980,412261,2020-01-04 17:39:47,27.5,70.9,83.7,201.10001
411981,412262,2020-01-04 17:39:51,27.6,71.0,85.3,214.8
411982,412263,2020-01-04 17:39:55,27.5,70.9,83.1,184.2
411983,412264,2020-01-04 17:40:00,27.5,70.9,82.3,173.5
411984,412265,2020-01-04 17:40:04,27.6,71.0,81.3,157.10001
411985,412266,2020-01-04 17:40:08,27.5,70.8,80.8,151.2
411986,412267,2020-01-04 17:40:12,27.5,70.9,80.8,146.0
412336,412617,2020-01-04 18:04:29,26.6,75.4,88.2,158.10001
412337,412618,2020-01-04 18:04:33,26.6,75.6,87.8,162.0
412338,412619,2020-01-04 18:04:38,26.6,75.5,88.6,161.3
412339,412620,2020-01-04 18:04:42,26.6,75.3,89.0,160.89999
412340,412621,2020-01-04 18:04:46,26.6,75.3,89.2,162.60001
412341,412622,2020-01-04 18:04:50,26.6,75.3,90.6,164.39999
412342,412623,2020-01-04 18:04:54,26.7,75.3,90.7,156.2
413109,413390,2020-01-04 18:58:08,25.4,77.5,127.0,145.2
413110,413391,2020-01-04 18:58:12,25.4,77.5,135.7,152.39999
413111,413392,2020-01-04 18:58:16,25.4,77.5,136.60001,153.3
413112,413393,2020-01-04 18:58:21,25.4,77.5,137.39999,154.3
413113,413394,2020-01-04 18:58:25,25.4,77.5,138.2,155.2
413114,413395,2020-01-04 18:58:29,25.4,77.5,140.10001,157.2
413115,413396,2020-01-04 18:58:33,25.4,77.5,134.0,151.39999
419035,419316,2020-01-05 01:50:41,21.9,90.2,115.3,186.10001
419036,419317,2020-01-05 01:50:46,22.0,90.3,114.9,185.60001
422842,423123,2020-01-05 06:15:32,20.4,88.2,125.9,193.3
422844,423125,2020-01-05 06:15:40,20.4,88.2,125.0,192.7
422845,423126,2020-01-05 06:15:44,20.4,88.2,125.8,194.39999
422846,423127,2020-01-05 06:15:48,20.4,88.2,126.3,195.10001
