,created_at,temp,hum,p25,p10
115936,2020-01-08 10:21:34,26.6,99.4,78.0,321.29999
115939,2020-01-08 10:21:46,26.6,99.4,79.0,340.0
115940,2020-01-08 10:21:50,26.7,99.4,81.7,365.39999
115941,2020-01-08 10:21:56,26.6,99.4,86.1,402.20001
115943,2020-01-08 10:22:07,26.7,99.4,84.8,369.39999
115990,2020-01-08 10:29:16,27.0,99.0,78.1,256.79999
116027,2020-01-08 10:33:28,27.3,98.2,82.6,324.60001
116028,2020-01-08 10:33:32,27.4,98.3,84.4,339.70001
116029,2020-01-08 10:33:43,27.4,98.3,86.2,350.10001
116030,2020-01-08 10:33:47,27.3,98.2,83.8,319.0
116058,2020-01-08 10:36:45,27.3,98.2,86.8,317.29999
116071,2020-01-08 10:38:15,27.2,98.5,99.4,413.0
116072,2020-01-08 10:38:34,27.2,98.6,154.3,825.0
116073,2020-01-08 10:38:38,27.2,98.5,140.60001,745.2999900000001
116074,2020-01-08 10:38:45,27.2,98.5,124.4,643.09998
116075,2020-01-08 10:38:49,27.2,98.5,101.5,502.89999000000006
116076,2020-01-08 10:38:58,27.2,98.5,91.7,419.89999000000006
116084,2020-01-08 10:39:46,27.3,98.3,71.1,279.29999
116085,2020-01-08 10:39:55,27.3,98.3,75.1,307.60001
116087,2020-01-08 10:40:11,27.2,98.1,75.7,310.39999
116102,2020-01-08 10:41:38,27.4,98.1,68.4,272.5
116103,2020-01-08 10:41:42,27.4,98.1,73.0,318.10001
116105,2020-01-08 10:41:53,27.4,98.2,77.4,367.20001
116106,2020-01-08 10:42:01,27.4,98.2,80.3,397.5
116107,2020-01-08 10:42:06,27.4,98.1,82.6,406.0
116111,2020-01-08 10:42:22,27.5,98.1,80.9,361.89999
116113,2020-01-08 10:42:36,27.5,98.1,75.3,298.89999
116224,2020-01-08 10:56:55,27.4,97.2,63.4,222.89999
116227,2020-01-08 10:57:08,27.6,97.3,65.4,241.10001
116228,2020-01-08 10:57:17,27.6,97.3,63.8,231.0
116260,2020-01-08 11:50:38,28.2,95.2,63.4,222.0
116676,2020-01-27 12:04:09,2.0,25.2,83.1,333.10001
116677,2020-01-27 12:04:26,2.0,25.1,86.6,337.79999
116711,2020-01-27 12:14:29,2.0,24.9,66.7,241.10001
116728,2020-01-27 12:19:14,2.2,24.6,66.7,294.79999
116730,2020-01-27 12:19:48,2.2,24.7,66.6,308.89999
118941,2020-01-28 00:55:46,-0.2,22.4,326.20001,447.39999000000006
118942,2020-01-28 00:56:03,-0.2,22.4,435.0,577.2000099999999
118943,2020-01-28 00:56:20,-0.2,22.5,374.5,502.29999000000004
118954,2020-01-28 00:59:52,-0.2,22.6,213.60001,267.60001
121584,2020-01-29 13:12:22,1.7,5.0,83.2,318.79999
122053,2020-01-29 15:37:26,1.8,1.5,53.6,195.8
122315,2020-01-29 17:34:54,1.4,3.5,61.6,313.70001
122392,2020-01-29 17:58:48,2.2,4.5,55.2,274.10001
122616,2020-01-29 19:05:41,2.3,10.3,58.9,227.5
123475,2020-01-30 02:06:56,-0.4,22.4,430.10000999999994,784.5
123476,2020-01-30 02:07:13,-0.4,22.3,411.5,755.7000099999999
123489,2020-01-30 02:11:51,-0.4,22.5,130.39999,241.10001
123492,2020-01-30 02:12:48,-0.4,22.6,216.5,357.29999
123493,2020-01-30 02:13:10,-0.4,22.6,239.60001,392.60001
123494,2020-01-30 02:13:27,-0.4,22.6,170.2,301.60001
124195,2020-01-30 06:35:32,0.5,6.1,153.8,647.7999900000001
124196,2020-01-30 06:35:49,0.5,6.1,271.0,1326.9000199999998
124197,2020-01-30 06:36:08,0.5,6.1,245.5,1190.9000199999998
124198,2020-01-30 06:36:52,0.5,5.9,247.60001,1216.4000199999998
124199,2020-01-30 06:37:09,-1.0,6.0,151.8,719.40002
124200,2020-01-30 06:37:26,-1.0,6.0,113.1,459.0
125995,2020-01-30 23:42:16,-0.4,23.8,87.0,306.70001
127152,2020-01-31 11:02:14,1.1,13.4,141.10001,658.09998
127153,2020-01-31 11:02:31,1.2,12.8,125.5,563.59998
127326,2020-01-31 12:03:14,1.1,13.7,115.5,512.5
127327,2020-01-31 12:03:37,1.1,13.6,114.6,515.2999900000001
127767,2020-01-31 14:16:50,2.1,10.6,72.3,208.0
127792,2020-01-31 14:24:33,1.0,12.8,123.8,450.5
127890,2020-01-31 14:54:42,2.4,13.9,94.1,310.10001
127901,2020-01-31 14:59:10,2.0,14.8,108.6,361.60001
127902,2020-01-31 14:59:28,2.1,15.1,100.2,314.29999
127903,2020-01-31 14:59:45,2.1,15.1,82.7,274.79999
127911,2020-01-31 15:02:27,2.5,14.3,86.5,301.10001
127912,2020-01-31 15:02:44,2.5,14.2,90.7,350.29999
127916,2020-01-31 15:03:52,1.0,14.1,85.7,249.2
127930,2020-01-31 15:08:50,2.2,14.7,92.9,335.70001
127931,2020-01-31 15:09:07,2.2,14.7,132.5,550.0
127932,2020-01-31 15:09:24,2.2,14.8,192.39999,863.0
127933,2020-01-31 15:09:45,2.2,14.8,150.7,672.2999900000001
127934,2020-01-31 15:10:02,2.3,14.7,93.7,371.39999
128495,2020-02-01 05:00:46,-1.0,3.9,218.89999,368.79999
128496,2020-02-01 05:01:10,0.4,3.8,260.89999,431.10000999999994
128497,2020-02-01 05:01:27,0.4,3.9,176.8,289.70001
128904,2020-02-01 10:38:25,2.3,23.0,87.0,338.20001
128905,2020-02-01 10:38:41,2.3,23.1,107.1,515.40002
128906,2020-02-01 10:38:58,2.3,23.2,84.2,367.10001
128909,2020-02-01 10:40:51,2.4,23.2,82.7,364.60001
128910,2020-02-01 10:41:07,1.0,23.0,74.8,316.60001
128983,2020-02-01 11:06:51,1.5,13.9,87.4,425.10000999999994
128985,2020-02-01 11:07:25,1.7,13.6,73.9,344.89999
128986,2020-02-01 11:07:42,2.0,13.5,115.0,517.09998
128987,2020-02-01 11:07:59,1.7,13.4,89.9,342.10001
129092,2020-02-01 11:39:30,2.2,11.0,54.4,223.10001
129958,2020-02-01 20:01:42,1.0,23.4,659.40002,1212.80005
129959,2020-02-01 20:01:59,1.0,23.5,682.7000099999999,1209.9000199999998
129962,2020-02-01 20:02:59,1.0,23.5,409.29999,451.10000999999994
129963,2020-02-01 20:03:15,2.5,23.4,382.20001,419.39999
129964,2020-02-01 20:03:32,1.0,23.4,539.7999900000001,597.59998
129965,2020-02-01 20:03:49,1.0,23.5,700.0,772.59998
129966,2020-02-01 20:04:07,1.1,23.5,312.60001,342.60001
131038,2020-02-02 09:26:27,-0.8,10.5,67.3,256.39999
131039,2020-02-02 09:26:44,-0.8,10.4,91.1,423.89999000000006
131040,2020-02-02 09:27:01,-0.8,10.2,97.6,420.10000999999994
131043,2020-02-02 09:27:53,-0.7,10.0,100.0,445.79999000000004
131044,2020-02-02 09:28:10,-0.7,10.0,101.6,458.60000999999994
131045,2020-02-02 09:28:27,-0.7,9.9,106.3,474.60000999999994
131046,2020-02-02 09:28:44,-0.6,9.8,91.6,362.20001
131278,2020-02-02 10:38:41,1.6,22.2,59.5,213.89999
132152,2020-02-02 15:13:56,1.7,14.2,57.3,220.7
134471,2020-02-03 22:40:30,-0.1,9.6,117.7,556.0
134472,2020-02-03 22:40:47,0.0,9.9,157.3,818.0
135245,2020-02-04 04:27:34,-0.8,8.7,187.3,235.89999
135414,2020-02-04 06:31:43,0.3,2.8,195.7,258.29999
135415,2020-02-04 06:32:00,0.3,2.9,273.89999,354.29999
135603,2020-02-04 10:48:19,1.4,24.0,58.6,266.89999
135637,2020-02-04 11:57:16,1.5,19.3,109.9,499.89999000000006
135638,2020-02-04 11:57:34,1.5,19.4,117.0,562.90002
135769,2020-02-04 15:17:18,2.0,20.2,59.7,260.89999
136945,2020-02-05 09:59:15,2.3,16.4,59.3,219.5
137934,2020-02-06 09:08:03,1.5,12.7,62.9,249.89999
138110,2020-02-06 11:58:05,2.1,23.6,107.4,461.10000999999994
138111,2020-02-06 11:58:26,2.0,23.7,120.2,548.40002
138908,2020-02-06 20:41:11,2.0,5.3,56.6,287.5
139146,2020-02-06 22:23:59,2.3,11.2,116.6,510.0
139147,2020-02-06 22:24:19,2.4,11.3,72.1,341.10001
140430,2020-02-07 08:37:48,1.7,21.5,58.6,202.7
140613,2020-02-07 09:52:47,1.7,11.9,54.5,255.5
140808,2020-02-07 12:38:49,1.8,1.2,153.3,664.2999900000001
140809,2020-02-07 12:39:09,1.8,1.7,109.8,481.10000999999994
140865,2020-02-07 12:57:24,1.5,1.6,57.1,249.3
141045,2020-02-07 14:05:48,1.4,3.5,97.3,346.29999
141104,2020-02-07 14:26:22,1.2,3.3,51.9,189.7
143140,2020-02-08 07:02:58,-0.9,19.3,178.8,297.29999
143141,2020-02-08 07:03:15,-0.9,19.4,172.7,296.89999
143145,2020-02-08 07:04:22,-0.8,19.1,153.3,251.5
143686,2020-02-08 12:26:42,1.3,13.4,166.60001,694.59998
143687,2020-02-08 12:26:59,1.3,13.8,106.7,397.20001
143688,2020-02-08 12:27:16,1.3,13.8,97.5,403.89999
143689,2020-02-08 12:27:33,1.2,14.4,84.3,307.29999
143692,2020-02-08 12:28:31,1.0,14.2,72.2,245.60001
145011,2020-02-10 15:00:10,2.5,24.9,116.7,544.09998
145012,2020-02-10 15:00:27,1.1,25.1,98.4,391.0
145017,2020-02-10 15:02:00,1.3,24.9,115.1,426.0
145018,2020-02-10 15:02:19,1.0,24.9,167.7,657.90002
145019,2020-02-10 15:02:36,1.1,25.1,197.2,746.2000099999999
149481,2020-02-12 08:40:57,-0.1,15.4,113.7,341.89999
149482,2020-02-12 08:41:14,0.0,15.5,114.7,332.20001
149608,2020-02-12 10:46:07,1.8,7.5,93.2,245.2
149610,2020-02-12 10:46:43,2.0,7.4,92.8,229.0
149611,2020-02-12 10:47:03,2.1,7.5,96.7,264.70001
149612,2020-02-12 10:47:19,2.0,7.5,105.4,326.70001
149613,2020-02-12 10:47:36,2.0,7.6,104.3,333.20001
149615,2020-02-12 10:48:11,2.0,7.7,98.2,256.70001
149616,2020-02-12 10:48:31,2.0,7.7,109.0,355.70001
149617,2020-02-12 10:48:49,2.0,8.1,119.4,402.89999
149621,2020-02-12 10:50:00,2.1,7.1,115.1,388.70001
149622,2020-02-12 10:50:22,2.2,7.0,106.3,312.29999
149623,2020-02-12 10:50:41,2.2,6.8,95.3,272.20001
149624,2020-02-12 10:50:59,2.3,6.3,95.6,280.10001
149674,2020-02-12 11:15:43,1.0,23.0,90.1,347.0
149675,2020-02-12 11:16:05,1.0,22.8,80.9,255.10001
149814,2020-02-12 12:20:09,1.0,21.2,72.8,207.60001
150918,2020-02-12 21:30:49,1.4,4.3,108.2,329.29999
151221,2020-02-12 23:03:54,0.3,6.8,94.9,234.10001
151265,2020-02-12 23:17:04,0.0,7.6,186.0,256.20001
151266,2020-02-12 23:17:22,0.1,7.7,209.10001,264.10001
151285,2020-02-12 23:23:10,-0.2,8.5,135.8,258.89999
151524,2020-02-13 00:34:13,0.0,8.8,107.4,308.70001
151525,2020-02-13 00:34:29,0.0,8.9,103.3,288.89999
151741,2020-02-13 01:37:46,-0.6,11.5,108.5,253.39999
151940,2020-02-13 02:34:48,0.0,13.1,105.1,284.70001
152706,2020-02-13 06:12:20,-0.6,2.9,190.0,212.7
152888,2020-02-13 07:05:44,0.5,6.7,110.6,332.89999
152892,2020-02-13 07:06:52,0.5,6.8,97.4,232.39999
152896,2020-02-13 07:07:59,0.5,6.6,134.60001,451.29999000000004
152897,2020-02-13 07:08:16,-1.0,6.7,192.39999,814.59998
152898,2020-02-13 07:08:33,0.5,6.5,213.7,950.9000199999999
152899,2020-02-13 07:08:50,-1.0,6.6,339.89999,1681.80005
152900,2020-02-13 07:09:07,0.4,6.5,257.60001,1159.5999800000002
152901,2020-02-13 07:09:24,0.5,6.6,162.5,645.2999900000001
152902,2020-02-13 07:09:41,0.5,6.6,126.9,477.29999000000004
152903,2020-02-13 07:09:58,0.5,6.5,109.0,341.29999
152904,2020-02-13 07:10:15,-1.0,6.6,104.7,304.20001
153105,2020-02-13 11:13:35,1.7,23.1,105.7,382.10001
153111,2020-02-13 11:16:13,2.1,22.8,142.10001,529.5
155517,2020-02-13 23:51:25,-0.2,16.4,84.0,308.70001
155523,2020-02-13 23:53:07,-0.3,16.5,81.1,244.7
155753,2020-02-16 20:18:48,28.5,34.1,157.8,1208.9000199999998
155754,2020-02-16 20:19:05,28.4,34.0,66.1,280.60001
155763,2020-02-16 20:21:43,28.6,34.2,191.39999,1136.0999800000002
156877,2020-02-17 07:57:35,27.5,41.0,94.4,295.20001
156879,2020-02-17 07:58:10,27.7,41.6,78.9,261.79999
156926,2020-02-17 08:14:47,30.5,33.1,102.9,340.5
156941,2020-02-17 08:21:19,32.5,27.8,62.1,234.60001
157008,2020-02-17 08:43:15,35.2,22.8,60.4,250.8
157009,2020-02-17 08:43:32,35.1,23.0,73.6,349.79999
157010,2020-02-17 08:43:48,35.0,23.2,53.6,196.3
157060,2020-02-17 09:00:22,32.7,24.1,57.4,283.89999
157061,2020-02-17 09:00:38,32.7,24.2,85.5,458.10000999999994
157091,2020-02-17 09:11:44,31.2,26.5,50.3,209.89999
157338,2020-02-17 11:17:03,32.5,25.0,56.0,261.10001
157548,2020-02-17 12:37:45,31.9,25.3,59.5,259.89999
157549,2020-02-17 12:38:04,32.1,25.5,57.4,238.5
157789,2020-02-17 13:52:39,32.0,24.0,60.4,276.10001
158140,2020-02-17 16:59:51,32.0,23.4,39.6,196.39999
158916,2020-02-17 22:35:44,27.1,37.6,54.0,208.60001
160106,2020-02-18 08:46:21,32.7,17.9,49.9,236.89999
160220,2020-02-18 09:58:02,29.2,19.4,24.3,118.4
160232,2020-02-18 10:01:35,29.5,18.7,29.6,162.7
160233,2020-02-18 10:01:55,29.6,18.4,41.6,256.5
160246,2020-02-18 10:05:37,29.5,18.0,26.6,137.8
160283,2020-02-18 10:17:10,28.7,17.3,20.0,115.1
160325,2020-02-18 11:29:30,33.8,12.2,29.4,154.60001
160341,2020-02-18 11:34:55,34.3,11.5,20.5,115.4
160343,2020-02-18 11:35:42,34.2,11.7,22.2,132.60001
160354,2020-02-18 11:39:19,33.4,12.0,19.6,108.4
160453,2020-02-18 12:15:39,32.9,10.4,16.4,95.2
160545,2020-02-18 14:42:31,32.8,7.9,25.6,152.2
160564,2020-02-18 14:48:05,32.7,7.8,16.1,112.2
160702,2020-02-18 15:48:16,32.7,8.3,17.8,112.1
160706,2020-02-18 15:49:23,32.5,8.9,15.6,91.7
160708,2020-02-18 15:49:59,32.4,8.9,12.1,79.2
160722,2020-02-18 15:54:24,32.5,9.1,7.6,49.2
160738,2020-02-18 15:59:39,32.9,9.2,12.5,78.6
160785,2020-02-18 16:14:22,32.4,12.7,20.9,136.7
161027,2020-02-18 17:37:09,31.1,16.7,19.6,103.0
161066,2020-02-18 19:10:06,29.6,20.4,30.0,155.3
161456,2020-02-18 22:10:19,27.5,27.8,51.3,180.3
161661,2020-02-18 23:22:49,26.6,24.8,41.8,207.39999
161662,2020-02-18 23:23:06,26.6,24.7,41.4,201.7
161795,2020-02-19 00:02:27,26.3,31.4,40.3,197.2
161981,2020-02-19 01:04:16,26.3,35.2,42.0,208.8
162050,2020-02-19 02:34:05,25.3,37.7,243.60001,369.5
162051,2020-02-19 02:34:59,25.3,37.7,166.8,274.39999
162113,2020-02-19 04:07:01,25.1,40.1,321.29999,530.2999900000001
162114,2020-02-19 04:07:18,25.2,40.1,263.20001,453.5
162115,2020-02-19 04:07:34,25.1,40.1,198.0,372.5
162116,2020-02-19 04:11:21,25.1,40.0,226.7,410.60001
162183,2020-02-19 06:56:49,24.2,47.3,64.0,288.5
162184,2020-02-19 06:57:06,24.3,47.5,66.3,299.5
162186,2020-02-19 06:57:39,24.3,47.5,52.0,205.5
162258,2020-02-19 08:59:53,33.5,28.7,54.5,262.70001
162334,2020-02-19 09:52:34,30.0,35.4,60.0,219.89999
162345,2020-02-19 10:01:17,30.5,33.3,66.7,311.39999
162346,2020-02-19 10:01:36,30.4,33.1,240.7,1150.80005
162347,2020-02-19 10:03:27,30.5,32.7,249.39999,964.5
162348,2020-02-19 10:03:43,30.6,32.7,157.39999,643.40002
162350,2020-02-19 10:04:42,30.6,32.2,224.8,982.5999800000001
162351,2020-02-19 10:04:59,30.9,32.4,297.10001,1335.19995
162352,2020-02-19 10:05:16,30.6,32.1,133.8,608.7000099999999
162353,2020-02-19 10:05:33,30.6,32.2,148.3,690.2999900000001
162354,2020-02-19 10:05:49,30.8,32.5,205.3,917.0
162355,2020-02-19 10:06:06,30.6,32.4,143.7,625.90002
162356,2020-02-19 10:06:26,30.7,32.3,91.2,397.60001
162357,2020-02-19 10:06:44,30.5,32.0,94.5,409.79999
162358,2020-02-19 10:07:01,30.6,32.0,101.8,458.79999000000004
162359,2020-02-19 10:07:18,30.6,32.0,71.1,308.10001
162364,2020-02-19 10:08:42,30.5,31.9,62.5,289.29999
162368,2020-02-19 10:10:13,30.1,32.6,51.2,204.7
162369,2020-02-19 10:10:33,30.1,32.8,55.1,242.7
162370,2020-02-19 10:10:50,30.1,32.8,64.3,263.79999
162371,2020-02-19 10:11:06,30.0,32.6,132.89999,629.2000099999999
162372,2020-02-19 10:11:26,30.2,32.7,117.8,555.2000099999999
162373,2020-02-19 10:11:43,30.0,32.5,91.1,429.5
162410,2020-02-19 10:24:33,29.4,32.0,76.6,400.39999
162558,2020-02-19 11:34:06,33.9,22.2,39.0,178.89999
162585,2020-02-19 11:43:04,34.5,19.0,35.8,174.3
162702,2020-02-19 12:35:33,32.7,20.7,34.9,189.60001
165036,2020-02-20 11:43:39,31.1,29.0,45.3,199.8
165252,2020-02-20 13:27:46,32.0,25.5,97.9,437.29999000000004
166147,2020-02-20 22:48:20,25.8,52.9,75.6,245.60001
166323,2020-02-20 23:40:22,25.5,53.8,99.4,397.29999
166324,2020-02-20 23:40:39,25.5,53.7,96.3,353.20001
167091,2020-02-21 15:56:44,30.8,22.0,25.0,127.1
167092,2020-02-21 15:57:01,30.8,22.0,25.8,131.60001
167120,2020-02-21 16:05:06,31.2,21.5,24.4,112.0
167121,2020-02-21 16:05:26,31.2,21.6,24.3,118.9
167968,2020-02-22 13:58:22,32.9,18.4,60.9,251.8
167969,2020-02-22 13:58:39,33.0,18.5,65.0,285.20001
168174,2020-02-22 14:57:32,31.8,19.8,26.2,130.2
168200,2020-02-22 15:04:52,32.3,19.9,56.1,238.3
168262,2020-02-22 15:22:51,31.9,20.4,34.6,177.7
168263,2020-02-22 15:23:08,31.8,20.5,34.2,178.8
168887,2020-02-23 04:58:51,23.9,42.6,26.1,149.3
168941,2020-02-23 10:47:02,31.9,23.6,51.3,258.70001
169337,2020-02-23 14:48:46,32.8,18.0,42.3,264.39999
169338,2020-02-23 14:49:03,32.7,18.2,59.4,374.10001
169339,2020-02-23 14:49:19,32.6,18.3,50.5,331.29999
169340,2020-02-23 14:49:36,32.6,18.4,32.6,193.5
169716,2020-02-24 11:48:02,35.7,18.3,44.8,241.89999
169720,2020-02-24 11:49:17,36.0,18.0,91.4,448.79999000000004
169721,2020-02-24 11:49:34,36.0,18.0,85.8,377.29999
170034,2020-02-24 14:50:48,35.5,15.9,53.3,256.0
170035,2020-02-24 14:51:05,35.5,16.1,68.6,355.0
170036,2020-02-24 14:51:24,35.5,16.0,59.6,301.20001
170037,2020-02-24 14:51:40,35.5,15.9,80.9,380.20001
170038,2020-02-24 14:52:00,35.6,16.0,83.6,391.20001
170039,2020-02-24 14:52:17,35.5,16.1,123.3,579.7000099999999
170040,2020-02-24 14:52:35,35.6,16.1,101.6,506.20000999999996
170041,2020-02-24 14:53:22,35.5,16.0,82.0,450.0
170042,2020-02-24 14:53:38,35.5,15.9,82.0,450.0
170043,2020-02-24 14:53:55,35.6,15.7,158.7,621.90002
170049,2020-02-24 14:55:34,35.8,15.8,249.0,1048.80005
170050,2020-02-24 14:55:51,35.8,15.8,294.5,1234.69995
170051,2020-02-24 14:56:08,35.9,15.7,117.2,506.5
170075,2020-02-24 15:03:48,36.0,15.5,49.2,238.5
170076,2020-02-24 15:04:05,36.0,15.6,30.0,144.10001
170320,2020-02-24 17:21:31,34.3,15.5,64.0,301.10001
170321,2020-02-24 17:21:50,34.3,15.7,37.8,197.8
170344,2020-02-24 17:29:49,33.9,16.0,26.7,148.39999
170735,2020-02-24 19:40:42,30.9,22.1,41.6,215.3
170786,2020-02-24 19:56:09,30.6,22.7,48.0,253.3
170796,2020-02-24 19:59:15,30.4,22.6,41.4,213.8
174625,2020-02-26 08:22:21,27.2,38.1,74.9,264.79999
176087,2020-02-27 22:34:44,26.1,26.7,37.9,200.2
176330,2020-02-27 23:57:04,26.3,27.6,51.8,212.0
176437,2020-02-28 00:42:47,25.2,29.3,51.5,242.3
176551,2020-02-28 01:41:13,25.3,28.7,45.5,198.5
177521,2020-02-28 07:29:51,24.0,67.3,106.4,421.39999000000006
177522,2020-02-28 07:30:09,24.0,67.1,119.4,510.79999000000004
177730,2020-02-28 08:38:54,26.4,57.4,80.1,293.89999
177731,2020-02-28 08:39:14,26.6,57.2,96.3,384.39999
178978,2020-02-28 22:20:12,26.4,39.3,59.6,248.89999
180869,2020-02-29 09:18:56,29.7,46.9,111.9,454.29999000000004
180870,2020-02-29 09:19:13,29.5,47.0,127.6,574.5
180886,2020-02-29 09:23:45,28.7,49.0,174.0,634.7999900000001
180887,2020-02-29 09:24:02,28.8,48.9,182.5,647.5
180961,2020-02-29 09:45:10,28.7,48.8,66.5,287.60001
180997,2020-02-29 09:55:41,29.4,47.4,70.7,307.89999
180998,2020-02-29 09:55:57,29.5,47.5,53.9,215.7
181232,2020-02-29 11:02:19,32.4,36.4,49.9,257.70001
181233,2020-02-29 11:02:36,32.5,36.3,63.2,351.60001
181234,2020-02-29 11:02:53,32.5,35.8,47.0,236.5
181259,2020-02-29 11:10:23,32.4,36.3,54.8,292.5
181292,2020-02-29 11:19:43,34.0,31.8,70.5,286.5
181293,2020-02-29 11:20:02,34.0,31.8,98.6,458.10000999999994
181294,2020-02-29 11:20:19,34.2,31.8,77.8,370.79999
181295,2020-02-29 11:21:03,34.2,31.5,77.6,389.70001
181321,2020-02-29 11:28:33,33.8,31.7,78.3,370.89999
181322,2020-02-29 11:28:50,33.9,31.7,67.8,321.0
181336,2020-02-29 11:32:56,32.7,32.9,83.8,426.10000999999994
181337,2020-02-29 11:33:13,32.9,33.1,132.7,680.2000099999999
181338,2020-02-29 11:33:30,32.9,33.1,101.9,535.0
181339,2020-02-29 11:33:46,33.0,32.9,67.8,349.29999
181344,2020-02-29 11:35:16,33.2,32.7,73.4,350.20001
181345,2020-02-29 11:35:33,33.3,32.5,108.0,533.90002
181346,2020-02-29 11:35:50,33.4,31.9,81.0,392.39999
181368,2020-02-29 11:42:11,32.9,31.9,64.0,305.20001
181369,2020-02-29 11:42:28,33.1,32.3,84.2,410.10001
181370,2020-02-29 11:42:45,32.9,32.4,56.8,263.79999
181687,2020-02-29 13:16:52,33.3,25.4,34.0,187.39999
182874,2020-02-29 18:53:04,26.9,52.3,36.5,271.0
182875,2020-02-29 18:53:20,27.0,51.6,31.8,225.60001
182876,2020-02-29 18:53:37,27.1,51.0,29.3,229.3
182877,2020-02-29 18:53:54,27.1,50.6,22.7,122.3
182878,2020-02-29 18:54:10,27.2,50.2,36.3,282.70001
182879,2020-02-29 18:54:27,27.3,48.3,31.8,211.5
191553,2020-03-02 11:15:26,28.7,43.9,72.3,429.29999000000004
191554,2020-03-02 11:15:43,28.8,43.8,76.5,444.39999000000006
191557,2020-03-02 11:16:32,29.0,43.4,78.0,452.70000999999996
191558,2020-03-02 11:16:52,29.0,43.3,88.8,541.0
191559,2020-03-02 11:17:08,29.1,43.1,84.1,480.10000999999994
191560,2020-03-02 11:17:25,29.1,43.0,75.9,400.0
191561,2020-03-02 11:17:41,29.2,43.0,78.4,460.79999000000004
191562,2020-03-02 11:17:58,29.2,43.0,78.3,463.0
191563,2020-03-02 11:18:14,29.3,42.9,75.3,419.79999000000004
191565,2020-03-02 11:18:48,29.4,42.7,71.9,430.20000999999996
191566,2020-03-02 11:19:04,29.4,42.5,70.7,416.29999
191567,2020-03-02 11:19:21,29.4,43.4,67.9,344.20001
191568,2020-03-02 11:19:37,29.4,44.5,62.0,296.60001
191569,2020-03-02 11:19:54,29.5,45.3,62.1,297.79999
191570,2020-03-02 11:20:10,29.5,45.9,60.2,305.10001
191571,2020-03-02 11:20:27,29.5,46.2,58.5,304.5
191574,2020-03-02 11:21:17,29.5,46.6,53.7,241.7
191577,2020-03-02 11:22:06,29.4,46.5,55.2,253.60001
191578,2020-03-02 11:22:23,29.4,46.2,53.0,251.10001
191584,2020-03-02 11:24:02,29.3,45.7,47.8,198.10001
191589,2020-03-02 11:25:25,29.2,45.3,46.2,203.8
192026,2020-03-02 16:34:34,29.9,45.0,30.7,270.60001
193101,2020-03-05 12:37:41,35.0,15.5,42.7,195.10001
193104,2020-03-05 12:38:49,35.0,15.3,68.2,303.20001
193109,2020-03-05 12:40:40,35.0,15.5,65.6,246.7
195462,2020-03-06 08:35:20,32.2,45.0,80.4,251.60001
195527,2020-03-06 08:59:37,33.7,39.5,63.2,276.29999
195529,2020-03-06 09:00:23,33.6,39.1,63.0,243.3
195764,2020-03-06 10:28:10,34.6,25.9,113.6,481.5
195855,2020-03-06 11:02:10,35.1,23.4,108.6,529.40002
195856,2020-03-06 11:02:33,35.1,23.4,125.2,659.09998
195857,2020-03-06 11:02:55,35.0,23.4,96.6,518.7999900000001
195858,2020-03-06 11:03:18,35.0,23.4,168.60001,801.90002
195859,2020-03-06 11:03:40,34.9,23.5,120.8,568.59998
195860,2020-03-06 11:04:02,34.9,23.7,63.0,334.10001
195861,2020-03-06 11:04:25,34.8,23.8,44.5,211.7
196193,2020-03-06 13:09:33,34.2,25.6,44.5,211.60001
196194,2020-03-06 13:09:56,34.2,25.5,50.5,261.89999
196195,2020-03-06 13:10:18,34.2,25.7,68.3,409.89999
196196,2020-03-06 13:10:40,34.3,25.6,52.2,273.10001
196307,2020-03-06 13:52:18,34.4,24.8,83.8,393.0
196308,2020-03-06 13:52:41,34.4,25.1,52.2,208.89999
196397,2020-03-06 14:25:58,34.8,22.9,50.5,246.8
196398,2020-03-06 14:26:21,34.8,22.9,60.9,284.89999
196454,2020-03-06 14:47:19,34.5,23.3,57.0,252.60001
201130,2020-03-08 09:18:38,28.8,58.7,85.8,288.39999
202683,2020-03-08 18:58:29,28.0,57.2,82.3,262.20001
208522,2020-03-10 07:22:52,27.2,51.1,64.9,307.10001
208580,2020-03-10 07:44:31,28.9,44.7,61.9,263.10001
209106,2020-03-10 11:01:20,35.4,32.8,79.1,375.70001
209107,2020-03-10 11:01:42,35.3,33.4,53.3,234.8
209174,2020-03-10 11:26:57,36.5,31.4,168.10001,264.70001
209181,2020-03-10 11:29:33,36.2,32.1,97.9,498.5
209182,2020-03-10 11:29:56,36.2,31.9,107.2,569.59998
209183,2020-03-10 11:30:18,36.3,31.8,97.4,518.40002
209212,2020-03-10 11:41:09,36.8,30.5,86.8,420.79999000000004
209220,2020-03-10 11:44:12,36.7,31.0,67.9,293.60001
209231,2020-03-10 11:48:18,35.7,32.5,55.9,271.79999
209262,2020-03-10 11:59:54,35.9,31.9,171.3,848.0999800000001
209339,2020-03-10 12:28:39,35.1,33.5,100.1,452.79999000000004
209815,2020-03-10 15:26:52,34.8,31.5,58.5,225.60001
211118,2020-03-10 23:34:42,27.6,55.9,50.4,265.70001
