created_at,temp,hum,p25,p10
26-10-2019 16:00:00,29.5,66.35384615,2.607692308,9.3
26-10-2019 16:05:00,29.56153846,65.40769231,2.7,12.01538462
26-10-2019 16:10:00,29.25384615,65.07692308,1.823076923,5.7
26-10-2019 16:15:00,29.05454545,65.37272727,2.209090909,7.590909091
26-10-2019 16:20:00,29.03333333,66.34166667,2.825,8.875
26-10-2019 16:25:00,28.96666667,66.35833333,3.108333333,10.025
26-10-2019 16:30:00,28.88333333,67.64166667,4.533333333,14.36666667
26-10-2019 16:35:00,28.91666667,67.91666667,3.641666667,10.2
26-10-2019 16:40:00,29.06666667,67.525,2.858333333,7.5
26-10-2019 16:45:00,29.125,67.46666667,3.366666667,11.85
26-10-2019 16:50:00,29.05833333,69.26666667,3.441666667,11.43333333
26-10-2019 16:55:00,28.71666667,72.875,5.3,13.54166667
26-10-2019 17:00:00,28.36666667,76.73333333,4.883333333,12.275
26-10-2019 17:05:00,27.95,81.86666667,5.15,15.23333333
26-10-2019 17:10:00,27.54615385,85.27692308,5.038461538,10.77692308
26-10-2019 17:15:00,27.44166667,88.29166667,5.391666667,11.25833333
26-10-2019 17:20:00,27.36153846,89.80769231,5.776923077,12.16923077
26-10-2019 17:25:00,27.275,90.09166667,6.216666667,12.45
26-10-2019 17:30:00,27.11538462,90.63076923,6.753846154,13.96153846
26-10-2019 17:35:00,26.94166667,91.09166667,7.041666667,14.54166667
26-10-2019 17:40:00,26.85,91.18333333,7.008333333,15.175
26-10-2019 17:45:00,26.70909091,91.12727273,7.063636364,13.34545455
26-10-2019 17:50:00,26.55833333,91.3,7.383333333,15.475
26-10-2019 17:55:00,26.40833333,91.33333333,8.083333333,18.25833333
26-10-2019 18:00:00,26.31666667,91.73333333,8.791666667,21.2
26-10-2019 18:05:00,26.10833333,91.84166667,9.683333333,23.79166667
26-10-2019 18:10:00,26,91.62727273,10.49090909,20.88181818
26-10-2019 18:15:00,26,91.7875,10.025,23.675
26-10-2019 19:40:00,25.56666667,91.3,16.46666667,31.2
26-10-2019 19:45:00,25.08461538,93.26153846,18.02307692,32.21538462
26-10-2019 19:50:00,25.53846154,92.43846154,17.85384615,31.03076923
26-10-2019 19:55:00,25.77692308,91.39230769,20.39230769,35.17692308
26-10-2019 20:00:00,25.85384615,91.02307692,19.74615385,34.46153846
26-10-2019 20:05:00,25.91538462,90.63076923,21.66923077,40.52307692
