created_at,temp,hum,p25,p10
24-10-2019 17:15:00,28.75,81.4,1.35,3.4
24-10-2019 17:20:00,28.18333333,80.475,2.325,6.075
24-10-2019 17:25:00,27.33636364,75.09090909,3.572727273,8.2
24-10-2019 17:30:00,26.38181818,70.8,3.963636364,8.145454545
24-10-2019 17:35:00,26.03636364,68.05454545,3.681818182,7.563636364
24-10-2019 17:40:00,25.86363636,66.36363636,3.409090909,7.709090909
24-10-2019 17:45:00,26.55833333,69.38333333,3.283333333,8.258333333
24-10-2019 17:50:00,27.59090909,69.40909091,3.218181818,9.245454545
24-10-2019 17:55:00,28,70.13636364,3.109090909,8.709090909
24-10-2019 18:00:00,28.22727273,70.97272727,2.990909091,8.745454545
24-10-2019 18:05:00,28.25,72.13333333,2.775,7.841666667
24-10-2019 18:10:00,28.36363636,73.77272727,2.890909091,8.845454545
24-10-2019 18:15:00,28.59090909,74.66363636,2.9,8.390909091
24-10-2019 18:20:00,28.76363636,75.51818182,2.772727273,8.127272727
24-10-2019 18:25:00,28.84166667,76.39166667,2.75,10.45833333
24-10-2019 18:30:00,29,76.76363636,2.845454545,11.17272727
24-10-2019 18:35:00,29.01818182,77.79090909,2.590909091,10.6
24-10-2019 18:40:00,29.13636364,78.82727273,2.727272727,10.94545455
24-10-2019 18:45:00,29.20909091,79.69090909,2.636363636,9.554545455
24-10-2019 18:50:00,29.275,80.51666667,2.558333333,9.133333333
24-10-2019 18:55:00,29.31818182,81.10909091,2.3,8.654545455
24-10-2019 19:00:00,29.45454545,81.71818182,2.409090909,9.227272727
24-10-2019 19:05:00,29.36,82.15,2.1,7.16
24-10-2019 19:10:00,29.96666667,82.06666667,26.96666667,59.23333
24-10-2019 19:40:00,26.2,61.1,1.9,10.9
24-10-2019 19:45:00,26.11818182,62.09090909,2.081818182,8.018181818
24-10-2019 19:50:00,25.08181818,65.62727273,2.363636364,8.681818182
24-10-2019 19:55:00,25.49166667,63.35,2.291666667,8.108333333
24-10-2019 20:00:00,25.28181818,67.64545455,2.445454545,8.118181818
24-10-2019 20:05:00,25.70909091,74.28181818,2.527272727,8.181818182
24-10-2019 20:10:00,26.11818182,71.11818182,2.463636364,7.445454545
24-10-2019 20:15:00,25.65,66.06666667,2,7.2
24-10-2019 20:20:00,25.1,64.1,2.2,9.5
26-10-2019 17:15:00,30.0125,63.6125,1.75,5.6875
26-10-2019 17:20:00,29.98181818,64.25454545,1.636363636,4.681818182
26-10-2019 17:25:00,30.04545455,64.32727273,1.654545455,4.718181818
26-10-2019 17:30:00,30.26363636,68.25454545,1.954545455,5.709090909
26-10-2019 17:35:00,29.73636364,72.01818182,2.2,7.090909091
26-10-2019 17:40:00,28.19090909,75.2,2.381818182,8.845454545
26-10-2019 17:45:00,28.05,77.30833333,2.258333333,8.358333333
26-10-2019 17:50:00,28.02727273,77.1,2.463636364,8.754545455
26-10-2019 17:55:00,28.07272727,77.75454545,2.4,8.627272727
26-10-2019 18:00:00,28.02727273,77.58181818,2.527272727,9.163636364
26-10-2019 18:05:00,27.975,78.14166667,2.591666667,9.05
26-10-2019 18:10:00,27.84545455,78.83636364,2.754545455,9.945454545
26-10-2019 18:15:00,27.8,79.42727273,2.609090909,9.063636364
26-10-2019 18:20:00,27.69090909,80.19090909,2.772727273,10.25454545
26-10-2019 18:25:00,27.67272727,80.93636364,2.809090909,9.554545455
26-10-2019 18:30:00,27.675,81.65,2.983333333,11.025
26-10-2019 18:35:00,27.7,81.76363636,3.327272727,11.78181818
26-10-2019 18:40:00,27.65,81.63,3.76,13.91
26-10-2019 18:45:00,27.7,82.07272727,3.854545455,14.1
26-10-2019 18:50:00,27.83333333,82.04166667,3.916666667,13.65
26-10-2019 18:55:00,27.79090909,82.02727273,4.763636364,14.45454545
26-10-2019 19:00:00,27.76363636,82.23636364,9.254545455,24.3
26-10-2019 19:05:00,27.68181818,82.08181818,9.672727273,26.70909091
26-10-2019 19:10:00,27.69090909,81.98181818,9.036363636,23.42727273
26-10-2019 19:15:00,27.66666667,81.9,8.408333333,20.64166667
26-10-2019 19:20:00,27.66363636,81.87272727,8.3,20.77272727
26-10-2019 19:25:00,27.72727273,82.96363636,7.963636364,19.28181818
26-10-2019 19:30:00,27.80909091,82.05454545,7.5,19.29090909
26-10-2019 19:35:00,27.77272727,82.37272727,7.363636364,19.5
26-10-2019 19:40:00,27.71666667,82.2,7.2,17.63333333
26-10-2019 19:45:00,27.7,82.13636364,7.172727273,17.42727273
26-10-2019 19:50:00,27.7,82.17272727,7,17.26363636
26-10-2019 19:55:00,27.79090909,82.36363636,7.036363636,17.20909091
26-10-2019 20:00:00,27.85833333,82.6,7.208333333,19.325
26-10-2019 20:05:00,27.9,83.25,7.5,24.66
26-10-2019 20:10:00,28,82.9,10.26666667,60.53333333
26-10-2019 20:15:00,28.13333333,82.63333333,11,81.23333333
26-10-2019 20:20:00,28.2,82.9,9.7,63.9
26-10-2019 20:30:00,28.05,82.5,13.51666667,89.55
26-10-2019 20:35:00,27.94,82.14,12.06,64.98
26-10-2019 20:40:00,27.85,81.11,11.87,56.44
26-10-2019 20:45:00,27.775,80.75,11.83333333,52.00833333
26-10-2019 20:50:00,27.71,80.42,11.66,45.81
26-10-2019 20:55:00,27.66363636,80.24545455,11.27272727,43.81818182
26-10-2019 21:00:00,27.60909091,79.83636364,11.15454545,36.1
26-10-2019 21:05:00,27.56666667,79.56666667,11.25833333,36.15833333
26-10-2019 21:10:00,27.51818182,79.44545455,11,32.91818182
26-10-2019 21:15:00,27.5,79.45454545,10.94545455,32.97272727
26-10-2019 21:20:00,27.5,79.28181818,11.03636364,31.41818182
26-10-2019 21:25:00,27.49090909,79.49090909,11.01818182,30.37272727
26-10-2019 21:30:00,27.425,79.55,10.96666667,27.75833333
26-10-2019 21:35:00,27.40909091,79.33636364,11.22727273,26.45454545
26-10-2019 21:40:00,27.39090909,79.22727273,12.04545455,26.2
26-10-2019 21:45:00,27.4,79.08181818,12.11818182,25.90909091
26-10-2019 21:50:00,27.39166667,78.94166667,12.575,27.56666667
26-10-2019 21:55:00,27.39090909,78.74545455,13.74545455,29.2
26-10-2019 22:00:00,27.33636364,78.55454545,13.57272727,25.81818182
26-10-2019 22:05:00,27.33636364,78.51818182,13.84545455,27.02727273
26-10-2019 22:10:00,27.3,78.30909091,15.13636364,28.04545455
26-10-2019 22:15:00,27.3,78.16666667,16.00833333,30.28333333
26-10-2019 22:20:00,27.29090909,78.11818182,16.21818182,28.83636364
26-10-2019 22:25:00,27.24545455,78,16.5,30.36363636
26-10-2019 22:30:00,27.2,77.90909091,16.43636364,28.77272727
26-10-2019 22:35:00,27.20833333,77.925,16.075,27.88333333
26-10-2019 22:40:00,27.20909091,77.81818182,15.89090909,27.60909091
26-10-2019 22:45:00,27.2,77.70909091,16.4,27.36363636
26-10-2019 22:50:00,27.2,77.6,16.3,28.75454545
26-10-2019 22:55:00,27.19090909,77.51818182,15.86363636,26.47272727
26-10-2019 23:00:00,27.18333333,77.35833333,15.9,25.81666667
26-10-2019 23:05:00,27.15454545,77.23636364,14.97272727,23.71818182
26-10-2019 23:10:00,27.15454545,77.11818182,14.67272727,23.70909091
26-10-2019 23:15:00,27.10909091,76.92727273,14.44545455,23.27272727
26-10-2019 23:20:00,27.10909091,76.91818182,14.24545455,23.61818182
26-10-2019 23:25:00,27.1,76.91666667,14.39166667,22.325
26-10-2019 23:30:00,27.1,76.81818182,14.15454545,22.29090909
26-10-2019 23:35:00,27.1,76.83636364,14.39090909,24.34545455
26-10-2019 23:40:00,27.1,76.85454545,14.51818182,23.09090909
26-10-2019 23:45:00,27.1,76.88181818,14.60909091,24.77272727
26-10-2019 23:50:00,27.08333333,76.91666667,14.65833333,23.40833333
26-10-2019 23:55:00,27.07272727,76.95454545,14.67272727,23.09090909
27-10-2019 00:00:00,27.06363636,76.93636364,14.48181818,24.22727273
27-10-2019 00:05:00,27.04545455,76.89090909,14.48181818,24.34545455
27-10-2019 00:10:00,27.05,76.85,14.32,22.55
27-10-2019 00:15:00,27.00833333,76.95,13.54166667,21.325
27-10-2019 00:20:00,27.00909091,76.80909091,13.11818182,20.13636364
27-10-2019 00:25:00,27.00909091,76.72727273,13.00909091,20.39090909
27-10-2019 00:30:00,27.01818182,76.72727273,12.78181818,19.03636364
27-10-2019 00:35:00,27,76.7,12.65454545,19.5
27-10-2019 00:40:00,27,76.66666667,12.11666667,18.64166667
27-10-2019 00:45:00,27,76.63636364,12.04545455,19.65454545
27-10-2019 00:50:00,26.99090909,76.66363636,11.73636364,18.7
27-10-2019 00:55:00,26.98181818,76.60909091,11.35454545,17.25454545
27-10-2019 01:00:00,26.94545455,76.46363636,11.09090909,17.25454545
27-10-2019 01:05:00,26.91666667,76.45833333,10.9,17.25
27-10-2019 01:10:00,26.9,76.49090909,10.63636364,16.07272727
27-10-2019 01:15:00,26.9,76.62727273,10.71818182,16.58181818
27-10-2019 01:20:00,26.9,76.6,10.60909091,16.66363636
27-10-2019 01:25:00,26.89166667,76.50833333,10.64166667,17.63333333
27-10-2019 01:30:00,26.9,76.6,10.36363636,16.67272727
27-10-2019 01:35:00,26.89090909,76.68181818,10.5,17
27-10-2019 01:40:00,26.9,76.73636364,10.27272727,16.63636364
27-10-2019 01:45:00,26.89166667,76.79166667,10.625,16.53333333
27-10-2019 01:50:00,26.85454545,76.75454545,10.36363636,16.11818182
27-10-2019 01:55:00,26.89090909,76.74545455,10.36363636,15.87272727
27-10-2019 02:00:00,26.86363636,76.76363636,10.17272727,15.52727273
27-10-2019 02:05:00,26.82727273,76.8,10.64545455,16.70909091
27-10-2019 02:10:00,26.84166667,76.84166667,10.56666667,16
27-10-2019 02:15:00,26.80909091,76.9,10.88181818,17.1
27-10-2019 02:20:00,26.8,76.93636364,11.15454545,18.82727273
27-10-2019 02:25:00,26.8,77,11.92727273,19.32727273
27-10-2019 02:30:00,26.8,77.08181818,12.19090909,18.81818182
27-10-2019 02:35:00,26.8,77.075,12.95,20.40833333
27-10-2019 02:40:00,26.8,77.14545455,13.43636364,21.09090909
27-10-2019 02:45:00,26.79090909,77.20909091,14.37272727,22.52727273
27-10-2019 02:50:00,26.76363636,77.31818182,14.49090909,20.90909091
27-10-2019 02:55:00,26.70833333,77.36666667,15.00833333,22
27-10-2019 03:00:00,26.70909091,77.39090909,15.2,22.78181818
27-10-2019 03:05:00,26.70909091,77.45454545,15.99090909,23.82727273
27-10-2019 03:10:00,26.7,77.48181818,15.73636364,23.26363636
27-10-2019 03:15:00,26.72727273,77.5,16.54545455,23.03636364
27-10-2019 03:20:00,26.7,77.525,16.74166667,23.73333333
27-10-2019 03:25:00,26.71818182,77.59090909,17.17272727,24.76363636
27-10-2019 03:30:00,26.7,77.7,16.87272727,24.70909091
27-10-2019 03:35:00,26.7,77.7,17.15454545,23.69090909
27-10-2019 03:40:00,26.7,77.71666667,17.20833333,23.43333333
27-10-2019 03:45:00,26.7,77.7,17.53636364,23.78181818
27-10-2019 03:50:00,26.7,77.68181818,17.57272727,25.12727273
27-10-2019 03:55:00,26.7,77.62727273,17.67272727,24.54545455
27-10-2019 04:00:00,26.7,77.69090909,17.56363636,23.77272727
27-10-2019 04:05:00,26.7,77.65833333,17.88333333,25
27-10-2019 04:10:00,26.7,77.70909091,18.19090909,25.58181818
27-10-2019 04:15:00,26.7,77.70909091,18.19090909,24.66363636
27-10-2019 04:20:00,26.69090909,77.77272727,18.14545455,24.21818182
27-10-2019 04:25:00,26.7,77.83333333,18.725,25.23333333
27-10-2019 04:30:00,26.7,77.9,19.21818182,25.48181818
27-10-2019 04:35:00,26.7,77.92727273,19.13636364,25.14545455
27-10-2019 04:40:00,26.7,77.93636364,19.26363636,25.41818182
27-10-2019 04:45:00,26.7,78,19.99166667,26.975
27-10-2019 04:50:00,26.7,78.00909091,19.81818182,24.91818182
27-10-2019 04:55:00,26.7,78.1,20.03636364,25.91818182
27-10-2019 05:00:00,26.7,78.1,19.84545455,25.53636364
27-10-2019 05:05:00,26.69090909,78.09090909,19.73636364,25.75454545
27-10-2019 05:10:00,26.69166667,78.08333333,19.975,26.34166667
27-10-2019 05:15:00,26.68181818,78.07272727,20.18181818,26.33636364
27-10-2019 05:20:00,26.68181818,78.11818182,20.02727273,25.77272727
27-10-2019 05:25:00,26.66363636,78.20909091,20.32727273,25.94545455
27-10-2019 05:30:00,26.675,78.25,19.95833333,25.89166667
27-10-2019 05:35:00,26.68181818,78.32727273,19.69090909,24.73636364
27-10-2019 05:40:00,26.65454545,78.3,19.37272727,24.79090909
27-10-2019 05:45:00,26.63636364,78,17.55454545,22.5
27-10-2019 05:50:00,26.60909091,77.89090909,15.6,20.79090909
27-10-2019 05:55:00,26.6,77.78333333,14.59166667,19.01666667
27-10-2019 06:00:00,26.6,77.41818182,13.08181818,16.91818182
27-10-2019 06:05:00,26.57272727,77.06363636,11.97272727,15.62727273
27-10-2019 06:10:00,26.55454545,76.95454545,10.8,14.91818182
27-10-2019 06:15:00,26.55,76.9,9.991666667,13.04166667
27-10-2019 06:20:00,26.56363636,76.78181818,9.263636364,12.10909091
27-10-2019 06:25:00,26.52727273,76.62727273,8.481818182,10.96363636
27-10-2019 06:30:00,26.53636364,76.54545455,7.963636364,10.86363636
27-10-2019 06:35:00,26.50909091,76.32727273,7.354545455,9.990909091
27-10-2019 06:40:00,26.53333333,76.23333333,6.9,9.533333333
27-10-2019 06:45:00,26.50909091,76.48181818,6.727272727,9.245454545
27-10-2019 06:50:00,26.50909091,76.61818182,6.490909091,8.863636364
27-10-2019 06:55:00,26.51818182,76.63636364,6.172727273,8.127272727
27-10-2019 07:00:00,26.50833333,76.7,5.891666667,8.041666667
27-10-2019 07:05:00,26.51818182,76.60909091,5.672727273,8.190909091
27-10-2019 07:10:00,26.5,76.5,5.418181818,7.245454545
27-10-2019 07:15:00,26.50909091,76.46363636,5.190909091,7.463636364
27-10-2019 07:20:00,26.5,76.54545455,5.127272727,7.227272727
27-10-2019 07:25:00,26.5,76.6,5.083333333,7.983333333
27-10-2019 07:30:00,26.50909091,76.71818182,4.790909091,6.936363636
27-10-2019 07:35:00,26.50909091,76.89090909,4.872727273,7.227272727
27-10-2019 07:40:00,26.5,76.9,4.736363636,6.981818182
27-10-2019 07:45:00,26.5,76.94166667,4.566666667,6.608333333
27-10-2019 07:50:00,26.53636364,76.97272727,4.354545455,6.272727273
27-10-2019 07:55:00,26.53636364,77.06363636,4.181818182,6.090909091
27-10-2019 08:00:00,26.51818182,77.21818182,4.063636364,5.654545455
27-10-2019 08:05:00,26.53636364,77.45454545,3.945454545,5.727272727
27-10-2019 08:10:00,26.50833333,77.50833333,3.916666667,5.525
27-10-2019 08:15:00,26.52727273,77.52727273,3.636363636,5.272727273
27-10-2019 08:20:00,26.51818182,77.50909091,3.618181818,5.209090909
27-10-2019 08:25:00,26.55454545,77.53636364,3.454545455,5.009090909
27-10-2019 08:30:00,26.53333333,77.6,3.316666667,4.758333333
27-10-2019 08:35:00,26.54545455,77.58181818,3.627272727,5
27-10-2019 08:40:00,26.54545455,77.62727273,3.354545455,4.981818182
27-10-2019 08:45:00,26.57272727,77.53636364,3.418181818,5.363636364
27-10-2019 08:50:00,26.59166667,77.59166667,3.166666667,4.475
27-10-2019 08:55:00,26.6,77.54545455,3.154545455,4.572727273
27-10-2019 09:00:00,26.59090909,77.60909091,3.163636364,4.645454545
27-10-2019 09:05:00,26.6,77.52727273,3.1,4.354545455
27-10-2019 09:10:00,26.6,77.45454545,2.972727273,4.3
27-10-2019 09:15:00,26.59166667,77.5,2.916666667,4.133333333
27-10-2019 09:20:00,26.59090909,77.49090909,3.009090909,4.027272727
27-10-2019 09:25:00,26.6,77.44545455,3.027272727,4.1
27-10-2019 09:30:00,26.6,77.46363636,2.954545455,4.281818182
27-10-2019 09:35:00,26.57272727,77.53636364,2.936363636,4.072727273
27-10-2019 09:40:00,26.60833333,77.51666667,2.883333333,4.291666667
27-10-2019 09:45:00,26.6,77.42727273,2.881818182,3.963636364
27-10-2019 09:50:00,26.59090909,77.49090909,2.8,3.663636364
27-10-2019 09:55:00,26.6,77.43636364,2.754545455,3.509090909
27-10-2019 10:00:00,26.59166667,77.39166667,2.816666667,3.808333333
27-10-2019 10:05:00,26.6,77.42727273,2.790909091,3.818181818
27-10-2019 10:10:00,26.59090909,77.38181818,2.745454545,3.872727273
27-10-2019 10:15:00,26.59090909,77.3,2.718181818,3.927272727
27-10-2019 10:20:00,26.6,77.34166667,2.691666667,3.475
27-10-2019 10:25:00,26.6,77.39090909,2.563636364,3.409090909
27-10-2019 10:30:00,26.6,77.42727273,2.709090909,3.527272727
27-10-2019 10:35:00,26.6,77.4,2.763636364,3.7
27-10-2019 10:40:00,26.6,77.29090909,2.672727273,3.754545455
27-10-2019 10:45:00,26.6,77.45833333,2.825,4.091666667
27-10-2019 10:50:00,26.6,77.45454545,2.918181818,4.009090909
27-10-2019 10:55:00,26.6,77.51818182,2.927272727,3.972727273
27-10-2019 11:00:00,26.59090909,77.46363636,2.881818182,3.845454545
27-10-2019 11:05:00,26.6,77.48333333,2.958333333,4.091666667
27-10-2019 11:10:00,26.6,77.39090909,2.909090909,4.118181818
27-10-2019 11:15:00,26.6,77.42727273,2.772727273,3.754545455
27-10-2019 11:20:00,26.6,77.48181818,2.845454545,3.827272727
27-10-2019 11:25:00,26.6,77.33636364,2.727272727,3.6
27-10-2019 11:30:00,26.60833333,77.33333333,2.791666667,3.883333333
27-10-2019 11:35:00,26.6,77.38181818,2.827272727,3.927272727
27-10-2019 11:40:00,26.60909091,77.33636364,2.745454545,3.590909091
27-10-2019 11:45:00,26.62727273,77.38181818,2.772727273,3.627272727
27-10-2019 11:50:00,26.61666667,77.35833333,2.808333333,3.858333333
