,created_at,temp,hum,p25,p10
24396,2019-11-06 04:31:54,25.1,77.4,115.7,182.2
24397,2019-11-06 04:32:17,25.1,77.4,116.7,181.8
24399,2019-11-06 04:33:31,24.9,77.6,119.7,196.7
24402,2019-11-06 04:34:45,24.9,77.8,117.8,195.10001
24497,2019-11-06 05:14:49,24.6,79.0,101.5,169.2
24501,2019-11-06 05:16:23,24.7,78.8,105.5,170.5
24505,2019-11-06 05:18:05,24.7,78.2,101.9,168.89999
24506,2019-11-06 05:18:30,24.8,78.1,104.2,188.7
24525,2019-11-06 05:26:17,24.4,79.2,110.1,199.10001
24526,2019-11-06 05:26:40,24.4,79.2,109.1,193.5
24527,2019-11-06 05:27:04,24.4,79.3,110.9,201.39999
24530,2019-11-06 05:28:19,24.2,79.8,103.2,168.60001
24543,2019-11-06 05:33:33,24.3,80.5,104.7,190.39999
24563,2019-11-06 05:41:55,24.6,78.4,108.0,197.8
24581,2019-11-06 05:49:49,24.4,79.4,113.4,199.39999
24582,2019-11-06 05:50:13,24.3,79.8,111.9,186.89999
24594,2019-11-06 05:55:14,24.1,80.9,109.6,194.60001
24600,2019-11-06 05:57:39,24.3,81.0,103.1,168.60001
24617,2019-11-06 06:04:36,24.4,80.6,105.9,187.10001
24621,2019-11-06 06:06:10,24.3,80.7,101.7,171.5
24628,2019-11-06 06:08:52,24.4,80.4,101.2,176.3
24646,2019-11-06 06:16:15,24.2,80.6,113.4,197.7
24700,2019-11-06 06:40:18,24.5,80.8,110.4,198.60001
24702,2019-11-06 06:41:06,24.4,81.0,115.4,203.89999
24705,2019-11-06 06:42:19,24.4,81.5,118.1,204.0
24706,2019-11-06 06:42:46,24.3,81.6,123.7,215.39999
24707,2019-11-06 06:43:11,24.1,81.9,122.2,210.5
24708,2019-11-06 06:43:36,24.0,82.4,121.0,207.2
24709,2019-11-06 06:44:00,23.9,83.0,126.0,212.3
24710,2019-11-06 06:44:25,23.9,83.6,124.9,208.89999
24711,2019-11-06 06:44:50,23.7,84.0,125.5,221.5
24712,2019-11-06 06:45:12,23.6,84.5,123.2,211.0
24713,2019-11-06 06:45:39,23.6,85.0,119.8,205.7
24714,2019-11-06 06:46:03,23.5,85.2,119.9,204.3
24719,2019-11-06 06:48:03,23.7,85.2,114.3,189.60001
24723,2019-11-06 06:49:42,24.0,83.8,112.8,194.0
24734,2019-11-06 06:54:14,24.4,81.8,115.4,199.8
24735,2019-11-06 06:54:38,24.3,81.8,115.2,195.89999
24737,2019-11-06 06:56:03,24.3,81.9,116.3,199.10001
24764,2019-11-06 07:07:45,25.1,78.8,115.7,192.5
24814,2019-11-06 07:28:30,26.7,72.8,115.5,186.10001
24830,2019-11-06 07:35:00,27.1,71.3,120.9,185.0
24831,2019-11-06 07:35:24,27.1,71.0,122.0,180.5
24836,2019-11-06 07:37:23,27.2,70.9,127.9,190.8
24837,2019-11-06 07:37:47,27.1,71.2,126.5,186.60001
24838,2019-11-06 07:38:12,27.1,71.4,125.5,188.39999
24840,2019-11-06 07:39:01,27.1,71.5,127.9,196.39999
24845,2019-11-06 07:40:58,27.2,71.2,124.2,194.10001
24854,2019-11-06 07:44:43,27.4,69.1,120.6,186.3
24855,2019-11-06 07:45:09,27.5,69.0,120.8,178.0
24856,2019-11-06 07:45:34,27.4,68.9,121.0,179.8
24859,2019-11-06 07:46:48,27.5,68.9,120.8,183.2
24860,2019-11-06 07:47:11,27.6,68.6,121.5,179.60001
24862,2019-11-06 07:48:01,27.5,69.2,128.5,190.89999
24863,2019-11-06 07:48:25,27.4,69.4,127.4,192.39999
24864,2019-11-06 07:48:50,27.3,69.8,126.8,190.2
24869,2019-11-06 07:50:52,27.4,70.0,123.9,183.3
24873,2019-11-06 07:52:47,27.2,70.2,125.7,190.0
24876,2019-11-06 07:54:00,27.2,71.3,128.39999,193.39999
24877,2019-11-06 07:54:23,27.1,71.5,125.8,187.8
24878,2019-11-06 07:54:49,27.1,71.3,131.0,195.0
24881,2019-11-06 07:56:04,26.9,71.0,128.0,189.2
24883,2019-11-06 07:56:56,27.0,70.5,129.89999,192.8
24884,2019-11-06 07:57:20,27.0,70.5,128.89999,186.7
24886,2019-11-06 07:58:08,26.9,70.2,137.39999,199.3
24887,2019-11-06 07:58:33,26.9,70.6,135.7,198.3
24888,2019-11-06 07:58:59,26.8,70.9,133.0,193.3
24889,2019-11-06 07:59:21,26.7,71.1,131.5,193.0
24892,2019-11-06 08:00:31,26.6,71.9,127.1,180.60001
24901,2019-11-06 08:04:10,26.8,71.3,126.9,188.10001
24907,2019-11-06 08:07:03,27.1,70.4,126.7,184.39999
24908,2019-11-06 08:07:29,27.0,70.2,126.7,191.7
24910,2019-11-06 08:08:20,27.1,70.2,123.1,177.7
24912,2019-11-06 08:09:03,27.2,70.1,123.4,171.5
24914,2019-11-06 08:09:50,27.2,69.7,130.5,183.60001
24915,2019-11-06 08:10:16,27.2,69.7,129.60001,188.8
24919,2019-11-06 08:11:57,27.3,69.6,127.1,186.7
24980,2019-11-06 08:37:13,28.6,63.7,123.1,176.5
24991,2019-11-06 08:41:38,29.0,63.3,119.8,183.39999
25003,2019-11-06 08:46:38,29.4,62.0,120.7,178.39999
25217,2019-11-06 10:22:43,31.0,53.7,86.9,148.0
29474,2019-11-07 19:15:09,27.7,58.6,52.1,205.10001
30337,2019-11-08 02:08:53,24.9,77.6,71.8,116.5
30900,2019-11-08 06:12:29,25.0,77.0,93.8,262.79999
30901,2019-11-08 06:12:54,25.1,77.2,91.0,212.7
30969,2019-11-08 06:42:08,24.4,78.6,94.2,166.8
30980,2019-11-08 06:46:28,24.6,78.5,98.1,223.0
31342,2019-11-08 09:21:19,29.5,59.2,79.4,129.60001
31348,2019-11-08 09:23:46,29.0,59.6,80.9,133.39999
32436,2019-11-08 19:41:57,27.4,61.7,58.7,225.5
33406,2019-11-09 02:38:42,25.3,76.3,101.9,160.2
33454,2019-11-09 02:55:27,24.8,78.2,100.1,162.10001
33458,2019-11-09 02:56:51,24.4,79.3,98.3,166.0
33477,2019-11-09 03:03:28,24.0,81.5,96.1,167.89999
33478,2019-11-09 03:03:49,24.0,81.5,96.9,169.8
33493,2019-11-09 03:09:03,24.4,79.4,94.2,167.10001
33619,2019-11-09 03:52:59,25.0,77.3,91.5,157.2
33722,2019-11-09 04:28:57,23.7,82.3,98.9,164.89999
33822,2019-11-09 05:03:47,24.2,80.9,98.1,166.5
34101,2019-11-09 06:41:00,23.5,84.4,87.2,150.3
34107,2019-11-09 06:43:06,23.5,84.8,77.5,128.0
34113,2019-11-09 06:45:11,23.8,83.6,78.5,128.8
34134,2019-11-09 06:52:30,24.3,81.3,81.6,141.3
34137,2019-11-09 06:53:33,24.4,81.2,83.1,141.8
34139,2019-11-09 06:54:15,24.3,81.0,86.6,150.7
34142,2019-11-09 06:55:17,24.2,81.5,84.9,143.89999
34149,2019-11-09 06:57:44,24.2,81.8,86.6,197.8
34150,2019-11-09 06:58:05,24.2,81.8,85.4,213.0
34151,2019-11-09 06:58:25,24.2,81.8,87.8,228.60001
34152,2019-11-09 06:58:46,24.3,81.9,87.4,245.60001
34153,2019-11-09 06:59:07,24.3,81.8,85.5,245.39999
34154,2019-11-09 06:59:28,24.3,81.5,85.0,223.5
34158,2019-11-09 07:00:52,24.5,80.9,86.4,197.89999
34159,2019-11-09 07:01:13,24.5,80.8,88.6,209.60001
34162,2019-11-09 07:02:16,24.6,80.6,83.7,189.7
34169,2019-11-09 07:04:42,24.7,80.2,87.6,151.8
34209,2019-11-09 07:18:38,25.5,76.7,85.6,146.3
34211,2019-11-09 07:19:20,25.6,76.4,83.5,140.10001
34215,2019-11-09 07:20:43,25.8,75.7,83.1,141.60001
35862,2019-11-09 19:33:11,27.4,61.9,73.2,223.60001
35889,2019-11-09 19:50:07,27.5,61.8,75.3,173.60001
57622,2019-11-18 17:19:50,31.2,42.5,58.5,265.39999
57623,2019-11-18 17:20:11,31.0,42.6,59.6,260.70001
57625,2019-11-18 17:21:18,30.5,44.6,54.3,184.8
59820,2019-11-19 06:30:23,22.5,78.4,117.9,154.5
59987,2019-11-19 07:28:35,23.3,75.5,122.5,168.39999
59988,2019-11-19 07:28:56,23.3,75.4,130.2,175.0
59989,2019-11-19 07:29:17,23.3,75.5,120.6,154.89999
63706,2019-11-20 06:15:30,22.6,88.8,120.6,161.8
63708,2019-11-20 06:16:12,22.6,88.8,131.39999,186.7
63753,2019-11-20 06:31:54,22.7,88.6,127.4,174.3
63754,2019-11-20 06:32:15,22.7,88.7,123.0,168.2
63776,2019-11-20 06:39:55,22.6,89.3,122.6,164.7
63862,2019-11-20 07:09:55,22.6,89.8,124.4,174.8
63938,2019-11-20 07:36:29,23.1,87.8,131.10001,192.3
63939,2019-11-20 07:36:50,23.1,88.1,130.60001,199.60001
64082,2019-11-20 08:26:45,23.3,87.3,128.10001,181.60001
64345,2019-11-20 09:59:50,25.9,74.3,119.1,154.2
64574,2019-11-20 11:22:34,29.9,56.3,89.5,103.1
64915,2019-11-20 13:29:19,35.2,39.5,98.6,404.70001
64916,2019-11-20 13:29:40,35.3,39.9,89.4,311.89999
64917,2019-11-20 13:30:57,35.0,40.7,90.1,293.60001
64919,2019-11-20 13:31:40,34.9,41.2,88.0,261.89999
64920,2019-11-20 13:32:01,34.8,41.4,88.8,261.0
64923,2019-11-20 13:33:03,34.3,42.5,83.7,219.2
90934,2019-12-26 14:28:50,30.0,58.0,102.4,634.7000099999999
90935,2019-12-26 14:28:56,29.9,58.1,108.1,673.7999900000001
90936,2019-12-26 14:29:03,29.9,58.3,106.3,670.5
90937,2019-12-26 14:29:22,29.8,58.5,64.4,290.39999
91793,2019-12-26 16:36:28,30.1,59.9,58.2,215.8
91796,2019-12-26 16:36:46,30.1,59.8,55.9,195.89999
98372,2019-12-27 07:12:42,22.0,93.2,38.9,162.60001
98373,2019-12-27 07:12:48,22.1,93.3,38.9,175.8
98374,2019-12-27 07:12:55,22.1,93.3,38.2,181.10001
98375,2019-12-27 07:13:01,22.1,93.3,37.1,170.5
103801,2019-12-27 20:21:00,24.2,88.4,98.7,180.2
103821,2019-12-27 20:23:32,24.1,89.2,102.2,184.7
103822,2019-12-27 20:23:40,23.9,89.0,101.9,181.0
103823,2019-12-27 20:23:51,24.0,89.0,101.2,180.89999
103826,2019-12-27 20:24:17,24.1,89.1,101.4,191.0
103835,2019-12-27 20:25:09,24.0,89.1,105.8,191.2
103839,2019-12-27 20:25:37,24.0,89.3,106.7,195.0
103843,2019-12-27 20:26:10,24.0,89.4,104.8,191.60001
103844,2019-12-27 20:26:15,23.9,89.4,106.0,192.60001
103845,2019-12-27 20:26:23,23.9,89.4,105.8,194.3
103879,2019-12-27 20:30:23,23.8,89.3,112.8,206.2
103880,2019-12-27 20:30:31,23.8,89.3,111.3,205.7
103921,2019-12-27 20:36:24,23.4,90.6,115.6,209.89999
103945,2019-12-27 20:39:21,23.3,90.8,113.9,209.3
103946,2019-12-27 20:39:25,23.3,90.8,113.1,206.39999
103947,2019-12-27 20:39:34,23.2,90.7,114.8,210.10001
103957,2019-12-27 20:40:36,23.3,90.8,122.6,230.0
103970,2019-12-27 20:41:56,23.2,90.7,119.5,215.39999
103992,2019-12-27 20:44:23,23.1,90.8,119.5,234.10001
104024,2019-12-27 20:49:27,23.4,90.4,121.5,232.39999
104025,2019-12-27 20:49:34,23.4,90.3,120.9,234.3
104026,2019-12-27 20:49:41,23.4,90.2,120.1,231.5
104051,2019-12-27 20:53:46,23.2,90.4,116.0,230.3
104057,2019-12-27 20:54:33,23.2,90.6,115.8,233.0
104070,2019-12-27 20:56:48,23.0,90.8,112.8,225.7
104116,2019-12-27 21:03:47,22.6,91.4,111.4,220.8
104133,2019-12-27 21:05:54,22.6,91.4,113.8,225.8
104139,2019-12-27 21:06:50,22.6,91.3,111.7,221.0
104189,2019-12-27 21:14:49,22.5,91.3,112.6,226.0
104190,2019-12-27 21:15:06,22.6,91.4,108.6,223.39999
104191,2019-12-27 21:15:12,22.6,91.4,107.9,221.3
104257,2019-12-27 21:25:00,22.4,91.6,110.3,226.5
104258,2019-12-27 21:25:08,22.4,91.6,108.0,222.5
104408,2019-12-27 21:45:01,22.3,91.8,111.2,224.2
104410,2019-12-27 21:45:19,22.3,91.8,107.8,219.39999
104726,2019-12-27 22:25:11,21.9,92.2,98.3,202.7
104770,2019-12-27 22:30:46,21.8,92.2,98.6,202.8
111442,2019-12-28 16:49:53,28.7,57.4,75.9,129.3
111443,2019-12-28 16:50:02,28.8,57.5,77.9,130.89999
111444,2019-12-28 16:50:13,28.8,57.6,78.7,130.39999
111445,2019-12-28 16:50:23,28.9,57.5,77.8,132.0
111446,2019-12-28 16:50:30,28.8,57.4,78.0,133.8
123484,2020-01-05 18:17:36,24.5,70.7,47.8,142.10001
123637,2020-01-05 18:29:33,24.4,71.3,57.7,183.39999
123639,2020-01-05 18:29:44,24.4,71.3,62.4,254.3
123641,2020-01-05 18:29:54,24.4,71.4,63.1,248.7
123664,2020-01-05 18:31:43,24.4,71.7,54.2,176.60001
123666,2020-01-05 18:31:53,24.4,71.7,56.0,200.7
123667,2020-01-05 18:31:59,24.4,71.7,57.7,221.8
123668,2020-01-05 18:32:03,24.4,71.7,61.5,259.89999
123671,2020-01-05 18:32:17,24.3,71.8,62.3,268.29999
123672,2020-01-05 18:32:22,24.4,71.9,63.1,294.60001
123673,2020-01-05 18:32:26,24.3,71.9,62.9,306.20001
123674,2020-01-05 18:32:31,24.4,72.0,60.4,291.29999
123675,2020-01-05 18:32:35,24.3,71.9,59.1,277.5
123676,2020-01-05 18:32:40,24.3,71.8,58.7,263.70001
123677,2020-01-05 18:32:45,24.4,71.9,58.6,251.60001
123678,2020-01-05 18:32:49,24.4,71.9,57.7,239.60001
123679,2020-01-05 18:32:54,24.3,71.8,56.7,217.8
123680,2020-01-05 18:32:59,24.3,71.8,56.2,195.10001
123682,2020-01-05 18:33:08,24.3,71.8,57.5,210.10001
123683,2020-01-05 18:33:12,24.3,71.8,57.1,206.89999
123685,2020-01-05 18:33:20,24.3,71.8,56.0,182.8
123784,2020-01-05 18:41:25,24.2,72.6,58.6,156.10001
123792,2020-01-05 18:42:08,24.3,72.6,59.0,167.2
123793,2020-01-05 18:42:13,24.3,72.5,59.4,180.89999
123797,2020-01-05 18:42:38,24.2,72.2,58.6,178.8
123799,2020-01-05 18:42:46,24.3,72.4,57.4,156.39999
123800,2020-01-05 18:42:51,24.2,72.3,57.6,156.60001
123907,2020-01-05 18:51:22,24.1,73.1,59.9,185.3
123908,2020-01-05 18:51:26,24.1,73.1,60.3,209.0
123909,2020-01-05 18:51:31,24.1,73.1,60.7,242.60001
123910,2020-01-05 18:51:35,24.1,73.1,60.2,254.7
123911,2020-01-05 18:51:42,24.1,73.1,61.1,260.0
123938,2020-01-05 18:53:52,24.1,73.4,57.1,189.7
123956,2020-01-05 18:55:16,24.0,73.6,58.3,189.89999
123957,2020-01-05 18:55:20,24.0,73.7,58.9,214.8
123958,2020-01-05 18:55:25,24.0,73.7,60.1,237.10001
123959,2020-01-05 18:55:29,24.0,73.6,60.1,231.8
124046,2020-01-05 19:02:34,23.9,74.2,56.0,163.39999
124049,2020-01-05 19:02:47,23.9,74.2,56.5,182.7
124054,2020-01-05 19:03:10,23.9,74.3,54.8,175.3
124056,2020-01-05 19:03:17,23.9,74.4,55.9,187.0
124057,2020-01-05 19:03:22,23.9,74.4,56.8,189.3
124058,2020-01-05 19:03:31,23.9,74.4,56.5,181.60001
124105,2020-01-05 19:07:20,23.8,74.4,57.2,212.8
124106,2020-01-05 19:07:24,23.8,74.4,58.9,232.3
124109,2020-01-05 19:07:39,23.8,74.3,59.0,238.39999
124111,2020-01-05 19:07:47,23.8,74.5,62.3,273.20001
124112,2020-01-05 19:07:52,23.8,74.5,65.5,308.70001
124113,2020-01-05 19:07:56,23.8,74.6,66.6,326.20001
124114,2020-01-05 19:08:00,23.8,74.6,67.2,334.70001
124115,2020-01-05 19:08:04,23.8,74.6,68.2,346.0
124116,2020-01-05 19:08:09,23.8,74.6,69.1,349.39999
124117,2020-01-05 19:08:14,23.8,74.7,66.2,308.79999
124119,2020-01-05 19:08:22,23.8,74.7,60.6,235.89999
124120,2020-01-05 19:08:26,23.7,74.7,58.9,218.10001
124122,2020-01-05 19:08:34,23.7,74.7,56.9,185.39999
124127,2020-01-05 19:09:10,23.7,74.9,57.1,169.89999
124128,2020-01-05 19:09:15,23.7,74.9,57.2,180.89999
124133,2020-01-05 19:09:37,23.7,75.2,58.5,230.89999
124135,2020-01-05 19:09:45,23.7,75.1,56.6,208.8
124187,2020-01-05 19:13:46,23.5,75.7,59.5,184.0
124190,2020-01-05 19:14:05,23.5,75.8,61.2,245.3
124191,2020-01-05 19:14:10,23.5,75.8,60.0,237.8
124192,2020-01-05 19:14:15,23.5,75.7,59.1,225.10001
124199,2020-01-05 19:14:48,23.6,75.8,58.1,186.5
124200,2020-01-05 19:14:52,23.6,75.8,60.6,229.89999
124201,2020-01-05 19:14:56,23.5,75.8,62.4,251.60001
124202,2020-01-05 19:15:00,23.6,75.9,64.9,278.0
124203,2020-01-05 19:15:04,23.6,75.9,67.1,304.39999
124206,2020-01-05 19:15:17,23.6,75.9,66.2,305.39999
124208,2020-01-05 19:15:28,23.6,75.8,61.9,238.8
124209,2020-01-05 19:15:33,23.5,75.7,59.1,205.2
124226,2020-01-05 19:16:50,23.6,75.8,59.5,173.8
124230,2020-01-05 19:17:08,23.6,75.7,63.3,243.3
124231,2020-01-05 19:17:13,23.6,75.7,63.7,236.3
124232,2020-01-05 19:17:20,23.6,75.7,62.3,224.0
124234,2020-01-05 19:17:30,23.6,75.8,61.4,204.10001
124235,2020-01-05 19:17:34,23.5,75.7,62.4,206.8
124237,2020-01-05 19:17:43,23.5,75.8,63.0,236.60001
124238,2020-01-05 19:17:47,23.6,75.9,62.7,244.7
124239,2020-01-05 19:17:51,23.6,75.9,62.6,247.0
124240,2020-01-05 19:17:56,23.6,75.9,63.3,258.20001
124241,2020-01-05 19:18:01,23.6,75.9,63.2,247.60001
124242,2020-01-05 19:18:06,23.6,75.8,62.0,228.3
124244,2020-01-05 19:18:15,23.5,75.6,60.8,198.0
124245,2020-01-05 19:18:19,23.5,75.6,61.4,198.60001
124246,2020-01-05 19:18:23,23.5,75.7,61.4,195.39999
124247,2020-01-05 19:18:28,23.5,75.7,60.2,188.0
124248,2020-01-05 19:18:32,23.5,75.8,60.3,202.10001
124250,2020-01-05 19:18:41,23.5,75.8,61.8,219.39999
124251,2020-01-05 19:18:48,23.5,75.9,61.4,215.89999
124253,2020-01-05 19:18:57,23.5,76.0,59.6,193.60001
124254,2020-01-05 19:19:03,23.5,76.0,59.3,177.8
124290,2020-01-05 19:22:08,23.5,76.5,61.0,199.89999
124291,2020-01-05 19:22:13,23.5,76.4,62.3,207.60001
124293,2020-01-05 19:22:22,23.5,76.5,63.8,217.60001
124294,2020-01-05 19:22:29,23.5,76.5,64.1,207.7
124303,2020-01-05 19:23:10,23.5,76.4,66.1,227.8
124304,2020-01-05 19:23:14,23.5,76.4,65.8,226.7
124367,2020-01-05 19:28:12,23.6,76.0,67.2,180.60001
