,Unnamed: 0,created_at,temp,hum,p25,p10
103780,148065,2019-11-23 07:35:52,21.3,91.1,184.10001,287.60001
103781,148066,2019-11-23 07:36:08,21.2,91.1,190.60001,301.20001
103782,148067,2019-11-23 07:36:24,21.2,91.2,187.60001,295.79999
103783,148068,2019-11-23 07:36:40,21.2,91.1,187.7,290.39999
103784,148069,2019-11-23 07:36:56,21.3,91.1,188.5,289.79999
103785,148070,2019-11-23 07:37:12,21.3,91.2,191.10001,300.5
103786,148071,2019-11-23 07:37:27,21.3,91.3,192.2,300.5
103787,148072,2019-11-23 07:37:43,21.3,91.2,189.60001,292.70001
103788,148073,2019-11-23 07:37:59,21.3,91.2,194.0,306.20001
103789,148074,2019-11-23 07:38:15,21.3,91.2,193.89999,310.20001
103790,148075,2019-11-23 07:38:31,21.3,91.2,184.3,294.29999
103791,148076,2019-11-23 07:38:47,21.3,91.1,179.2,284.5
103796,148081,2019-11-23 07:40:07,21.3,91.2,182.60001,284.70001
103799,148084,2019-11-23 07:40:55,21.3,91.3,180.10001,279.70001
103800,148085,2019-11-23 07:41:11,21.3,91.2,181.7,281.5
103803,148088,2019-11-23 07:41:58,21.3,91.2,178.0,275.0
103804,148089,2019-11-23 07:42:14,21.3,91.3,181.0,288.10001
103807,148092,2019-11-23 07:43:02,21.3,91.4,180.60001,272.70001
103811,148096,2019-11-23 07:44:06,21.3,91.6,175.10001,266.89999
103816,148101,2019-11-23 07:45:25,21.3,91.7,162.89999,243.3
103826,148111,2019-11-23 07:48:05,21.3,92.3,171.7,274.60001
103832,148117,2019-11-23 07:49:41,21.3,92.1,158.7,227.89999
103833,148118,2019-11-23 07:49:57,21.3,92.0,159.0,227.5
103834,148119,2019-11-23 07:50:13,21.3,92.0,154.0,225.3
103840,148125,2019-11-23 07:51:49,21.5,91.8,153.7,225.3
103845,148130,2019-11-23 07:53:14,21.5,91.5,150.89999,218.89999
103871,148156,2019-11-23 08:00:10,21.9,91.4,152.39999,224.39999
103872,148157,2019-11-23 08:00:26,21.9,91.4,151.39999,220.2
103873,148158,2019-11-23 08:00:42,21.9,91.3,152.60001,224.5
103875,148160,2019-11-23 08:01:14,22.0,91.3,149.89999,217.8
103903,148188,2019-11-23 08:08:40,22.2,90.9,148.8,206.5
103905,148190,2019-11-23 08:09:12,22.3,91.1,149.8,207.39999
106129,150414,2019-11-23 19:04:54,24.2,62.9,119.0,132.5
106131,150416,2019-11-23 19:05:26,24.2,62.9,194.60001,214.0
106132,150417,2019-11-23 19:05:42,24.2,62.8,396.29999,430.70001
106133,150418,2019-11-23 19:05:58,24.2,62.7,450.29999,488.29999
106134,150419,2019-11-23 19:06:14,24.2,63.0,317.20001,344.39999
106135,150420,2019-11-23 19:06:30,24.2,62.4,164.10001,180.2
112193,156478,2019-11-24 22:04:42,22.5,80.2,117.4,220.39999
112194,156479,2019-11-24 22:04:58,22.4,80.1,118.4,248.3
112195,156480,2019-11-24 22:05:14,22.4,80.1,113.7,204.5
112944,157229,2019-11-25 01:25:25,21.6,85.5,142.39999,195.8
112961,157246,2019-11-25 01:29:57,21.5,85.5,140.2,193.2
113011,157296,2019-11-25 01:43:15,21.5,85.9,139.0,189.3
113229,157514,2019-11-25 02:41:24,21.1,87.5,147.89999,207.2
113240,157525,2019-11-25 02:44:19,21.1,87.3,146.8,210.39999
113300,157585,2019-11-25 03:00:40,21.4,85.8,150.10001,217.7
113305,157590,2019-11-25 03:01:59,21.3,85.8,150.7,218.39999
113437,157722,2019-11-25 03:37:28,21.1,87.0,145.5,207.7
113476,157761,2019-11-25 03:47:50,20.7,87.8,149.3,215.60001
113522,157807,2019-11-25 04:00:04,20.8,87.7,151.89999,224.10001
114242,158527,2019-11-25 07:11:32,20.9,89.5,148.7,212.39999
114258,158543,2019-11-25 07:15:47,20.8,90.1,144.3,204.2
114269,158554,2019-11-25 07:18:43,20.9,90.5,151.7,221.2
114272,158557,2019-11-25 07:19:30,20.9,90.6,154.2,227.8
114275,158560,2019-11-25 07:20:18,20.9,90.7,154.3,227.8
114280,158565,2019-11-25 07:21:38,20.9,90.7,147.5,209.60001
114281,158566,2019-11-25 07:21:54,20.9,90.7,146.3,206.7
114287,158572,2019-11-25 07:23:29,20.9,91.0,154.39999,230.10001
114304,158589,2019-11-25 07:28:00,20.7,91.8,160.60001,241.39999
114306,158591,2019-11-25 07:28:35,20.6,92.1,165.2,262.5
114310,158595,2019-11-25 07:29:39,20.7,92.2,159.0,240.89999
114311,158596,2019-11-25 07:29:55,20.7,92.3,159.3,241.7
114314,158599,2019-11-25 07:30:43,20.6,92.3,162.89999,259.70001
114319,158604,2019-11-25 07:32:02,20.6,92.3,153.39999,224.7
114331,158616,2019-11-25 07:35:14,20.6,93.0,159.2,232.39999
114332,158617,2019-11-25 07:35:30,20.6,93.0,158.60001,232.5
114339,158624,2019-11-25 07:37:21,20.7,92.8,156.5,237.5
114342,158627,2019-11-25 07:38:09,20.7,92.8,155.2,225.8
114343,158628,2019-11-25 07:38:25,20.7,92.9,157.2,232.2
114345,158630,2019-11-25 07:38:57,20.7,92.7,159.8,229.89999
114347,158632,2019-11-25 07:39:29,20.7,92.6,147.8,208.5
114350,158635,2019-11-25 07:40:17,20.8,92.4,147.8,211.7
114351,158636,2019-11-25 07:40:33,20.8,92.4,151.10001,219.0
114355,158640,2019-11-25 07:41:37,20.9,92.3,150.2,212.89999
114356,158641,2019-11-25 07:41:53,20.9,92.2,149.39999,212.0
114370,158655,2019-11-25 07:45:36,21.2,91.7,144.10001,199.60001
114375,158660,2019-11-25 07:46:56,21.4,91.5,141.5,191.39999
114395,158680,2019-11-25 07:52:14,21.7,90.8,143.8,198.2
114399,158684,2019-11-25 07:53:18,21.8,90.7,145.3,198.0
114401,158686,2019-11-25 07:53:50,21.8,90.7,146.2,193.8
114407,158692,2019-11-25 07:55:26,21.8,90.5,146.7,203.0
114408,158693,2019-11-25 07:55:42,21.9,90.5,146.10001,199.89999
114410,158695,2019-11-25 07:56:14,21.9,90.4,148.8,211.0
114414,158699,2019-11-25 07:57:18,21.9,90.2,155.39999,218.0
114415,158700,2019-11-25 07:57:34,21.9,90.1,156.7,216.8
114417,158702,2019-11-25 07:58:05,22.0,90.0,152.89999,220.10001
114420,158705,2019-11-25 07:58:53,22.0,89.9,156.39999,228.39999
114421,158706,2019-11-25 07:59:09,22.0,89.7,158.2,227.8
114424,158709,2019-11-25 07:59:57,22.1,89.6,159.3,228.2
114425,158710,2019-11-25 08:00:13,22.1,89.6,157.60001,225.2
114427,158712,2019-11-25 08:00:45,22.1,89.2,161.0,227.7
114429,158714,2019-11-25 08:01:17,22.2,88.8,159.10001,233.89999
114430,158715,2019-11-25 08:01:33,22.2,88.8,157.39999,229.8
114431,158716,2019-11-25 08:01:49,22.2,88.9,155.60001,218.7
114432,158717,2019-11-25 08:02:05,22.2,89.0,155.2,221.10001
114433,158718,2019-11-25 08:02:21,22.2,88.9,155.60001,223.0
114434,158719,2019-11-25 08:02:37,22.3,89.0,155.10001,223.7
114435,158720,2019-11-25 08:02:53,22.3,88.6,155.3,228.60001
114436,158721,2019-11-25 08:03:08,22.3,88.4,156.89999,220.5
114439,158724,2019-11-25 08:03:56,22.3,88.1,148.7,207.8
114440,158725,2019-11-25 08:04:12,22.2,87.8,148.89999,212.7
114443,158728,2019-11-25 08:05:00,22.4,87.5,149.7,214.3
114453,158738,2019-11-25 08:07:40,22.6,86.2,135.89999,185.89999
114456,158741,2019-11-25 08:08:27,22.6,85.8,144.89999,194.0
114457,158742,2019-11-25 08:08:43,22.6,86.4,142.60001,191.7
114470,158755,2019-11-25 08:12:11,22.8,85.0,134.7,184.5
115172,159457,2019-11-25 11:18:50,26.4,65.1,122.8,144.3
115173,159458,2019-11-25 11:19:06,26.4,65.0,127.3,149.60001
115189,159474,2019-11-25 11:23:21,26.5,63.4,107.1,124.9
115190,159475,2019-11-25 11:23:37,26.5,63.9,120.1,142.3
115253,159538,2019-11-25 11:40:21,26.8,61.6,98.0,112.6
119499,163784,2019-11-26 06:36:46,21.8,87.4,139.3,225.0
119500,163785,2019-11-26 06:37:02,22.0,87.5,138.60001,224.0
119546,163831,2019-11-26 06:49:19,21.7,89.3,152.2,249.60001
119547,163832,2019-11-26 06:49:35,21.6,89.2,148.7,243.60001
119548,163833,2019-11-26 06:49:51,21.6,89.3,149.7,242.3
119580,163865,2019-11-26 06:58:21,21.7,90.0,145.60001,237.2
119589,163874,2019-11-26 07:00:45,21.8,90.0,145.2,232.60001
119594,163879,2019-11-26 07:02:04,21.8,90.0,151.3,244.5
119625,163910,2019-11-26 07:10:19,21.9,89.3,152.0,244.60001
119626,163911,2019-11-26 07:10:35,21.9,89.4,152.2,248.5
119627,163912,2019-11-26 07:10:51,21.9,89.4,152.60001,255.10001
119628,163913,2019-11-26 07:11:07,21.9,89.4,150.60001,245.10001
119638,163923,2019-11-26 07:13:46,22.0,89.5,151.5,249.60001
119682,163967,2019-11-26 07:25:33,22.2,90.0,151.39999,227.7
120877,165162,2019-11-26 12:43:55,27.6,55.4,78.3,156.3
120878,165163,2019-11-26 12:44:11,27.6,55.4,80.4,159.60001
126251,170536,2019-11-27 12:37:34,27.1,55.7,64.6,255.0
126252,170537,2019-11-27 12:37:50,27.1,56.4,61.4,232.2
136868,181153,2019-11-29 11:48:43,27.1,69.3,61.0,150.10001
138425,182710,2019-11-29 18:44:17,25.8,71.1,59.0,130.89999
142243,186528,2019-11-30 11:42:15,27.1,67.4,59.2,134.8
142244,186529,2019-11-30 11:42:32,27.1,67.6,58.6,120.2
142246,186531,2019-11-30 11:43:04,27.1,67.7,59.5,132.2
146984,191269,2019-12-01 08:45:00,25.1,83.2,81.2,151.3
147021,191306,2019-12-01 08:54:50,25.3,82.1,73.9,144.60001
147022,191307,2019-12-01 08:55:06,25.3,81.5,75.3,145.5
147023,191308,2019-12-01 08:55:22,25.3,81.3,76.4,148.10001
147024,191309,2019-12-01 08:55:38,25.3,81.1,78.4,160.2
147025,191310,2019-12-01 08:55:54,25.3,80.9,79.0,160.7
147026,191311,2019-12-01 08:56:10,25.3,80.7,80.9,174.7
147027,191312,2019-12-01 08:56:26,25.3,80.6,79.0,172.10001
147028,191313,2019-12-01 08:56:41,25.4,80.6,77.7,158.8
147029,191314,2019-12-01 08:56:57,25.4,80.5,78.7,159.2
147030,191315,2019-12-01 08:57:13,25.3,80.8,78.7,159.10001
147031,191316,2019-12-01 08:57:29,25.4,80.9,77.9,159.8
147032,191317,2019-12-01 08:57:45,25.4,80.8,78.9,168.89999
147033,191318,2019-12-01 08:58:01,25.4,80.8,78.8,168.0
147034,191319,2019-12-01 08:58:17,25.4,80.8,79.6,168.0
147035,191320,2019-12-01 08:58:33,25.4,80.9,78.8,155.5
147037,191322,2019-12-01 08:59:05,25.4,81.0,77.7,158.89999
147038,191323,2019-12-01 08:59:21,25.4,80.8,71.1,145.8
147039,191324,2019-12-01 08:59:37,25.4,80.8,72.4,138.2
147040,191325,2019-12-01 08:59:53,25.4,80.8,76.9,155.8
147041,191326,2019-12-01 09:00:08,25.3,80.8,77.2,152.10001
147042,191327,2019-12-01 09:00:24,25.3,80.8,77.5,150.89999
147043,191328,2019-12-01 09:00:40,25.4,81.0,77.9,158.10001
147044,191329,2019-12-01 09:00:56,25.4,81.0,75.2,149.0
147049,191334,2019-12-01 09:02:37,25.4,80.9,69.7,135.5
147131,191416,2019-12-01 09:24:28,25.8,74.4,57.2,115.0
147143,191428,2019-12-01 09:27:42,25.9,73.4,58.0,115.4
147144,191429,2019-12-01 09:27:58,25.8,73.6,58.2,116.0
153263,197548,2019-12-02 12:37:09,26.0,74.0,77.1,147.2
158790,203075,2019-12-03 13:08:37,26.2,75.3,134.89999,168.3
158795,203080,2019-12-03 13:09:56,26.3,75.0,151.3,193.3
158801,203086,2019-12-03 13:11:32,26.3,74.8,154.5,200.39999
158802,203087,2019-12-03 13:11:48,26.3,74.5,141.39999,179.89999
163849,208134,2019-12-04 12:47:50,27.1,62.2,72.7,133.8
163850,208135,2019-12-04 12:48:06,27.0,61.9,76.7,158.2
166440,210725,2019-12-05 00:25:26,22.5,86.0,149.3,247.0
166441,210726,2019-12-05 00:25:43,22.5,85.9,186.60001,308.70001
166442,210727,2019-12-05 00:25:59,22.5,85.8,202.2,335.60001
166443,210728,2019-12-05 00:26:15,22.6,85.8,183.5,304.10001
166444,210729,2019-12-05 00:26:31,22.5,85.8,177.39999,294.10001
166445,210730,2019-12-05 00:26:47,22.5,85.9,172.10001,286.89999
166446,210731,2019-12-05 00:27:03,22.5,85.9,161.2,263.89999
166447,210732,2019-12-05 00:27:19,22.5,85.9,157.7,267.29999
166448,210733,2019-12-05 00:27:35,22.5,85.9,156.0,267.70001
166449,210734,2019-12-05 00:27:51,22.5,86.0,154.5,250.3
166451,210736,2019-12-05 00:28:23,22.5,86.2,168.5,276.79999
166452,210737,2019-12-05 00:28:39,22.5,86.2,168.3,271.79999
166455,210740,2019-12-05 00:29:26,22.4,86.2,155.8,259.0
166456,210741,2019-12-05 00:29:42,22.4,86.3,156.5,255.3
166457,210742,2019-12-05 00:29:58,22.4,86.3,161.7,268.5
166458,210743,2019-12-05 00:30:14,22.4,86.3,166.3,271.39999
166459,210744,2019-12-05 00:30:30,22.4,86.5,162.60001,271.60001
166460,210745,2019-12-05 00:30:46,22.4,86.5,161.0,276.89999
166461,210746,2019-12-05 00:31:02,22.4,86.5,162.2,268.70001
166462,210747,2019-12-05 00:31:18,22.4,86.5,162.5,267.10001
166463,210748,2019-12-05 00:31:34,22.4,86.5,163.5,269.79999
166465,210750,2019-12-05 00:32:06,22.4,86.6,162.5,266.10001
166466,210751,2019-12-05 00:32:22,22.4,86.6,164.60001,275.0
166467,210752,2019-12-05 00:32:38,22.4,86.6,167.2,273.79999
166468,210753,2019-12-05 00:32:54,22.4,86.7,165.10001,271.10001
166469,210754,2019-12-05 00:33:09,22.4,86.7,165.5,270.79999
166472,210757,2019-12-05 00:34:00,22.4,86.6,172.3,284.39999
166473,210758,2019-12-05 00:34:16,22.4,86.6,175.3,294.70001
166474,210759,2019-12-05 00:34:32,22.4,86.5,182.5,303.10001
166475,210760,2019-12-05 00:34:48,22.4,86.5,185.39999,308.70001
166476,210761,2019-12-05 00:35:04,22.4,86.5,182.2,302.10001
166477,210762,2019-12-05 00:35:20,22.4,86.5,180.2,292.89999
166478,210763,2019-12-05 00:35:36,22.4,86.3,179.3,293.79999
166479,210764,2019-12-05 00:37:32,22.3,86.6,199.60001,329.39999
166480,210765,2019-12-05 00:40:08,22.3,86.9,173.7,278.29999
166481,210766,2019-12-05 00:40:24,22.3,86.9,173.60001,283.89999
166482,210767,2019-12-05 00:40:40,22.3,86.8,172.3,278.79999
166483,210768,2019-12-05 00:40:56,22.3,86.9,169.5,276.10001
166484,210769,2019-12-05 00:41:12,22.3,86.8,169.5,275.60001
166485,210770,2019-12-05 00:41:28,22.3,86.9,167.10001,273.60001
166486,210771,2019-12-05 00:41:44,22.3,86.9,166.7,275.60001
166487,210772,2019-12-05 00:42:00,22.3,86.9,167.0,274.5
166488,210773,2019-12-05 00:42:16,22.3,86.9,166.5,265.20001
166489,210774,2019-12-05 00:42:32,22.3,86.9,164.7,268.20001
166490,210775,2019-12-05 00:42:48,22.3,87.0,163.10001,269.29999
166491,210776,2019-12-05 00:43:04,22.3,87.1,160.3,260.10001
166492,210777,2019-12-05 00:43:20,22.3,87.1,160.7,260.60001
166493,210778,2019-12-05 00:43:36,22.3,87.1,158.7,256.29999
166495,210780,2019-12-05 00:44:08,22.4,87.0,156.7,250.39999
166496,210781,2019-12-05 00:44:24,22.4,86.8,156.39999,254.0
166497,210782,2019-12-05 00:44:40,22.3,86.6,153.89999,256.29999
166498,210783,2019-12-05 00:44:55,22.3,86.6,153.0,253.2
166503,210788,2019-12-05 00:46:16,22.3,86.2,142.3,237.89999
167343,211628,2019-12-05 04:35:00,21.9,90.7,125.9,218.60001
167353,211638,2019-12-05 04:37:40,21.9,90.7,127.6,222.0
167371,211656,2019-12-05 04:42:27,22.0,90.6,121.4,212.0
169041,213326,2019-12-05 12:12:49,25.3,65.8,160.2,224.60001
169055,213340,2019-12-05 12:16:35,25.5,64.5,179.5,253.60001
169056,213341,2019-12-05 12:16:51,25.5,65.1,280.29999,402.0
169057,213342,2019-12-05 12:17:07,25.4,65.7,355.70001,502.29999
169058,213343,2019-12-05 12:17:23,25.4,65.4,354.20001,501.60001
169059,213344,2019-12-05 12:17:39,25.5,64.1,245.89999,366.70001
169060,213345,2019-12-05 12:17:55,25.4,63.9,195.7,300.79999
169061,213346,2019-12-05 12:18:11,25.3,65.0,223.7,342.0
169062,213347,2019-12-05 12:18:26,25.3,63.2,204.39999,308.5
169063,213348,2019-12-05 12:18:42,25.3,63.7,203.2,302.79999
169064,213349,2019-12-05 12:18:58,25.3,63.9,212.3,324.20001
169065,213350,2019-12-05 12:19:14,25.3,63.6,195.60001,305.60001
169066,213351,2019-12-05 12:19:30,25.3,63.4,205.89999,313.79999
169068,213353,2019-12-05 12:20:02,25.3,63.2,208.7,309.60001
169069,213354,2019-12-05 12:20:18,25.3,63.8,272.0,411.79999
169070,213355,2019-12-05 12:20:34,25.3,63.9,296.60001,444.89999000000006
169071,213356,2019-12-05 12:20:50,25.3,64.4,341.79999,491.10001
169072,213357,2019-12-05 12:21:06,25.3,64.6,429.39999000000006,606.2999900000002
169073,213358,2019-12-05 12:21:24,25.3,64.4,414.39999,594.0
169074,213359,2019-12-05 12:21:40,25.3,64.3,383.89999,554.2000099999998
169075,213360,2019-12-05 12:21:56,25.3,64.5,479.10001,677.2999900000002
169076,213361,2019-12-05 12:22:12,25.4,64.3,441.79999,637.2000099999998
169077,213362,2019-12-05 12:22:28,25.4,63.8,262.89999,387.60001
169084,213369,2019-12-05 12:24:22,25.5,63.7,180.2,292.29999
169085,213370,2019-12-05 12:24:38,25.5,64.1,461.10001,752.7000099999998
169086,213371,2019-12-05 12:24:54,25.5,65.0,633.2000099999998,1058.4000199999996
169087,213372,2019-12-05 12:25:10,25.6,65.7,763.59998,1402.9000199999996
169088,213373,2019-12-05 12:25:27,25.6,65.3,674.59998,1232.5999800000004
169089,213374,2019-12-05 12:25:43,25.6,64.9,374.5,615.09998
169090,213375,2019-12-05 12:25:58,25.7,65.1,229.8,385.5
169091,213376,2019-12-05 12:26:14,25.6,64.9,192.2,322.60001
169092,213377,2019-12-05 12:26:30,25.7,64.8,170.7,282.70001
169093,213378,2019-12-05 12:26:46,25.7,65.2,330.20001,523.09998
169094,213379,2019-12-05 12:27:02,25.7,65.2,477.39999000000006,742.59998
169095,213380,2019-12-05 12:27:18,25.7,65.0,418.0,657.59998
169096,213381,2019-12-05 12:27:34,25.7,65.0,399.79999,629.2000099999998
169097,213382,2019-12-05 12:27:50,25.7,64.8,390.20001,620.2000099999998
169098,213383,2019-12-05 12:28:06,25.8,64.9,338.10001,556.09998
169099,213384,2019-12-05 12:28:22,25.8,64.9,350.5,581.09998
169100,213385,2019-12-05 12:28:38,25.8,64.9,424.29999,697.7000099999998
169101,213386,2019-12-05 12:28:54,25.8,65.1,510.10001,836.2999900000002
169102,213387,2019-12-05 12:29:10,25.7,63.7,375.70001,622.40002
169103,213388,2019-12-05 12:29:26,25.8,63.3,173.0,284.39999
169105,213390,2019-12-05 12:29:58,25.8,63.5,195.5,330.20001
169106,213391,2019-12-05 12:30:14,25.7,64.2,384.29999,633.7000099999998
169107,213392,2019-12-05 12:30:30,25.6,64.4,566.7000099999998,927.20001
169108,213393,2019-12-05 12:30:46,25.6,66.0,677.7999900000002,1145.19995
169109,213394,2019-12-05 12:31:02,25.6,65.9,672.2999900000002,1138.69995
169110,213395,2019-12-05 12:31:18,25.6,65.5,619.59998,1012.09998
169111,213396,2019-12-05 12:31:34,25.6,65.1,517.59998,887.2000099999998
169112,213397,2019-12-05 12:31:49,25.6,64.7,477.29999,852.2999900000002
169113,213398,2019-12-05 12:32:05,25.6,64.6,638.0,1122.9000199999996
169114,213399,2019-12-05 12:32:21,25.6,63.9,543.7999900000002,964.79999
169115,213400,2019-12-05 12:32:37,25.6,63.8,476.20001,840.9000199999998
169116,213401,2019-12-05 12:32:53,25.6,64.2,498.10001,851.4000199999998
169117,213402,2019-12-05 12:33:09,25.6,63.9,433.89999000000006,733.5
169118,213403,2019-12-05 12:33:25,25.6,63.5,427.5,716.7000099999998
169119,213404,2019-12-05 12:33:41,25.6,64.1,480.10001,826.7999900000002
169120,213405,2019-12-05 12:33:57,25.5,63.3,507.70001,884.2000099999998
169121,213406,2019-12-05 12:34:13,25.5,63.9,525.2999900000002,895.5
169122,213407,2019-12-05 12:34:29,25.5,64.1,530.7999900000002,888.0
169123,213408,2019-12-05 12:34:45,25.6,63.3,517.40002,854.2000099999998
169124,213409,2019-12-05 12:35:01,25.6,62.7,473.89999000000006,777.09998
169125,213410,2019-12-05 12:35:17,25.6,62.9,460.79999,758.5
169126,213411,2019-12-05 12:35:33,25.6,63.0,444.0,723.59998
169127,213412,2019-12-05 12:35:49,25.7,62.9,470.0,760.2000099999998
169128,213413,2019-12-05 12:36:05,25.7,63.0,497.10001,801.2999900000002
169129,213414,2019-12-05 12:36:21,25.7,62.7,370.10001,601.0
169130,213415,2019-12-05 12:36:39,25.7,62.6,376.39999,609.59998
169131,213416,2019-12-05 12:36:55,25.8,62.7,510.29999,822.40002
169132,213417,2019-12-05 12:37:12,25.8,62.2,400.20001,639.0
169133,213418,2019-12-05 12:37:28,25.8,62.2,323.5,521.90002
169134,213419,2019-12-05 12:37:44,25.8,62.4,386.70001,629.5
169135,213420,2019-12-05 12:38:00,25.9,62.7,444.79999,705.2999900000002
169136,213421,2019-12-05 12:38:19,25.9,62.8,501.10001,798.7000099999998
169137,213422,2019-12-05 12:38:35,25.9,62.9,574.2999900000002,926.70001
169138,213423,2019-12-05 12:38:51,26.0,62.4,466.29999,746.7999900000002
169139,213424,2019-12-05 12:39:07,26.0,61.5,297.0,494.60001
169140,213425,2019-12-05 12:39:23,26.0,61.4,192.7,328.0
169141,213426,2019-12-05 12:39:39,26.0,61.0,218.8,356.89999
169142,213427,2019-12-05 12:39:55,26.0,61.9,487.10001,803.7999900000002
169143,213428,2019-12-05 12:40:11,26.0,62.7,692.2999900000002,1167.5
169144,213429,2019-12-05 12:40:27,26.0,62.5,701.40002,1187.5999800000004
169145,213430,2019-12-05 12:40:43,26.0,62.5,685.0,1142.9000199999996
169146,213431,2019-12-05 12:40:59,26.1,62.4,655.59998,1069.5
169147,213432,2019-12-05 12:41:15,26.1,62.3,679.0,1123.4000199999996
169148,213433,2019-12-05 12:41:31,26.1,62.2,654.0,1074.9000199999996
169149,213434,2019-12-05 12:41:47,26.1,62.0,549.90002,857.5
169150,213435,2019-12-05 12:42:03,26.1,61.5,531.5,829.7999900000002
169151,213436,2019-12-05 12:42:19,26.1,61.4,579.2999900000002,924.0
169152,213437,2019-12-05 12:42:37,26.2,61.3,553.59998,871.4000199999998
169153,213438,2019-12-05 12:42:53,26.2,60.7,426.70001,659.90002
169154,213439,2019-12-05 12:43:09,26.2,60.0,260.89999,418.39999
169156,213441,2019-12-05 12:43:41,26.2,59.7,197.60001,318.89999
169157,213442,2019-12-05 12:43:57,26.3,60.0,271.79999,439.20001
169158,213443,2019-12-05 12:44:13,26.3,60.2,247.8,409.0
169159,213444,2019-12-05 12:44:29,26.4,60.2,204.89999,341.60001
169160,213445,2019-12-05 12:44:45,26.4,60.3,173.7,280.39999
169171,213456,2019-12-05 12:47:41,26.5,61.1,392.60001,628.5
169172,213457,2019-12-05 12:47:57,26.5,61.1,575.2999900000002,909.29999
169173,213458,2019-12-05 12:48:13,26.5,61.0,520.5,808.7999900000002
169174,213459,2019-12-05 12:48:29,26.5,60.8,482.60001,752.2000099999998
169175,213460,2019-12-05 12:48:45,26.5,60.8,472.39999000000006,730.0
169176,213461,2019-12-05 12:49:01,26.5,59.8,309.20001,478.39999000000006
169180,213465,2019-12-05 12:50:05,26.5,60.0,292.29999,468.5
169181,213466,2019-12-05 12:50:21,26.4,61.0,485.5,766.2000099999998
169182,213467,2019-12-05 12:50:37,26.2,61.2,513.5,804.40002
169183,213468,2019-12-05 12:50:53,26.2,61.3,475.89999000000006,741.09998
169184,213469,2019-12-05 12:51:09,26.1,61.3,451.79999,697.7999900000002
169185,213470,2019-12-05 12:51:25,26.1,60.3,383.39999,594.2999900000002
169186,213471,2019-12-05 12:51:40,26.0,60.4,326.89999,513.5
169187,213472,2019-12-05 12:51:56,26.0,60.7,340.60001,538.5
169188,213473,2019-12-05 12:52:12,25.9,60.9,335.70001,534.0
169189,213474,2019-12-05 12:52:28,25.9,60.8,288.0,475.10001
169190,213475,2019-12-05 12:52:44,25.8,60.8,260.20001,436.0
169191,213476,2019-12-05 12:53:00,25.7,61.0,273.89999,457.60001
169192,213477,2019-12-05 12:53:17,25.7,61.1,289.20001,478.60001
169193,213478,2019-12-05 12:53:33,25.7,60.8,273.70001,458.89999000000006
169194,213479,2019-12-05 12:53:49,25.7,61.0,266.89999,441.89999000000006
169195,213480,2019-12-05 12:54:05,25.7,61.0,270.5,441.5
169196,213481,2019-12-05 12:54:24,25.7,61.2,246.7,410.5
169197,213482,2019-12-05 12:54:40,25.7,61.1,229.3,384.20001
169198,213483,2019-12-05 12:54:56,25.8,61.2,231.39999,395.70001
169199,213484,2019-12-05 12:55:12,25.8,61.4,222.5,379.0
169200,213485,2019-12-05 12:55:28,25.8,61.1,209.0,355.10001
169201,213486,2019-12-05 12:55:43,25.8,60.9,191.10001,313.89999
169202,213487,2019-12-05 12:55:59,25.9,60.6,162.60001,259.10001
169209,213494,2019-12-05 12:57:52,25.9,61.2,228.60001,376.5
169210,213495,2019-12-05 12:58:08,25.7,61.2,282.29999,467.79999
169211,213496,2019-12-05 12:58:24,25.7,61.4,263.39999,439.10001
169212,213497,2019-12-05 12:58:40,25.7,61.5,246.5,415.29999
169213,213498,2019-12-05 12:58:56,25.7,61.7,231.8,382.0
169214,213499,2019-12-05 12:59:12,25.7,61.5,207.5,336.29999
169215,213500,2019-12-05 12:59:28,25.7,61.5,215.5,366.10001
169216,213501,2019-12-05 12:59:44,25.7,61.7,202.89999,346.79999
169217,213502,2019-12-05 13:00:00,25.8,62.0,148.8,248.0
169220,213505,2019-12-05 13:00:47,25.9,61.6,159.3,266.70001
169221,213506,2019-12-05 13:01:03,25.9,61.4,158.0,266.39999
169234,213519,2019-12-05 13:04:31,26.3,59.9,283.0,450.79999
169235,213520,2019-12-05 13:04:47,26.4,59.7,275.10001,448.89999000000006
169236,213521,2019-12-05 13:05:03,26.4,59.5,233.10001,382.89999
169237,213522,2019-12-05 13:05:18,26.4,59.4,182.8,299.89999
169244,213529,2019-12-05 13:07:11,26.4,58.7,189.60001,316.29999
169245,213530,2019-12-05 13:07:27,26.4,58.9,257.29999,424.89999000000006
169246,213531,2019-12-05 13:07:43,26.4,59.0,289.29999,475.20001
169247,213532,2019-12-05 13:07:59,26.4,59.3,287.20001,478.0
169248,213533,2019-12-05 13:08:15,26.4,59.4,278.20001,460.20001
169249,213534,2019-12-05 13:08:31,26.4,59.3,241.89999,402.0
169250,213535,2019-12-05 13:08:47,26.5,59.3,188.0,309.89999
169318,213603,2019-12-05 13:27:22,26.7,58.6,115.5,212.39999
169319,213604,2019-12-05 13:27:38,26.6,58.9,136.60001,250.39999
169320,213605,2019-12-05 13:27:54,26.6,59.1,156.3,262.39999
169321,213606,2019-12-05 13:28:11,26.6,59.6,217.2,359.79999
169322,213607,2019-12-05 13:28:27,26.5,59.8,251.89999,422.29999
169323,213608,2019-12-05 13:28:44,26.5,59.5,217.10001,367.29999
