,Unnamed: 0,created_at,temp,hum,p25,p10
9250,9254,2019-10-27 21:03:09,24.9,91.7,196.0,219.39999
9255,9259,2019-10-27 21:04:28,24.9,91.7,176.60001,197.8
9264,9268,2019-10-27 21:06:52,25.0,91.5,149.0,167.5
9265,9269,2019-10-27 21:07:08,25.0,91.5,148.3,167.2
9268,9272,2019-10-27 21:07:55,25.0,91.4,146.39999,164.39999
9271,9275,2019-10-27 21:08:43,25.1,91.4,146.3,164.3
9276,9280,2019-10-27 21:10:03,25.1,91.5,135.8,152.0
9281,9285,2019-10-27 21:11:23,25.2,91.3,141.39999,158.60001
9287,9291,2019-10-27 21:12:59,25.2,91.0,135.10001,152.60001
9288,9292,2019-10-27 21:13:15,25.2,91.1,137.60001,158.2
9293,9297,2019-10-27 21:14:34,25.3,91.0,226.39999,310.39999
9294,9298,2019-10-27 21:14:50,25.3,91.0,315.10001,463.20001
9295,9299,2019-10-27 21:15:06,25.3,90.9,241.10001,323.89999
9296,9300,2019-10-27 21:15:22,25.3,90.8,170.3,204.3
9297,9301,2019-10-27 21:15:38,25.3,90.8,146.60001,169.39999
9298,9302,2019-10-27 21:15:54,25.3,90.8,147.0,167.5
9299,9303,2019-10-27 21:16:10,25.3,90.7,147.7,165.89999
9303,9307,2019-10-27 21:17:14,25.3,90.7,138.39999,154.7
9305,9309,2019-10-27 21:17:46,25.3,90.7,142.7,160.3
9306,9310,2019-10-27 21:18:02,25.3,90.7,143.89999,160.8
9308,9312,2019-10-27 21:18:34,25.3,90.7,145.3,162.8
9309,9313,2019-10-27 21:18:50,25.3,90.7,147.10001,164.8
9310,9314,2019-10-27 21:19:06,25.3,90.7,145.2,163.2
9313,9317,2019-10-27 21:19:53,25.3,90.7,138.3,155.0
9315,9319,2019-10-27 21:20:25,25.3,90.7,136.2,153.0
9316,9320,2019-10-27 21:20:41,25.2,90.6,136.3,152.8
9317,9321,2019-10-27 21:20:57,25.2,90.7,129.89999,145.3
9318,9322,2019-10-27 21:21:13,25.2,90.7,131.60001,146.89999
9322,9326,2019-10-27 21:22:17,25.2,90.7,132.0,148.2
9323,9327,2019-10-27 21:22:33,25.2,90.7,128.60001,144.7
9324,9328,2019-10-27 21:22:49,25.2,90.7,129.5,145.7
9325,9329,2019-10-27 21:23:05,25.2,90.6,132.5,149.0
9326,9330,2019-10-27 21:23:21,25.2,90.7,134.2,151.60001
9327,9331,2019-10-27 21:23:37,25.2,90.7,136.89999,153.5
9328,9332,2019-10-27 21:23:53,25.2,90.7,137.7,156.0
9329,9333,2019-10-27 21:24:09,25.2,90.7,135.5,157.0
9332,9336,2019-10-27 21:24:57,25.2,90.6,135.0,155.3
9335,9339,2019-10-27 21:25:44,25.2,90.6,138.7,159.60001
9336,9340,2019-10-27 21:26:00,25.2,90.6,141.7,160.3
9338,9342,2019-10-27 21:26:32,25.2,90.6,144.3,164.10001
9339,9343,2019-10-27 21:26:48,25.2,90.5,144.10001,165.60001
9340,9344,2019-10-27 21:27:04,25.2,90.6,148.89999,168.3
9341,9345,2019-10-27 21:27:20,25.2,90.4,167.10001,189.5
9342,9346,2019-10-27 21:27:36,25.2,90.5,180.7,202.7
9350,9354,2019-10-27 21:29:44,25.2,90.7,169.2,189.3
9351,9355,2019-10-27 21:30:00,25.2,90.7,168.39999,188.8
9354,9358,2019-10-27 21:30:48,25.1,90.7,172.89999,193.89999
9361,9365,2019-10-27 21:32:39,25.1,90.9,157.2,176.60001
9366,9370,2019-10-27 21:33:58,25.1,91.0,156.60001,176.10001
9374,9378,2019-10-27 21:36:06,25.2,90.9,158.2,177.60001
9382,9386,2019-10-27 21:38:14,25.3,90.7,162.2,182.2
9404,9408,2019-10-27 21:44:05,25.4,90.4,159.10001,177.60001
9406,9410,2019-10-27 21:44:37,25.4,90.3,166.60001,186.0
9411,9415,2019-10-27 21:45:56,25.4,90.3,174.10001,194.7
9414,9418,2019-10-27 21:46:44,25.4,90.3,171.39999,191.5
9415,9419,2019-10-27 21:47:00,25.4,90.3,173.60001,194.0
9417,9421,2019-10-27 21:47:32,25.4,90.3,173.60001,194.10001
9418,9422,2019-10-27 21:47:48,25.5,90.3,176.3,197.2
9419,9423,2019-10-27 21:48:04,25.5,90.3,179.3,200.3
9443,9447,2019-10-27 21:54:27,25.4,90.4,200.8,224.2
9446,9450,2019-10-27 21:55:18,25.4,90.5,209.0,233.39999
9448,9452,2019-10-27 21:55:50,25.4,90.5,207.39999,230.89999
9449,9453,2019-10-27 21:56:05,25.4,90.5,215.39999,240.10001
9460,9464,2019-10-27 21:59:01,25.5,90.2,183.89999,205.8
9461,9465,2019-10-27 21:59:17,25.5,90.1,182.10001,203.60001
9465,9469,2019-10-27 22:00:21,25.4,90.1,186.7,208.39999
9471,9475,2019-10-27 22:01:57,25.3,90.3,202.39999,225.10001
9472,9476,2019-10-27 22:02:13,25.3,90.3,205.10001,228.2
9477,9481,2019-10-27 22:03:32,25.2,90.5,200.5,223.7
9478,9482,2019-10-27 22:03:48,25.2,90.6,208.5,232.5
9479,9483,2019-10-27 22:04:04,25.2,90.6,214.39999,239.60001
9498,9502,2019-10-27 22:09:07,25.2,90.9,208.2,233.39999
9504,9508,2019-10-27 22:10:43,25.3,90.9,206.5,230.60001
9511,9515,2019-10-27 22:12:35,25.3,90.7,211.8,237.2
9516,9520,2019-10-27 22:13:55,25.3,90.6,204.7,228.3
9519,9523,2019-10-27 22:14:43,25.4,90.6,215.89999,241.89999
9520,9524,2019-10-27 22:14:59,25.4,90.6,218.7,244.8
9522,9526,2019-10-27 22:15:30,25.4,90.5,219.7,246.7
9526,9530,2019-10-27 22:16:34,25.4,90.4,220.3,247.10001
9527,9531,2019-10-27 22:16:50,25.4,90.4,217.5,243.39999
9528,9532,2019-10-27 22:17:06,25.4,90.4,214.60001,239.5
9530,9534,2019-10-27 22:17:38,25.5,90.4,232.7,260.10001
9531,9535,2019-10-27 22:17:53,25.5,90.4,246.10001,275.39999
9532,9536,2019-10-27 22:18:09,25.5,90.3,255.10001,285.39999
9536,9540,2019-10-27 22:19:13,25.4,90.2,283.79999,317.20001
9538,9542,2019-10-27 22:19:45,25.4,90.2,267.0,299.20001
9540,9544,2019-10-27 22:20:16,25.4,90.2,258.60001,289.29999
9541,9545,2019-10-27 22:20:32,25.4,90.2,253.5,284.70001
9542,9546,2019-10-27 22:20:48,25.4,90.2,261.39999,293.0
9544,9548,2019-10-27 22:21:20,25.5,90.2,270.70001,302.20001
9545,9549,2019-10-27 22:21:36,25.4,90.2,273.89999,305.70001
9551,9555,2019-10-27 22:23:12,25.4,90.2,270.89999,303.5
9554,9558,2019-10-27 22:24:00,25.5,90.4,294.0,330.20001
9558,9562,2019-10-27 22:25:03,25.4,90.3,290.70001,324.5
9562,9566,2019-10-27 22:26:07,25.4,90.2,284.39999,319.39999
9565,9569,2019-10-27 22:26:55,25.4,90.3,267.5,299.29999
9567,9571,2019-10-27 22:27:27,25.4,90.3,269.5,302.79999
9578,9582,2019-10-27 22:30:27,25.4,90.6,284.39999,317.89999
9581,9585,2019-10-27 22:31:15,25.4,90.7,310.0,346.70001
9595,9599,2019-10-27 22:34:58,25.4,90.6,369.29999,419.79999
9596,9600,2019-10-27 22:35:14,25.4,90.6,384.89999,454.20001
9597,9601,2019-10-27 22:35:30,25.4,90.6,353.39999,408.0
9614,9618,2019-10-27 22:40:01,25.4,90.6,333.39999,375.79999
9619,9623,2019-10-27 22:41:21,25.3,90.5,326.70001,365.29999
9630,9634,2019-10-27 22:44:19,25.2,90.8,318.29999,356.79999
9636,9640,2019-10-27 22:45:55,25.1,91.0,349.60001,394.70001
9652,9656,2019-10-27 22:50:10,25.0,91.2,318.10001,357.5
9656,9660,2019-10-27 22:51:14,25.1,91.2,329.39999,371.20001
9657,9661,2019-10-27 22:51:30,25.1,91.1,344.70001,396.29999
9658,9662,2019-10-27 22:51:46,25.0,91.1,353.89999,406.89999
9659,9663,2019-10-27 22:52:02,25.0,91.2,358.79999,406.39999
9660,9664,2019-10-27 22:52:18,25.0,91.2,359.89999,410.5
9661,9665,2019-10-27 22:52:34,24.9,91.3,360.10001,410.89999
9707,9711,2019-10-27 23:04:48,25.0,91.5,319.5,359.20001
9716,9720,2019-10-27 23:07:11,25.0,91.4,306.29999,343.10001
9730,9734,2019-10-27 23:10:59,25.2,91.3,314.20001,351.70001
9747,9751,2019-10-27 23:15:31,25.2,91.0,304.89999,340.10001
9751,9755,2019-10-27 23:16:34,25.2,90.9,311.60001,349.5
9771,9775,2019-10-27 23:21:53,25.2,90.9,278.0,310.29999
9779,9783,2019-10-27 23:24:01,25.2,90.9,290.70001,324.5
9853,9857,2019-10-27 23:43:43,25.1,91.3,282.89999,317.89999
9857,9861,2019-10-27 23:44:47,25.1,91.2,282.29999,316.79999
9861,9865,2019-10-27 23:45:51,25.1,90.9,285.5,319.79999
9866,9870,2019-10-27 23:47:10,25.1,90.8,276.5,309.0
9868,9872,2019-10-27 23:47:42,25.1,90.9,270.20001,302.70001
9870,9874,2019-10-27 23:48:14,25.0,90.9,280.70001,315.89999
9871,9875,2019-10-27 23:48:30,25.1,90.9,290.79999,336.79999
9872,9876,2019-10-27 23:48:46,25.0,90.9,289.60001,330.0
9873,9877,2019-10-27 23:49:02,25.0,91.0,292.29999,330.70001
9874,9878,2019-10-27 23:49:18,25.0,91.0,300.5,339.10001
9876,9880,2019-10-27 23:49:49,24.9,91.0,303.60001,341.39999
9879,9883,2019-10-27 23:50:37,24.9,91.3,283.5,318.0
9880,9884,2019-10-27 23:50:53,24.9,91.4,285.60001,320.89999
9882,9886,2019-10-27 23:51:25,24.9,91.4,278.89999,312.79999
9887,9891,2019-10-27 23:52:45,24.9,91.6,272.20001,306.0
9888,9892,2019-10-27 23:53:01,24.9,91.6,264.70001,297.20001
9891,9895,2019-10-27 23:53:49,24.9,91.6,265.0,296.39999
9892,9896,2019-10-27 23:54:05,24.9,91.7,264.89999,296.10001
9896,9900,2019-10-27 23:55:09,24.9,91.7,259.10001,289.20001
9897,9901,2019-10-27 23:55:25,24.9,91.8,257.39999,287.5
9898,9902,2019-10-27 23:55:40,24.9,91.8,259.20001,289.60001
9901,9905,2019-10-27 23:56:28,24.9,91.7,259.60001,291.10001
9902,9906,2019-10-27 23:56:44,25.0,91.7,266.0,297.79999
9904,9908,2019-10-27 23:57:16,25.0,91.7,262.29999,294.29999
9905,9909,2019-10-27 23:57:32,25.0,91.7,267.79999,300.10001
9907,9911,2019-10-27 23:58:04,25.0,91.7,275.0,309.20001
9908,9912,2019-10-27 23:58:20,25.0,91.7,274.0,307.20001
9909,9913,2019-10-27 23:58:36,24.9,91.7,268.60001,301.0
9910,9914,2019-10-27 23:58:52,25.0,91.7,271.39999,304.10001
9913,9917,2019-10-27 23:59:39,25.0,91.7,274.0,307.29999
9918,9922,2019-10-28 00:00:59,25.1,91.6,284.5,318.60001
9919,9923,2019-10-28 00:01:15,25.1,91.6,283.0,317.20001
9920,9924,2019-10-28 00:01:31,25.1,91.6,272.10001,304.29999
9921,9925,2019-10-28 00:01:47,25.1,91.6,270.89999,302.70001
9922,9926,2019-10-28 00:02:03,25.1,91.6,270.70001,304.10001
9925,9929,2019-10-28 00:02:51,25.1,91.5,284.39999,318.70001
9927,9931,2019-10-28 00:03:23,25.1,91.5,294.10001,329.79999
9940,9944,2019-10-28 00:06:50,25.2,91.4,311.39999,349.89999
9944,9948,2019-10-28 00:07:54,25.2,91.3,315.39999,356.5
9945,9949,2019-10-28 00:08:10,25.2,91.3,316.20001,355.5
9946,9950,2019-10-28 00:08:26,25.2,91.3,316.10001,355.5
9947,9951,2019-10-28 00:08:42,25.2,91.3,320.79999,362.89999
9980,9984,2019-10-28 00:17:28,25.2,91.3,303.70001,341.20001
9990,9994,2019-10-28 00:20:07,25.2,91.3,297.20001,333.89999
9996,10000,2019-10-28 00:21:43,25.2,91.2,329.5,370.5
9997,10001,2019-10-28 00:21:59,25.2,91.2,325.10001,365.10001
9998,10002,2019-10-28 00:22:15,25.2,91.2,332.10001,373.29999
9999,10003,2019-10-28 00:22:31,25.1,91.2,340.20001,384.39999
10000,10004,2019-10-28 00:22:47,25.2,91.2,330.89999,372.20001
10001,10005,2019-10-28 00:23:03,25.2,91.1,319.89999,358.5
10004,10008,2019-10-28 00:23:51,25.2,91.0,305.10001,343.79999
10041,10045,2019-10-28 00:33:41,24.8,91.6,314.10001,351.10001
10042,10046,2019-10-28 00:33:57,24.8,91.6,320.0,358.0
10065,10069,2019-10-28 00:40:04,24.9,91.6,319.20001,357.29999
10069,10073,2019-10-28 00:41:08,24.9,91.6,332.0,373.10001
10080,10084,2019-10-28 00:44:03,24.9,91.8,327.20001,367.60001
10090,10094,2019-10-28 00:46:43,24.9,91.8,352.20001,400.60001
10091,10095,2019-10-28 00:46:59,24.9,91.8,349.20001,397.10001
10092,10096,2019-10-28 00:47:15,24.9,91.8,347.5,392.39999
10093,10097,2019-10-28 00:47:30,24.9,91.8,361.60001,411.5
10094,10098,2019-10-28 00:47:46,24.9,91.8,359.10001,403.79999
10096,10100,2019-10-28 00:48:18,24.9,91.8,347.39999,390.5
10101,10105,2019-10-28 00:49:41,24.9,91.6,364.60001,410.10001
10102,10106,2019-10-28 00:49:57,24.9,91.6,373.60001,423.29999
10103,10107,2019-10-28 00:50:12,25.0,91.6,378.10001,426.60001
10106,10110,2019-10-28 00:51:00,24.9,91.5,364.10001,409.79999
10108,10112,2019-10-28 00:51:32,24.9,91.3,375.79999,434.70001
10109,10113,2019-10-28 00:51:48,24.9,91.3,378.0,444.79999
10110,10114,2019-10-28 00:52:04,24.7,91.3,371.29999,420.10001
10112,10116,2019-10-28 00:52:36,24.8,91.5,365.10001,414.0
10113,10117,2019-10-28 00:52:52,24.7,91.5,389.5,486.29999
10114,10118,2019-10-28 00:53:08,24.7,91.6,398.29999,507.10001
10115,10119,2019-10-28 00:53:23,24.6,91.7,396.5,478.5
10116,10120,2019-10-28 00:53:39,24.5,91.8,398.5,489.79999
10117,10121,2019-10-28 00:53:55,24.4,91.9,396.0,485.29999
10118,10122,2019-10-28 00:54:11,24.4,92.0,395.60001,471.79999
10119,10123,2019-10-28 00:54:27,24.4,92.1,395.70001,458.10001
10120,10124,2019-10-28 00:54:43,24.4,92.2,386.89999,434.89999000000006
10121,10125,2019-10-28 00:54:59,24.4,92.3,390.70001,440.70001
10122,10126,2019-10-28 00:55:15,24.4,92.3,389.10001,437.5
10123,10127,2019-10-28 00:55:31,24.4,92.4,389.89999,438.79999
10124,10128,2019-10-28 00:55:47,24.4,92.5,392.39999,445.10001
10125,10129,2019-10-28 00:56:03,24.3,92.5,383.70001,432.5
10126,10130,2019-10-28 00:56:19,24.3,92.6,380.39999,427.29999
10129,10133,2019-10-28 00:57:07,24.3,92.7,360.39999,404.5
10132,10136,2019-10-28 00:57:55,24.3,92.9,364.0,409.0
10140,10144,2019-10-28 01:00:02,24.4,92.9,357.29999,399.5
10141,10145,2019-10-28 01:00:18,24.4,92.9,364.79999,408.5
10142,10146,2019-10-28 01:00:34,24.4,92.9,367.10001,411.89999
10149,10153,2019-10-28 01:02:26,24.5,92.9,377.89999,424.20001
10151,10155,2019-10-28 01:02:58,24.6,92.8,377.79999,424.10001
10153,10157,2019-10-28 01:03:30,24.6,92.8,378.79999,424.79999
10155,10159,2019-10-28 01:04:02,24.6,92.7,376.70001,423.60001
10185,10189,2019-10-28 01:12:00,25.0,91.8,366.39999,411.0
10188,10192,2019-10-28 01:12:48,25.1,91.7,411.60001,461.5
10189,10193,2019-10-28 01:13:04,25.1,91.7,409.70001,459.79999
10191,10195,2019-10-28 01:13:36,25.1,91.7,394.89999,442.0
10192,10196,2019-10-28 01:13:52,25.1,91.6,398.20001,446.10001
10199,10203,2019-10-28 01:15:44,25.0,91.6,392.79999,440.39999000000006
10200,10204,2019-10-28 01:16:00,25.0,91.6,391.10001,438.39999000000006
10201,10205,2019-10-28 01:16:16,25.0,91.6,380.0,425.39999000000006
10204,10208,2019-10-28 01:17:04,25.0,91.6,382.5,428.20001
10207,10211,2019-10-28 01:17:51,25.0,91.7,393.79999,442.20001
10208,10212,2019-10-28 01:18:07,24.9,91.6,392.0,440.39999000000006
10214,10218,2019-10-28 01:19:43,24.8,91.7,382.79999,429.79999
10216,10220,2019-10-28 01:20:15,24.8,91.8,383.89999,430.29999
10217,10221,2019-10-28 01:20:31,24.8,91.9,391.70001,439.10001
10221,10225,2019-10-28 01:21:35,24.8,92.0,409.10001,458.79999
10222,10226,2019-10-28 01:21:51,24.9,92.0,414.0,463.70001
10223,10227,2019-10-28 01:22:07,24.8,92.0,417.29999,468.0
10224,10228,2019-10-28 01:22:23,24.8,92.0,411.89999,462.60001
10225,10229,2019-10-28 01:22:39,24.8,92.0,403.5,452.70001
10226,10230,2019-10-28 01:22:55,24.8,92.0,412.20001,462.29999
10227,10231,2019-10-28 01:23:11,24.8,92.0,402.10001,451.20001
10228,10232,2019-10-28 01:23:27,24.8,92.0,400.39999,449.10001
10229,10233,2019-10-28 01:23:43,24.8,92.0,408.70001,457.89999000000006
10230,10234,2019-10-28 01:23:59,24.8,92.0,404.10001,452.39999000000006
10231,10235,2019-10-28 01:24:15,24.8,92.0,404.79999,453.0
10233,10237,2019-10-28 01:24:46,24.7,92.0,394.60001,442.20001
10239,10243,2019-10-28 01:26:22,24.8,92.0,383.70001,429.79999
10241,10245,2019-10-28 01:26:54,24.8,92.0,391.10001,437.39999000000006
10243,10247,2019-10-28 01:27:26,24.8,92.0,390.79999,437.39999000000006
10245,10249,2019-10-28 01:27:58,24.8,92.0,383.10001,428.89999000000006
10246,10250,2019-10-28 01:28:14,24.8,92.0,384.0,430.20001
10250,10254,2019-10-28 01:29:18,24.9,92.0,391.70001,438.89999000000006
10252,10256,2019-10-28 01:29:50,24.8,92.0,386.89999,433.29999
10259,10263,2019-10-28 01:31:41,24.8,91.8,369.60001,413.5
10261,10265,2019-10-28 01:32:13,24.8,91.8,376.5,421.20001
10264,10268,2019-10-28 01:33:01,24.9,91.8,381.60001,427.20001
10265,10269,2019-10-28 01:33:17,24.9,91.8,367.70001,411.70001
10266,10270,2019-10-28 01:33:32,24.8,91.8,364.5,407.70001
10270,10274,2019-10-28 01:34:36,24.9,91.9,377.60001,422.60001
10273,10277,2019-10-28 01:35:24,24.9,91.8,392.89999,440.20001
10278,10282,2019-10-28 01:36:44,24.8,91.8,382.0,428.29999
10280,10284,2019-10-28 01:37:16,24.9,91.8,378.10001,423.10001
10282,10286,2019-10-28 01:37:48,24.8,91.7,366.10001,409.5
10283,10287,2019-10-28 01:38:04,24.8,91.7,361.20001,403.79999
10288,10292,2019-10-28 01:39:23,24.8,91.7,363.79999,407.39999
10289,10293,2019-10-28 01:39:39,24.9,91.7,362.39999,406.10001
10290,10294,2019-10-28 01:39:55,24.9,91.7,368.79999,413.0
10293,10297,2019-10-28 01:40:43,24.8,91.6,367.79999,411.89999
10304,10308,2019-10-28 01:43:39,24.8,91.5,368.70001,413.39999
10311,10315,2019-10-28 01:45:31,24.8,91.7,384.20001,430.70001
10312,10316,2019-10-28 01:45:46,24.7,91.7,385.79999,432.89999000000006
10315,10319,2019-10-28 01:46:34,24.7,91.8,361.0,404.5
