,created_at,temp,hum,p25,p10
23734,2019-11-06 05:01:00,20.9,94.0,127.2,232.0
23735,2019-11-06 05:02:00,20.8,94.0,130.0,236.10001
23736,2019-11-06 05:02:00,20.9,94.0,127.6,228.60001
23738,2019-11-06 05:03:00,20.9,93.9,125.4,225.0
23739,2019-11-06 05:03:00,20.9,93.8,123.9,212.60001
23742,2019-11-06 05:04:00,21.1,93.8,126.3,223.2
23744,2019-11-06 05:05:00,21.0,93.6,126.6,222.0
23745,2019-11-06 05:05:00,21.0,93.6,123.7,213.39999
23747,2019-11-06 05:06:00,21.0,93.5,122.2,213.89999
23749,2019-11-06 05:07:00,21.0,93.6,124.9,227.5
23750,2019-11-06 05:07:00,21.0,93.6,125.3,218.8
23753,2019-11-06 05:08:00,20.9,93.8,125.8,224.39999
23754,2019-11-06 05:08:00,20.9,93.8,124.9,228.60001
23755,2019-11-06 05:09:00,20.9,93.9,125.2,236.2
23756,2019-11-06 05:09:00,20.9,94.0,126.9,237.10001
23758,2019-11-06 05:10:00,20.8,94.1,127.2,236.3
23759,2019-11-06 05:10:00,20.8,94.1,126.3,222.8
23760,2019-11-06 05:10:00,20.7,94.1,125.7,222.8
23762,2019-11-06 05:11:00,20.7,94.3,123.2,216.2
23763,2019-11-06 05:11:00,20.7,94.3,124.4,222.2
23764,2019-11-06 05:12:00,20.7,94.4,122.3,212.60001
23765,2019-11-06 05:12:00,20.7,94.4,120.6,210.39999
23768,2019-11-06 05:13:00,20.6,94.4,123.1,214.89999
23769,2019-11-06 05:14:00,20.6,94.5,123.8,210.3
23771,2019-11-06 05:14:00,20.6,94.5,125.0,223.8
23772,2019-11-06 05:15:00,20.6,94.6,124.0,216.7
23777,2019-11-06 05:16:00,20.6,94.5,122.9,215.5
23778,2019-11-06 05:17:00,20.6,94.6,121.8,219.0
23780,2019-11-06 05:17:00,20.6,94.6,122.5,216.39999
23781,2019-11-06 05:18:00,20.5,94.6,124.7,226.7
23789,2019-11-06 05:20:00,20.5,94.8,124.3,237.3
23790,2019-11-06 05:21:00,20.5,94.8,124.6,230.89999
23791,2019-11-06 05:21:00,20.5,94.8,125.0,228.39999
23794,2019-11-06 05:22:00,20.5,94.8,119.5,217.5
23796,2019-11-06 05:23:00,20.4,94.9,123.4,224.0
23805,2019-11-06 05:26:00,20.5,94.9,125.4,232.3
23806,2019-11-06 05:26:00,20.5,94.9,122.7,223.5
23812,2019-11-06 05:28:00,20.4,95.0,125.0,237.7
23816,2019-11-06 05:30:00,20.4,95.1,122.6,236.10001
23817,2019-11-06 05:30:00,20.4,95.0,124.7,238.3
23818,2019-11-06 05:30:00,20.4,95.0,125.4,236.7
23819,2019-11-06 05:31:00,20.4,95.0,123.5,223.0
23820,2019-11-06 05:31:00,20.4,95.0,124.2,231.7
23822,2019-11-06 05:32:00,20.4,95.1,120.1,229.39999
23824,2019-11-06 05:33:00,20.4,95.1,121.0,219.60001
23828,2019-11-06 05:34:00,20.4,95.1,119.4,222.3
23829,2019-11-06 05:34:00,20.4,95.1,118.8,227.10001
23830,2019-11-06 05:35:00,20.4,95.1,121.9,234.5
23833,2019-11-06 05:36:00,20.4,95.2,123.2,224.0
23834,2019-11-06 05:36:00,20.3,95.2,121.5,220.10001
23837,2019-11-06 05:37:00,20.4,95.2,125.8,251.3
23841,2019-11-06 05:38:00,20.4,95.2,123.6,235.89999
23842,2019-11-06 05:39:00,20.4,95.2,125.7,240.0
23846,2019-11-06 05:40:00,20.5,95.0,121.5,219.89999
23848,2019-11-06 05:41:00,20.5,95.0,121.1,235.3
23850,2019-11-06 05:41:00,20.5,94.8,118.8,216.39999
23851,2019-11-06 05:42:00,20.6,94.7,117.9,217.39999
23852,2019-11-06 05:42:00,20.6,94.6,114.6,204.89999
23853,2019-11-06 05:43:00,20.6,94.5,117.6,222.10001
23854,2019-11-06 05:43:00,20.6,94.5,117.2,216.8
23857,2019-11-06 05:44:00,20.6,94.4,119.6,222.10001
23861,2019-11-06 05:45:00,20.6,94.5,119.6,223.0
23863,2019-11-06 05:46:00,20.5,94.6,118.3,220.3
23864,2019-11-06 05:46:00,20.5,94.7,119.6,207.10001
23868,2019-11-06 05:48:00,20.5,94.9,122.4,234.10001
23871,2019-11-06 05:49:00,20.5,94.9,119.2,214.39999
23872,2019-11-06 05:49:00,20.5,95.2,125.1,241.60001
23873,2019-11-06 05:49:00,20.5,95.4,126.9,249.10001
23875,2019-11-06 05:50:00,20.5,95.1,121.6,232.2
23876,2019-11-06 05:50:00,20.6,95.3,129.39999,254.89999
23883,2019-11-06 05:53:00,20.9,94.3,122.7,225.89999
23887,2019-11-06 05:54:00,21.0,94.0,124.8,237.7
23889,2019-11-06 05:55:00,21.0,94.0,119.1,218.0
23890,2019-11-06 05:55:00,20.9,94.0,119.6,221.5
23891,2019-11-06 05:56:00,20.9,94.0,121.4,233.39999
23894,2019-11-06 05:57:00,20.8,94.2,120.0,229.60001
23895,2019-11-06 05:57:00,20.8,94.3,122.5,225.39999
23896,2019-11-06 05:57:00,20.8,94.3,122.3,220.89999
23899,2019-11-06 05:58:00,20.8,94.5,122.4,231.7
23900,2019-11-06 05:59:00,20.7,94.5,123.9,231.0
23903,2019-11-06 06:00:00,20.7,94.6,121.8,227.39999
23904,2019-11-06 06:00:00,20.7,94.7,122.7,241.39999
23905,2019-11-06 06:00:00,20.7,94.8,122.9,231.8
23911,2019-11-06 06:03:00,20.6,94.7,122.9,220.3
23914,2019-11-06 06:04:00,20.6,94.6,121.1,219.3
23917,2019-11-06 06:05:00,20.7,94.8,120.7,226.3
23918,2019-11-06 06:05:00,20.7,94.8,121.8,241.0
23920,2019-11-06 06:06:00,20.6,94.7,119.5,223.39999
23923,2019-11-06 06:07:00,20.6,94.6,117.1,204.5
23924,2019-11-06 06:07:00,20.6,94.6,116.1,214.3
23925,2019-11-06 06:07:00,20.6,94.7,117.4,214.10001
23926,2019-11-06 06:08:00,20.6,94.7,116.7,217.7
23927,2019-11-06 06:08:00,20.6,94.8,116.6,211.0
23930,2019-11-06 06:09:00,20.6,94.9,118.3,210.39999
23931,2019-11-06 06:09:00,20.6,94.9,119.8,214.8
23935,2019-11-06 06:11:00,20.6,94.9,123.8,231.5
23936,2019-11-06 06:11:00,20.6,94.8,123.1,228.3
23938,2019-11-06 06:12:00,20.7,94.8,120.4,230.2
23944,2019-11-06 06:14:00,20.7,94.7,120.4,215.5
23945,2019-11-06 06:14:00,20.7,94.7,119.9,228.10001
23946,2019-11-06 06:15:00,20.7,94.8,121.1,228.10001
23948,2019-11-06 06:15:00,20.7,94.8,120.1,226.89999
23951,2019-11-06 06:16:00,20.6,94.9,118.5,217.5
23952,2019-11-06 06:17:00,20.6,94.9,118.2,215.2
23953,2019-11-06 06:17:00,20.6,94.8,118.5,219.2
23954,2019-11-06 06:17:00,20.6,94.8,120.8,235.39999
23955,2019-11-06 06:18:00,20.6,94.8,119.8,230.8
23956,2019-11-06 06:18:00,20.6,94.8,119.6,220.2
23957,2019-11-06 06:19:00,20.6,94.7,119.8,211.60001
23958,2019-11-06 06:19:00,20.6,94.7,118.2,214.5
23961,2019-11-06 06:20:00,20.6,94.8,121.2,216.10001
23962,2019-11-06 06:20:00,20.6,94.8,120.5,213.10001
23963,2019-11-06 06:21:00,20.6,94.8,120.3,218.8
23965,2019-11-06 06:21:00,20.6,94.9,122.4,217.60001
23969,2019-11-06 06:23:00,20.6,94.9,123.1,230.89999
23970,2019-11-06 06:23:00,20.6,95.0,123.7,237.5
23975,2019-11-06 06:25:00,20.6,95.1,120.4,231.0
23976,2019-11-06 06:25:00,20.6,95.1,119.6,230.39999
23979,2019-11-06 06:26:00,20.6,95.1,120.7,215.0
23980,2019-11-06 06:27:00,20.6,95.1,121.4,215.2
23981,2019-11-06 06:27:00,20.6,95.1,118.8,212.0
23985,2019-11-06 06:28:00,20.6,95.0,120.3,232.3
23987,2019-11-06 06:29:00,20.6,95.0,120.3,226.0
23993,2019-11-06 06:31:00,20.6,95.1,121.9,220.7
23994,2019-11-06 06:31:00,20.6,95.0,121.8,215.5
23998,2019-11-06 06:33:00,20.6,95.1,120.8,230.89999
24003,2019-11-06 06:35:00,20.6,95.0,120.2,222.39999
24004,2019-11-06 06:35:00,20.6,95.0,119.4,214.10001
24006,2019-11-06 06:36:00,20.6,94.8,118.7,219.39999
24007,2019-11-06 06:36:00,20.6,94.8,117.8,217.8
24016,2019-11-06 06:39:00,20.9,94.5,121.9,235.39999
24017,2019-11-06 06:39:00,20.9,94.4,123.2,229.89999
24019,2019-11-06 06:40:00,21.0,94.3,125.8,235.89999
24020,2019-11-06 06:40:00,21.1,94.1,125.1,239.10001
24022,2019-11-06 06:41:00,21.3,93.7,125.0,234.3
24023,2019-11-06 06:42:00,21.4,93.6,125.6,227.8
24026,2019-11-06 06:43:00,21.5,93.2,128.60001,243.39999
24027,2019-11-06 06:43:00,21.6,93.1,129.39999,247.0
24028,2019-11-06 06:43:00,21.7,93.0,128.5,246.89999
24029,2019-11-06 06:44:00,21.7,92.9,127.4,242.3
24031,2019-11-06 06:44:00,21.7,92.7,122.6,225.39999
24042,2019-11-06 06:48:00,21.2,93.7,122.0,214.8
24045,2019-11-06 06:49:00,21.1,94.1,124.7,225.0
24046,2019-11-06 06:49:00,21.1,94.1,123.1,230.5
24049,2019-11-06 06:50:00,21.1,94.1,124.5,225.2
24055,2019-11-06 06:53:00,21.1,94.2,126.6,234.0
24058,2019-11-06 06:54:00,21.1,94.3,124.6,227.89999
24060,2019-11-06 06:54:00,21.1,94.4,125.0,233.10001
24061,2019-11-06 06:55:00,21.1,94.4,126.5,242.0
24063,2019-11-06 06:55:00,21.1,94.5,127.4,239.2
24064,2019-11-06 06:56:00,21.1,94.5,127.3,236.89999
24065,2019-11-06 06:56:00,21.1,94.6,129.89999,239.10001
24066,2019-11-06 06:56:00,21.1,94.6,128.7,232.39999
24067,2019-11-06 06:57:00,21.1,94.7,129.3,237.2
24068,2019-11-06 06:57:00,21.1,94.7,128.39999,233.8
24070,2019-11-06 06:58:00,21.1,94.7,127.8,231.5
24071,2019-11-06 06:58:00,21.1,94.7,128.39999,232.8
24072,2019-11-06 06:58:00,21.1,94.7,128.3,240.39999
24073,2019-11-06 06:59:00,21.1,94.7,126.0,234.39999
24076,2019-11-06 07:00:00,21.2,94.5,126.8,230.39999
24080,2019-11-06 07:01:00,21.3,94.3,125.4,223.5
24081,2019-11-06 07:02:00,21.3,94.2,126.4,225.39999
24083,2019-11-06 07:02:00,21.4,94.2,132.60001,237.7
24085,2019-11-06 07:03:00,21.4,94.1,128.10001,234.5
24087,2019-11-06 07:04:00,21.4,94.1,126.7,224.5
24089,2019-11-06 07:04:00,21.5,94.0,126.9,228.8
24095,2019-11-06 07:06:00,21.5,94.0,134.2,247.60001
24096,2019-11-06 07:07:00,21.6,94.0,132.2,230.5
24098,2019-11-06 07:07:00,21.6,94.0,128.10001,226.8
24100,2019-11-06 07:08:00,21.5,94.1,129.2,234.89999
24101,2019-11-06 07:08:00,21.6,94.2,130.3,243.5
24104,2019-11-06 07:10:00,21.5,94.3,130.39999,233.3
24105,2019-11-06 07:10:00,21.5,94.3,132.89999,232.10001
24106,2019-11-06 07:10:00,21.5,94.3,131.89999,235.7
24107,2019-11-06 07:11:00,21.5,94.3,130.39999,241.10001
24108,2019-11-06 07:11:00,21.5,94.4,132.10001,237.60001
24109,2019-11-06 07:11:00,21.5,94.4,133.10001,239.7
24111,2019-11-06 07:12:00,21.6,94.4,132.89999,250.0
24112,2019-11-06 07:12:00,21.5,94.5,133.2,250.89999
24113,2019-11-06 07:13:00,21.5,94.5,136.89999,247.39999
24114,2019-11-06 07:13:00,21.5,94.5,136.2,244.5
24115,2019-11-06 07:13:00,21.5,94.6,136.8,243.10001
24116,2019-11-06 07:14:00,21.6,94.5,133.2,231.3
24118,2019-11-06 07:14:00,21.6,94.4,130.0,232.89999
24120,2019-11-06 07:15:00,21.6,94.3,130.2,233.8
24123,2019-11-06 07:16:00,21.7,94.2,134.89999,242.5
24124,2019-11-06 07:16:00,21.7,94.1,136.0,247.39999
24125,2019-11-06 07:17:00,21.8,94.1,136.5,249.60001
24126,2019-11-06 07:17:00,21.8,94.0,137.89999,253.5
24127,2019-11-06 07:17:00,21.9,93.9,140.3,252.8
24128,2019-11-06 07:18:00,21.9,93.8,138.7,254.2
24129,2019-11-06 07:18:00,21.9,93.6,138.0,248.7
24130,2019-11-06 07:19:00,22.0,93.5,136.8,239.60001
24132,2019-11-06 07:19:00,22.1,93.5,135.89999,247.89999
24133,2019-11-06 07:20:00,22.1,93.4,136.3,255.2
24135,2019-11-06 07:20:00,22.1,93.5,139.2,242.2
24136,2019-11-06 07:21:00,22.2,93.5,139.39999,243.2
24137,2019-11-06 07:21:00,22.1,93.5,138.39999,246.39999
24138,2019-11-06 07:21:00,22.1,93.6,138.2,250.39999
24139,2019-11-06 07:22:00,22.1,93.6,137.10001,247.7
24141,2019-11-06 07:22:00,22.1,93.7,137.5,242.5
24142,2019-11-06 07:23:00,22.0,93.8,137.10001,242.10001
24143,2019-11-06 07:23:00,22.0,93.9,137.89999,251.3
24144,2019-11-06 07:23:00,22.0,93.9,139.2,251.10001
24146,2019-11-06 07:24:00,22.0,94.0,134.89999,237.39999
24147,2019-11-06 07:24:00,22.0,93.9,136.10001,246.2
24148,2019-11-06 07:25:00,22.1,93.9,136.39999,242.8
24149,2019-11-06 07:25:00,22.0,93.7,137.0,245.10001
24152,2019-11-06 07:26:00,22.1,93.6,137.7,237.89999
24153,2019-11-06 07:26:00,22.2,93.5,138.7,249.2
24154,2019-11-06 07:27:00,22.1,93.4,140.7,250.2
24155,2019-11-06 07:27:00,22.2,93.4,140.60001,246.10001
24156,2019-11-06 07:28:00,22.2,93.5,139.7,244.5
24157,2019-11-06 07:28:00,22.2,93.4,140.39999,254.60001
24158,2019-11-06 07:28:00,22.3,93.4,142.3,258.29999
24159,2019-11-06 07:29:00,22.3,93.3,142.5,256.0
24160,2019-11-06 07:29:00,22.3,93.3,142.60001,254.5
24162,2019-11-06 07:30:00,22.4,93.1,144.8,250.10001
24163,2019-11-06 07:30:00,22.4,93.0,147.10001,256.79999
24164,2019-11-06 07:30:00,22.4,92.9,143.5,250.60001
24166,2019-11-06 07:31:00,22.5,92.7,143.7,253.7
24168,2019-11-06 07:32:00,22.6,92.6,143.8,251.0
24169,2019-11-06 07:32:00,22.6,92.5,144.10001,257.60001
24170,2019-11-06 07:32:00,22.6,92.5,142.89999,256.79999
24171,2019-11-06 07:33:00,22.7,92.5,146.3,261.70001
24172,2019-11-06 07:33:00,22.7,92.4,145.0,252.60001
24173,2019-11-06 07:33:00,22.7,92.3,144.0,249.0
24174,2019-11-06 07:34:00,22.8,92.0,146.7,251.39999
24175,2019-11-06 07:34:00,22.8,91.9,145.7,256.0
24177,2019-11-06 07:35:00,22.9,92.1,142.3,243.39999
24179,2019-11-06 07:35:00,22.9,91.5,144.0,250.5
24180,2019-11-06 07:36:00,22.9,91.3,144.10001,255.5
24181,2019-11-06 07:36:00,23.0,91.3,144.2,252.89999
24183,2019-11-06 07:37:00,23.0,91.3,139.2,242.5
24184,2019-11-06 07:37:00,23.1,91.6,141.3,250.5
24187,2019-11-06 07:38:00,23.1,91.2,141.39999,249.2
24188,2019-11-06 07:39:00,23.1,90.8,141.60001,249.0
24189,2019-11-06 07:39:00,23.1,90.4,142.3,247.10001
24190,2019-11-06 07:39:00,23.2,90.2,142.3,237.3
24191,2019-11-06 07:40:00,23.2,90.2,141.7,240.39999
24192,2019-11-06 07:40:00,23.2,90.2,140.2,239.8
24193,2019-11-06 07:40:00,23.2,90.1,140.8,234.7
24194,2019-11-06 07:41:00,23.3,90.2,141.7,244.7
24195,2019-11-06 07:41:00,23.3,90.2,140.60001,244.7
24197,2019-11-06 07:42:00,23.4,89.6,142.39999,236.60001
24199,2019-11-06 07:42:00,23.5,88.9,141.89999,236.8
24200,2019-11-06 07:43:00,23.6,88.4,139.5,223.2
24201,2019-11-06 07:43:00,23.6,88.3,139.8,234.10001
24204,2019-11-06 07:44:00,23.7,87.6,141.7,238.60001
24206,2019-11-06 07:45:00,23.8,87.2,143.8,237.8
24207,2019-11-06 07:45:00,23.8,88.8,143.39999,239.10001
24209,2019-11-06 07:46:00,23.9,90.0,142.10001,233.60001
24210,2019-11-06 07:46:00,23.9,89.4,145.3,241.2
24212,2019-11-06 07:47:00,23.9,89.0,144.2,240.0
24213,2019-11-06 07:47:00,24.0,89.2,143.10001,238.2
24214,2019-11-06 07:48:00,24.0,89.1,142.60001,241.5
24216,2019-11-06 07:48:00,24.0,89.5,143.60001,249.3
24217,2019-11-06 07:49:00,24.0,89.2,144.39999,240.7
24218,2019-11-06 07:49:00,24.0,89.2,144.60001,240.7
24219,2019-11-06 07:49:00,24.0,89.2,144.60001,242.89999
24220,2019-11-06 07:50:00,24.0,89.2,145.8,241.89999
24221,2019-11-06 07:50:00,24.1,89.1,144.39999,243.89999
24223,2019-11-06 07:51:00,24.1,89.2,148.5,248.39999
24224,2019-11-06 07:51:00,24.1,89.5,146.7,237.8
24227,2019-11-06 07:52:00,24.1,89.4,144.8,241.8
24228,2019-11-06 07:52:00,24.0,89.1,146.3,243.3
24229,2019-11-06 07:53:00,24.0,89.1,145.3,239.39999
24230,2019-11-06 07:53:00,24.1,90.0,145.0,245.39999
24231,2019-11-06 07:54:00,24.0,90.2,148.39999,249.8
24232,2019-11-06 07:54:00,24.0,90.0,147.8,244.2
24233,2019-11-06 07:54:00,24.0,89.8,149.8,252.39999
24234,2019-11-06 07:55:00,24.0,88.7,149.60001,257.10001
24235,2019-11-06 07:55:00,24.0,88.7,146.0,235.39999
24236,2019-11-06 07:55:00,24.0,89.8,145.2,235.39999
24237,2019-11-06 07:56:00,24.1,90.0,145.39999,241.2
24238,2019-11-06 07:56:00,24.0,90.1,144.39999,242.8
24239,2019-11-06 07:56:00,24.0,90.1,145.89999,244.10001
24240,2019-11-06 07:57:00,24.0,90.0,145.7,244.2
24241,2019-11-06 07:57:00,24.0,90.0,146.7,241.60001
24242,2019-11-06 07:57:00,24.1,89.1,145.8,239.0
24243,2019-11-06 07:58:00,24.0,88.0,147.3,235.89999
24244,2019-11-06 07:58:00,24.1,87.7,145.3,236.7
24245,2019-11-06 07:58:00,24.1,88.2,142.3,230.60001
24246,2019-11-06 07:59:00,24.1,88.2,144.0,235.60001
24247,2019-11-06 07:59:00,24.1,87.0,143.3,229.8
24248,2019-11-06 07:59:00,24.1,88.0,142.7,234.7
24249,2019-11-06 08:00:00,24.1,87.7,147.89999,243.5
24250,2019-11-06 08:00:00,24.2,88.6,142.7,239.2
24252,2019-11-06 08:01:00,24.2,90.1,144.8,235.7
24254,2019-11-06 08:02:00,24.2,90.0,148.2,249.8
24255,2019-11-06 08:02:00,24.2,90.2,145.7,247.3
24257,2019-11-06 08:03:00,24.2,90.3,149.60001,245.7
24258,2019-11-06 08:03:00,24.2,90.0,148.89999,248.39999
24259,2019-11-06 08:03:00,24.2,89.6,146.89999,233.5
24260,2019-11-06 08:04:00,24.2,89.9,149.10001,235.7
24261,2019-11-06 08:04:00,24.1,88.8,147.8,235.39999
24262,2019-11-06 08:04:00,24.2,88.7,147.10001,236.0
24263,2019-11-06 08:05:00,24.2,89.2,147.8,240.3
24264,2019-11-06 08:05:00,24.2,89.5,147.39999,237.0
24265,2019-11-06 08:05:00,24.1,88.9,146.5,236.0
24266,2019-11-06 08:06:00,24.2,88.8,146.60001,231.5
24267,2019-11-06 08:06:00,24.2,89.2,146.89999,229.7
24268,2019-11-06 08:06:00,24.2,89.6,148.0,234.39999
24269,2019-11-06 08:07:00,24.2,89.9,146.8,231.8
24270,2019-11-06 08:07:00,24.2,89.5,148.3,236.60001
24273,2019-11-06 08:08:00,24.2,90.3,147.89999,241.39999
24275,2019-11-06 08:09:00,24.1,89.9,148.5,242.0
24276,2019-11-06 08:09:00,24.1,90.1,148.0,240.2
24277,2019-11-06 08:10:00,24.2,90.2,149.39999,245.60001
24278,2019-11-06 08:10:00,24.2,90.5,148.5,233.2
24279,2019-11-06 08:10:00,24.3,87.6,142.2,218.60001
24280,2019-11-06 08:11:00,24.3,86.8,140.39999,220.8
24281,2019-11-06 08:11:00,24.3,87.0,138.8,217.39999
24282,2019-11-06 08:11:00,24.4,86.7,138.10001,217.8
24283,2019-11-06 08:12:00,24.4,85.7,136.89999,211.3
24284,2019-11-06 08:12:00,24.4,86.1,137.39999,207.89999
24285,2019-11-06 08:12:00,24.4,84.7,138.0,217.5
24286,2019-11-06 08:13:00,24.4,84.7,137.89999,222.10001
24287,2019-11-06 08:13:00,24.4,85.3,137.10001,220.60001
24288,2019-11-06 08:13:00,24.5,86.1,137.0,210.2
24289,2019-11-06 08:14:00,24.5,85.6,134.7,206.60001
24290,2019-11-06 08:14:00,24.5,85.3,135.10001,207.39999
24291,2019-11-06 08:14:00,24.5,85.5,134.7,209.8
24292,2019-11-06 08:15:00,24.5,85.5,134.39999,209.8
24293,2019-11-06 08:15:00,24.5,84.7,135.10001,212.7
24294,2019-11-06 08:15:00,24.6,84.5,133.0,207.7
24296,2019-11-06 08:16:00,24.6,86.0,134.3,206.2
24297,2019-11-06 08:16:00,24.7,86.4,135.5,206.2
24298,2019-11-06 08:17:00,24.6,86.7,138.5,216.89999
24299,2019-11-06 08:17:00,24.7,86.9,139.60001,218.89999
24301,2019-11-06 08:18:00,24.7,86.3,139.5,215.3
24306,2019-11-06 08:20:00,24.5,89.4,141.39999,219.7
24308,2019-11-06 08:20:00,24.5,89.1,142.8,236.60001
24310,2019-11-06 08:21:00,24.4,89.2,138.89999,219.89999
24311,2019-11-06 08:21:00,24.4,89.8,140.2,218.7
24313,2019-11-06 08:22:00,24.4,89.9,141.10001,222.60001
24314,2019-11-06 08:22:00,24.4,88.4,139.7,217.7
24316,2019-11-06 08:23:00,24.4,89.0,142.2,219.2
24317,2019-11-06 08:23:00,24.5,88.4,140.60001,212.10001
24318,2019-11-06 08:24:00,24.5,86.8,137.89999,208.8
24319,2019-11-06 08:24:00,24.5,87.1,140.2,213.2
24321,2019-11-06 08:25:00,24.6,88.4,139.8,216.60001
24322,2019-11-06 08:25:00,24.6,87.8,143.10001,218.3
24324,2019-11-06 08:26:00,24.6,88.2,143.89999,220.10001
24327,2019-11-06 08:27:00,24.5,86.8,139.3,214.3
24328,2019-11-06 08:27:00,24.6,86.4,140.7,213.60001
24329,2019-11-06 08:28:00,24.6,86.2,138.89999,217.39999
24330,2019-11-06 08:28:00,24.7,86.8,138.60001,215.89999
24331,2019-11-06 08:28:00,24.7,87.5,141.3,217.5
24332,2019-11-06 08:29:00,24.7,87.2,144.10001,230.2
24333,2019-11-06 08:29:00,24.7,87.0,141.5,220.7
24334,2019-11-06 08:29:00,24.7,87.1,142.10001,226.8
24335,2019-11-06 08:30:00,24.7,87.1,141.60001,219.2
24336,2019-11-06 08:30:00,24.7,86.2,139.8,218.3
24337,2019-11-06 08:30:00,24.8,84.9,139.2,220.2
24339,2019-11-06 08:31:00,24.8,84.3,139.2,222.0
24340,2019-11-06 08:31:00,24.9,82.5,137.2,224.39999
24341,2019-11-06 08:32:00,24.9,81.3,138.39999,226.10001
24342,2019-11-06 08:32:00,24.9,80.7,137.89999,221.5
24343,2019-11-06 08:32:00,24.9,80.6,137.3,222.7
24344,2019-11-06 08:33:00,24.9,81.2,138.5,222.7
24345,2019-11-06 08:33:00,25.0,82.5,139.2,226.8
24346,2019-11-06 08:33:00,25.1,82.8,140.39999,223.2
24347,2019-11-06 08:34:00,25.1,82.7,139.7,215.39999
24348,2019-11-06 08:34:00,25.1,82.8,141.2,234.5
24349,2019-11-06 08:34:00,25.1,82.8,141.89999,234.60001
24352,2019-11-06 08:35:00,25.2,83.3,143.2,231.7
24354,2019-11-06 08:36:00,25.2,83.3,144.10001,234.8
24355,2019-11-06 08:37:00,25.2,83.1,142.0,230.89999
24356,2019-11-06 08:37:00,25.2,82.9,141.8,232.89999
24357,2019-11-06 08:37:00,25.2,82.7,142.5,233.8
24358,2019-11-06 08:38:00,25.3,82.2,142.3,231.5
24359,2019-11-06 08:38:00,25.3,81.4,141.10001,232.89999
24360,2019-11-06 08:38:00,25.3,81.0,139.89999,223.39999
24361,2019-11-06 08:39:00,25.3,80.8,138.0,227.60001
24362,2019-11-06 08:39:00,25.4,80.2,137.8,233.89999
24363,2019-11-06 08:39:00,25.4,80.3,138.60001,227.0
24364,2019-11-06 08:40:00,25.5,80.0,139.89999,230.8
24365,2019-11-06 08:40:00,25.5,79.6,141.10001,234.0
24367,2019-11-06 08:41:00,25.6,79.3,138.5,232.10001
24370,2019-11-06 08:42:00,25.6,77.4,140.60001,229.7
24372,2019-11-06 08:42:00,25.6,78.0,136.60001,219.8
24374,2019-11-06 08:43:00,25.7,78.2,141.10001,231.8
24375,2019-11-06 08:43:00,25.6,78.3,139.0,232.0
24376,2019-11-06 08:44:00,25.7,78.2,137.89999,226.3
24377,2019-11-06 08:44:00,25.7,78.0,137.5,224.10001
24378,2019-11-06 08:44:00,25.7,78.1,135.5,221.89999
24379,2019-11-06 08:45:00,25.7,78.6,139.5,227.10001
24380,2019-11-06 08:45:00,25.6,79.0,138.8,232.89999
24381,2019-11-06 08:46:00,25.6,79.5,138.2,227.39999
24382,2019-11-06 08:46:00,25.6,80.2,139.3,230.2
24384,2019-11-06 08:47:00,25.6,81.1,142.2,235.8
24385,2019-11-06 08:47:00,25.6,81.5,140.7,235.2
24387,2019-11-06 08:48:00,25.7,82.2,141.2,229.10001
24388,2019-11-06 08:48:00,25.7,82.3,142.5,244.39999
24392,2019-11-06 08:49:00,25.8,80.5,142.60001,228.3
24393,2019-11-06 08:50:00,25.8,81.0,142.7,226.2
24394,2019-11-06 08:50:00,25.9,81.2,138.8,222.7
24395,2019-11-06 08:50:00,26.0,79.6,139.2,231.5
24397,2019-11-06 08:51:00,26.0,80.2,138.39999,225.10001
24399,2019-11-06 08:52:00,26.1,80.1,138.3,225.89999
24400,2019-11-06 08:52:00,26.2,80.1,141.8,228.3
24402,2019-11-06 08:53:00,26.2,79.4,139.5,220.8
24403,2019-11-06 08:53:00,26.3,79.1,136.0,214.3
24404,2019-11-06 08:54:00,26.3,78.4,134.60001,213.3
24405,2019-11-06 08:54:00,26.3,77.8,134.3,214.10001
24406,2019-11-06 08:54:00,26.4,77.7,135.0,220.7
24407,2019-11-06 08:55:00,26.4,77.2,132.10001,204.60001
24408,2019-11-06 08:55:00,26.4,76.8,130.0,204.89999
24409,2019-11-06 08:55:00,26.5,77.0,130.89999,206.0
24411,2019-11-06 08:56:00,26.5,76.7,128.7,205.8
24413,2019-11-06 08:57:00,26.6,76.0,122.5,193.7
27953,2019-11-07 05:51:00,20.7,94.6,107.7,196.10001
27954,2019-11-07 05:51:00,20.8,94.5,110.2,196.89999
27987,2019-11-07 06:02:00,20.7,94.6,105.5,191.3
28105,2019-11-07 06:43:00,20.5,95.3,107.3,191.8
28115,2019-11-07 06:47:00,20.5,95.4,110.9,198.2
28124,2019-11-07 06:50:00,20.7,95.0,114.2,200.3
28125,2019-11-07 06:50:00,20.7,95.0,116.0,198.5
28131,2019-11-07 06:53:00,20.6,95.2,121.0,212.8
28134,2019-11-07 06:54:00,20.6,95.2,118.3,206.60001
28136,2019-11-07 06:54:00,20.7,95.3,115.4,201.8
28141,2019-11-07 06:56:00,20.7,95.1,112.6,197.8
28148,2019-11-07 06:58:00,20.9,95.0,116.2,201.39999
28169,2019-11-07 07:06:00,21.3,94.0,113.4,202.7
28177,2019-11-07 07:09:00,21.6,93.9,120.3,202.7
28178,2019-11-07 07:09:00,21.7,93.6,118.1,208.5
28199,2019-11-07 07:16:00,22.4,92.5,118.7,199.89999
